"label_no","genus","species","sex","year","month","day","country","county","city_town_village","specific_location","HW_mm","intertegular_distance_mm","FW_length_mm","tibia_length_mm","family","ecology","Source","interocular_distance_mm","location_string","latitude","longitude"
"IGproject0639","Hylaeus","hyalinatus","male",1971,6,22,"England","Devon","Wembury","",1.419,0.958,3.649,0.896,"Colletidae","cavity nester","OUMNH",NA,"Wembury, Devon, England",50.3287157,-4.0840935
"IGproject0640","Hylaeus","hyalinatus","female",1959,7,5,"England","Somerset","Minehead","",1.709,1.322,4.76,1.116,"Colletidae","cavity nester","OUMNH",NA,"Minehead, Somerset, England",51.2057511,-3.4783542
"IGproject0641","Hylaeus","hyalinatus","female",1939,7,9,"England","Cornwall","Rame","",1.533,1.169,4.152,1.012,"Colletidae","cavity nester","OUMNH",NA,"Rame, Cornwall, England",50.3223827,-4.2122729
"IGproject0642","Hylaeus","hyalinatus","female",1939,7,9,"England","Cornwall","Rame","",1.594,1.201,4.404,1.045,"Colletidae","cavity nester","OUMNH",NA,"Rame, Cornwall, England",50.3223827,-4.2122729
"IGproject0643","Hylaeus","hyalinatus","male",1939,5,27,"England","Cornwall","Rame","",1.491,1.067,3.868,0.963,"Colletidae","cavity nester","OUMNH",NA,"Rame, Cornwall, England",50.3223827,-4.2122729
"IGproject0644","Hylaeus","hyalinatus","male",1939,7,19,"England","Cornwall","Looe","",1.582,1.139,3.997,1.008,"Colletidae","cavity nester","OUMNH",NA,"Looe, Cornwall, England",50.3522702,-4.454196
"IGproject0645","Hylaeus","hyalinatus","male",1904,6,24,"England","Kent","Walmer","",1.515,1.154,4.019,1.004,"Colletidae","cavity nester","OUMNH",NA,"Walmer, Kent, England",51.2068884,1.3999154
"IGproject0646","Hylaeus","hyalinatus","male",1904,6,24,"England","Kent","Walmer","",1.616,1.218,4.125,1.01,"Colletidae","cavity nester","OUMNH",NA,"Walmer, Kent, England",51.2068884,1.3999154
"IGproject0647","Hylaeus","hyalinatus","male",1900,7,3,"England","Oxfordshire","Oxford","",1.587,1.148,4.258,1.013,"Colletidae","cavity nester","OUMNH",NA,"Oxford, Oxfordshire, England",51.7520131,-1.2578499
"IGproject0648","Hylaeus","hyalinatus","male",1904,6,11,"England","Kent","Charing","",1.542,1.188,4.726,1.06,"Colletidae","cavity nester","OUMNH",NA,"Charing, Kent, England",51.2142039,0.7886033
"IGproject0649","Hylaeus","hyalinatus","female",1906,7,29,"England","Sussex","Pevensey","",1.654,1.285,4.304,1.064,"Colletidae","cavity nester","OUMNH",NA,"Pevensey, Sussex, England",50.8318123,0.3415459
"IGproject0650","Hylaeus","hyalinatus","female",1906,7,29,"England","Sussex","Pevensey","",1.613,1.238,4.062,1.008,"Colletidae","cavity nester","OUMNH",NA,"Pevensey, Sussex, England",50.8318123,0.3415459
"IGproject0651","Hylaeus","hyalinatus","female",1901,7,27,"England","Kent","Faversham","",1.612,1.26,4.357,1.066,"Colletidae","cavity nester","OUMNH",NA,"Faversham, Kent, England",51.3158434,0.8911283
"IGproject0652","Hylaeus","hyalinatus","female",1900,8,13,"England","Kent","Faversham","Huntingfield",1.667,1.31,4.428,1.137,"Colletidae","cavity nester","OUMNH",NA,"Huntingfield, Faversham, Kent, England",51.25792226,0.822018012
"IGproject0653","Hylaeus","hyalinatus","female",1906,8,14,"England","Wiltshire","Chippenham","",1.825,1.287,5.538,1.218,"Colletidae","cavity nester","OUMNH",NA,"Chippenham, Wiltshire, England",51.4587621,-2.1159032
"IGproject0654","Hylaeus","hyalinatus","male",1905,7,27,"England","Dorset","Lyme Regis","",1.661,1.258,4.02,1.042,"Colletidae","cavity nester","OUMNH",NA,"Lyme Regis, Dorset, England",50.7252897,-2.934559
"IGproject0655","Hylaeus","hyalinatus","male",1904,7,9,"England","Kent","Walmer","",1.531,1.1,3.918,1.012,"Colletidae","cavity nester","OUMNH",NA,"Walmer, Kent, England",51.2068884,1.3999154
"IGproject0656","Hylaeus","hyalinatus","male",1904,7,9,"England","Kent","Walmer","",1.516,1.036,3.76,0.924,"Colletidae","cavity nester","OUMNH",NA,"Walmer, Kent, England",51.2068884,1.3999154
"IGproject0657","Hylaeus","hyalinatus","male",1910,6,18,"England","Devon","Budleigh Salterton","",1.574,1.205,4.198,0.983,"Colletidae","cavity nester","OUMNH",NA,"Budleigh Salterton, Devon, England",50.6310504,-3.3299844
"IGproject0658","Hylaeus","hyalinatus","male",1910,6,19,"England","Devon","Budleigh Salterton","",1.642,1.217,4.342,1.055,"Colletidae","cavity nester","OUMNH",NA,"Budleigh Salterton, Devon, England",50.6310504,-3.3299844
"IGproject0659","Hylaeus","hyalinatus","male",1910,6,3,"England","Devon","Budleigh Salterton","",1.609,1.218,4.326,1.026,"Colletidae","cavity nester","OUMNH",NA,"Budleigh Salterton, Devon, England",50.6310504,-3.3299844
"IGproject0660","Hylaeus","hyalinatus","male",1910,6,3,"England","Devon","Budleigh Salterton","",1.49,1.117,4.014,0.957,"Colletidae","cavity nester","OUMNH",NA,"Budleigh Salterton, Devon, England",50.6310504,-3.3299844
"IGproject0661","Hylaeus","hyalinatus","male",1910,6,12,"England","Devon","Budleigh Salterton","",1.609,1.153,4.198,1.061,"Colletidae","cavity nester","OUMNH",NA,"Budleigh Salterton, Devon, England",50.6310504,-3.3299844
"IGproject0662","Hylaeus","hyalinatus","female",1908,8,12,"England","East Sussex","Polegate","",1.712,1.292,4.578,1.125,"Colletidae","cavity nester","OUMNH",NA,"Polegate, East Sussex, England",50.8276836,0.2446652
"IGproject0663","Hylaeus","hyalinatus","male",1910,6,14,"England","Devon","Budleigh Salterton","",1.724,1.269,4.622,1.124,"Colletidae","cavity nester","OUMNH",NA,"Budleigh Salterton, Devon, England",50.6310504,-3.3299844
"IGproject0664","Hylaeus","hyalinatus","male",1954,6,14,"England","Devon","Torquay","123 Abbey Road",1.604,2.198,4.246,1.003,"Colletidae","cavity nester","OUMNH",NA,"123 Abbey Road, Torquay, Devon, England",50.465228,-3.5279
"IGproject0665","Hylaeus","hyalinatus","male",1908,6,14,"England","Greater Manchester","Sale","",1.473,1.042,3.916,0.92,"Colletidae","cavity nester","OUMNH",NA,"Sale, Greater Manchester, England",53.4244939,-2.318415
"IGproject0666","Hylaeus","hyalinatus","female",1910,6,12,"England","Devon","Budleigh Salterton","",1.54,1.165,4.344,0.984,"Colletidae","cavity nester","OUMNH",NA,"Budleigh Salterton, Devon, England",50.6310504,-3.3299844
"IGproject0667","Hylaeus","hyalinatus","female",1906,8,20,"England","Merseyside","Wallasey","",1.639,1.239,4.516,1.056,"Colletidae","cavity nester","OUMNH",NA,"Wallasey, Merseyside, England",53.42722649,-3.067881383
"IGproject0668","Sphecodes","geoffrellus","male",1976,NA,NA,"England","Oxfordshire","Oxford","30 Cope Close",1.443,0.976,3.816,0.927,"Halictidae","kleptoparasite","OUMNH",NA,"30 Cope Close, Oxford, Oxfordshire, England",51.74787238,-1.298262636
"IGproject0669","Sphecodes","geoffrellus","female",1989,7,3,"England","Wiltshire","Wroughton","Clouts Wood",1.755,1.121,4.638,1.215,"Halictidae","kleptoparasite","OUMNH",NA,"Clouts Wood, Wroughton, Wiltshire, England",51.51489206,-1.804044057
"IGproject0670","Sphecodes","geoffrellus","female",1919,5,NA,"England","Surrey","Woking","",1.517,1.021,4.033,1,"Halictidae","kleptoparasite","OUMNH",NA,"Woking, Surrey, England",51.3201891,-0.5564726
"IGproject0671","Sphecodes","geoffrellus","female",1907,6,9,"England","Merseyside","Wallasey","",1.495,0.97,4.074,0.987,"Halictidae","kleptoparasite","OUMNH",NA,"Wallasey, Merseyside, England",53.42722649,-3.067881383
"IGproject0672","Sphecodes","geoffrellus","female",1915,5,9,"England","Devon","Bovey Tracey","",1.881,1.243,4.832,1.274,"Halictidae","kleptoparasite","OUMNH",NA,"Bovey Tracey, Devon, England",50.6046632,-3.6856762
"IGproject0673","Sphecodes","geoffrellus","male",1952,8,2,"England","Northamptonshire","Aynho","",1.602,1.095,4.259,0.986,"Halictidae","kleptoparasite","OUMNH",NA,"Aynho, Northamptonshire, England",51.9948605,-1.2520728
"IGproject0674","Sphecodes","geoffrellus","male",1948,8,6,"England","Oxfordshire","Oxford","Hinksey",1.436,0.908,3.958,0.922,"Halictidae","kleptoparasite","OUMNH",NA,"Hinksey, Oxford, Oxfordshire, England",51.7363525,-1.2575581
"IGproject0675","Sphecodes","geoffrellus","female",1921,9,NA,"England","Devon","Dartmoor","",1.566,0.986,4.283,1.023,"Halictidae","kleptoparasite","OUMNH",NA,"Dartmoor, Devon, England",50.5657349,-3.9009713
"IGproject0676","Sphecodes","geoffrellus","female",1925,6,7,"England","Cornwall","Trethevy","Rocky Valley",1.671,1.092,4.655,1.092,"Halictidae","kleptoparasite","OUMNH",NA,"Rocky Valley, Trethevy, Cornwall, England",50.6732613,-4.7293504
"IGproject0677","Sphecodes","geoffrellus","male",1898,7,NA,"Wales","Gwynedd","Criccieth","",1.544,1.038,4.221,0.963,"Halictidae","kleptoparasite","OUMNH",NA,"Criccieth, Gwynedd, Wales",52.9206106,-4.2332414
"IGproject0678","Sphecodes","geoffrellus","male",1898,7,NA,"Wales","Gwynedd","Criccieth","",1.555,1.069,4.12,0.999,"Halictidae","kleptoparasite","OUMNH",NA,"Criccieth, Gwynedd, Wales",52.9206106,-4.2332414
"IGproject0679","Sphecodes","geoffrellus","female",1919,5,NA,"England","Surrey","Woking","",1.645,1.092,4.404,1.157,"Halictidae","kleptoparasite","OUMNH",NA,"Woking, Surrey, England",51.3201891,-0.5564726
"IGproject0680","Sphecodes","geoffrellus","female",1915,5,20,"England","Gloucestershire","Wotton-under-Edge","",1.73,1.123,4.784,1.158,"Halictidae","kleptoparasite","OUMNH",NA,"Wotton-under-Edge, Gloucestershire, England",51.6378241,-2.3547251
"IGproject0681","Sphecodes","geoffrellus","female",1914,5,19,"England","Devon","Bovey Tracey","",1.282,0.817,3.354,0.851,"Halictidae","kleptoparasite","OUMNH",NA,"Bovey Tracey, Devon, England",50.6046632,-3.6856762
"IGproject0682","Sphecodes","geoffrellus","female",1920,8,10,"Scotland","Argyll and Bute","","Loch Sween",1.73,1.127,4.919,1.155,"Halictidae","kleptoparasite","OUMNH",NA,"Loch Sween, Argyll and Bute, Scotland",55.9835849,-5.6317791
"IGproject0683","Sphecodes","geoffrellus","female",1919,5,NA,"England","Surrey","Woking","",1.605,1.019,4.24,0.749,"Halictidae","kleptoparasite","OUMNH",NA,"Woking, Surrey, England",51.3201891,-0.5564726
"IGproject0684","Sphecodes","geoffrellus","female",1915,7,14,"England","Devon","Bovey Tracey","",1.63,1.077,4.371,1.069,"Halictidae","kleptoparasite","OUMNH",NA,"Bovey Tracey, Devon, England",50.6046632,-3.6856762
"IGproject0685","Sphecodes","geoffrellus","female",1917,6,NA,"England","Devon","Bovey Tracey","",1.652,1.109,4.527,1.089,"Halictidae","kleptoparasite","OUMNH",NA,"Bovey Tracey, Devon, England",50.6046632,-3.6856762
"IGproject0686","Sphecodes","geoffrellus","female",1915,5,24,"England","Devon","Lustleigh","",1.697,1.076,4.572,1.166,"Halictidae","kleptoparasite","OUMNH",NA,"Lustleigh, Devon, England",50.6228301,-3.7304463
"IGproject0687","Sphecodes","geoffrellus","female",1900,5,15,"England","Essex","Theydon Bois","",1.513,0.983,4.079,1.022,"Halictidae","kleptoparasite","OUMNH",NA,"Theydon Bois, Essex, England",51.6717759,0.1033213
"IGproject0688","Sphecodes","geoffrellus","female",1912,9,NA,"England","Devon","Bovey Tracey","",1.564,0.989,4.204,1.046,"Halictidae","kleptoparasite","OUMNH",NA,"Bovey Tracey, Devon, England",50.6046632,-3.6856762
"IGproject0689","Sphecodes","geoffrellus","female",1911,5,17,"England","Devon","Newton Abbot","",1.633,1.026,4.377,1.092,"Halictidae","kleptoparasite","OUMNH",NA,"Newton Abbot, Devon, England",50.5296441,-3.6112097
"IGproject0690","Sphecodes","geoffrellus","female",1911,8,NA,"England","Devon","Dawlish Warren","",1.707,1.165,4.685,1.114,"Halictidae","kleptoparasite","OUMNH",NA,"Dawlish Warren, Devon, England",50.5986475,-3.4437159
"IGproject0691","Sphecodes","geoffrellus","female",1919,6,3,"England","Devon","Chudleigh","",1.641,1.086,4.539,1.126,"Halictidae","kleptoparasite","OUMNH",NA,"Chudleigh, Devon, England",50.6156543,-3.5869448
"IGproject0692","Sphecodes","geoffrellus","male",1914,8,NA,"England","Gloucestershire","Wotton-under-Edge","",1.564,1.103,4.23,1.009,"Halictidae","kleptoparasite","OUMNH",NA,"Wotton-under-Edge, Gloucestershire, England",51.6378241,-2.3547251
"IGproject0693","Sphecodes","geoffrellus","female",1901,7,NA,"England","Cornwall","Newquay","",1.586,1.041,4.303,1.041,"Halictidae","kleptoparasite","OUMNH",NA,"Newquay, Cornwall, England",50.4134414,-5.0848836
"IGproject0694","Sphecodes","geoffrellus","female",1900,8,NA,"Wales","Gwynedd","Criccieth","",1.474,0.979,4.038,0.982,"Halictidae","kleptoparasite","OUMNH",NA,"Criccieth, Gwynedd, Wales",52.9206106,-4.2332414
"IGproject0695","Sphecodes","geoffrellus","female",1898,7,NA,"Wales","Gwynedd","Criccieth","",1.574,1.063,4.233,1.035,"Halictidae","kleptoparasite","OUMNH",NA,"Criccieth, Gwynedd, Wales",52.9206106,-4.2332414
"IGproject0696","Sphecodes","geoffrellus","female",1898,7,NA,"Wales","Gwynedd","Criccieth","",1.573,1.14,4.358,1.068,"Halictidae","kleptoparasite","OUMNH",NA,"Criccieth, Gwynedd, Wales",52.9206106,-4.2332414
"IGproject0697","Sphecodes","geoffrellus","male",1897,7,19,"England","Berkshire","Reading","Sulhamstead Park",1.47,1.002,3.775,0.928,"Halictidae","kleptoparasite","OUMNH",NA,"Sulhamstead Park, Reading, Berkshire, England",51.41681285,-1.09530783
"IGproject0698","Sphecodes","geoffrellus","female",1912,14,NA,"England","Devon","Dawlish Warren","",1.381,0.833,3.663,0.927,"Halictidae","kleptoparasite","OUMNH",NA,"Dawlish Warren, Devon, England",50.5986475,-3.4437159
"IGproject0699","Sphecodes","geoffrellus","male",1976,NA,NA,"England","Oxfordshire","Oxford","30 Cope Close",1.462,1.043,3.777,0.919,"Halictidae","kleptoparasite","OUMNH",NA,"30 Cope Close, Oxford, Oxfordshire, England",51.74787238,-1.298262636
"IGproject0700","Sphecodes","geoffrellus","male",1991,10,4,"England","Wiltshire","Swindon","",1.397,1.003,3.966,0.915,"Halictidae","kleptoparasite","OUMNH",NA,"Swindon, Wiltshire, England",51.6057801,-1.841922
"IGproject0701","Sphecodes","geoffrellus","female",2002,6,2,"England","Oxfordshire","Oxford","Shotover",1.398,0.839,3.663,0.948,"Halictidae","kleptoparasite","OUMNH",NA,"Shotover, Oxford, Oxfordshire, England",51.7561128,-1.1551229
"IGproject0702","Sphecodes","geoffrellus","female",1990,6,10,"England","Devon","Bovey Tracey","Bovey Heathfield",1.524,0.958,4.078,1.085,"Halictidae","kleptoparasite","OUMNH",NA,"Bovey Heathfield, Bovey Tracey, Devon, England",50.5778633,-3.6644648
"IGproject0703","Sphecodes","geoffrellus","female",1978,6,19,"England","Oxfordshire","Abingdon","Dry Sandford Pit",1.466,0.938,4.043,0.994,"Halictidae","kleptoparasite","OUMNH",NA,"Dry Sandford Pit, Abingdon, Oxfordshire, England",51.69478825,-1.32635399
"IGproject0704","Sphecodes","geoffrellus","male",1919,7,NA,"England","Dorset","Lyme Regis","",1.732,1.209,4.551,1.071,"Halictidae","kleptoparasite","OUMNH",NA,"Lyme Regis, Dorset, England",50.7252897,-2.934559
"IGproject0705","Sphecodes","geoffrellus","male",1914,8,NA,"England","Gloucestershire","Wotton-under-Edge","",1.791,1.221,4.677,1.152,"Halictidae","kleptoparasite","OUMNH",NA,"Wotton-under-Edge, Gloucestershire, England",51.6378241,-2.3547251
"IGproject0706","Sphecodes","geoffrellus","male",1913,7,13,"England","Devon","Dawlish Warren","",1.595,1.171,4.206,1.053,"Halictidae","kleptoparasite","OUMNH",NA,"Dawlish Warren, Devon, England",50.5986475,-3.4437159
"IGproject0707","Sphecodes","geoffrellus","male",1914,8,12,"England","Devon","Dawlish Warren","",1.482,1.009,4.041,0.965,"Halictidae","kleptoparasite","OUMNH",NA,"Dawlish Warren, Devon, England",50.5986475,-3.4437159
"IGproject0708","Sphecodes","geoffrellus","male",1913,8,4,"England","Devon","Bovey Tracey","",1.552,1.129,4.258,1.011,"Halictidae","kleptoparasite","OUMNH",NA,"Bovey Tracey, Devon, England",50.6046632,-3.6856762
"IGproject0709","Sphecodes","geoffrellus","male",1913,7,24,"England","Devon","Bovey Tracey","",1.505,1.024,4.112,0.964,"Halictidae","kleptoparasite","OUMNH",NA,"Bovey Tracey, Devon, England",50.6046632,-3.6856762
"IGproject0710","Sphecodes","geoffrellus","male",1913,8,2,"England","Devon","Bovey Tracey","",1.575,1.109,4.395,0.99,"Halictidae","kleptoparasite","OUMNH",NA,"Bovey Tracey, Devon, England",50.6046632,-3.6856762
"IGproject0711","Sphecodes","geoffrellus","male",1904,5,15,"England","Greater London","London","Wimbledon",1.504,1.052,4.061,1.002,"Halictidae","kleptoparasite","OUMNH",NA,"Wimbledon, London, Greater London, England",51.4214787,-0.2064027
"IGproject0712","Sphecodes","geoffrellus","male",1920,7,24,"England","Devon","Trusham","",1.41,0.936,3.818,0.883,"Halictidae","kleptoparasite","OUMNH",NA,"Trusham, Devon, England",50.6260489,-3.6285152
"IGproject0713","Sphecodes","geoffrellus","male",1919,7,23,"England","Dorset","Lyme Regis","",1.564,1.143,4.328,1.005,"Halictidae","kleptoparasite","OUMNH",NA,"Lyme Regis, Dorset, England",50.7252897,-2.934559
"IGproject0714","Sphecodes","geoffrellus","female",1915,5,25,"England","Devon","Brixham","",1.625,1.095,4.496,1.102,"Halictidae","kleptoparasite","OUMNH",NA,"Brixham, Devon, England",50.3952404,-3.514544
"IGproject0715","Sphecodes","geoffrellus","male",1914,7,3,"England","Devon","Dawlish Warren","",1.54,1.059,4.075,0.984,"Halictidae","kleptoparasite","OUMNH",NA,"Dawlish Warren, Devon, England",50.5986475,-3.4437159
"IGproject0716","Sphecodes","geoffrellus","male",1907,7,NA,"England","Hampshire","","New Forest",1.545,1.059,4.156,0.965,"Halictidae","kleptoparasite","OUMNH",NA,"New Forest, Hampshire, England",50.8557268,-1.5956844
"IGproject0717","Sphecodes","geoffrellus","female",1907,7,NA,"England","Hampshire","","New Forest",1.523,0.942,4.039,1.06,"Halictidae","kleptoparasite","OUMNH",NA,"New Forest, Hampshire, England",50.8557268,-1.5956844
"IGproject0718","Sphecodes","geoffrellus","male",1913,7,24,"England","Devon","Bovey Tracey","",1.546,1.075,4.049,1.009,"Halictidae","kleptoparasite","OUMNH",NA,"Bovey Tracey, Devon, England",50.6046632,-3.6856762
"IGproject0719","Sphecodes","geoffrellus","male",1913,7,10,"England","Devon","Dawlish Warren","",1.372,0.868,3.699,0.891,"Halictidae","kleptoparasite","OUMNH",NA,"Dawlish Warren, Devon, England",50.5986475,-3.4437159
"IGproject0720","Sphecodes","geoffrellus","male",1913,7,24,"England","Devon","Bovey Tracey","",1.495,1.057,4.083,1.015,"Halictidae","kleptoparasite","OUMNH",NA,"Bovey Tracey, Devon, England",50.6046632,-3.6856762
"IGproject0721","Sphecodes","geoffrellus","female",1914,7,24,"England","Devon","Bovey Tracey","",1.717,1.176,4.5,1.152,"Halictidae","kleptoparasite","OUMNH",NA,"Bovey Tracey, Devon, England",50.6046632,-3.6856762
"IGproject0722","Lasioglossum","fulvicorne","male",1927,9,NA,"England","Gloucestershire","Wotton-under-Edge","",1.688,1.191,5.193,1.215,"Halictidae","excavator","OUMNH",NA,"Wotton-under-Edge, Gloucestershire, England",51.6378241,-2.3547251
"IGproject0723","Lasioglossum","fulvicorne","male",1907,9,NA,"England","Gloucestershire","Wotton-under-Edge","Alderley",1.714,1.238,5.2,1.242,"Halictidae","excavator","OUMNH",NA,"Alderley, Wotton-under-Edge, Gloucestershire, England",51.615194,-2.332701286
"IGproject0724","Lasioglossum","fulvicorne","male",1907,9,NA,"England","Gloucestershire","Wotton-under-Edge","Alderley",1.719,1.23,5.047,1.21,"Halictidae","excavator","OUMNH",NA,"Alderley, Wotton-under-Edge, Gloucestershire, England",51.615194,-2.332701286
"IGproject0725","Lasioglossum","fulvicorne","male",1920,8,NA,"England","Staffordshire","Peak Distict","Dovedale",1.846,1.342,5.511,1.325,"Halictidae","excavator","OUMNH",NA,"Dovedale, Peak Distict, Staffordshire, England",53.06663409,-1.783354532
