"label_no","genus","species","sex","year","month","day","country","county","city_town_village","specific_location","HW_mm","intertegular_distance_mm","FW_length_mm","tibia_length_mm","family","ecology","Source","interocular_distance_mm","location_string","latitude","longitude","full_name","mean_preflight_temp","sd_preflight_temp","max_preflight_monthly_mean","max_preflight_temp"
"IGproject0342","Andrena","wilkella","male",1910,6,14,"England","Devon","Budleigh Salterton","",2.896,1.828,7.377,2.006,"Andrenidae","excavator","OUMNH",NA,"Budleigh Salterton, Devon, England",50.6310504,-3.3299844,"Andrena wilkella",10.9978212437901,1.73067208804214,12.6933562465752,16.7750681628536
"IGproject0343","Andrena","wilkella","male",1922,5,14,"England","Devon","Newton Abbot","",3.001,2.005,7.557,2.041,"Andrenidae","excavator","OUMNH",NA,"Newton Abbot, Devon, England",50.5296441,-3.6112097,"Andrena wilkella",11.9752616489411,3.2600042978813,15.3582388864032,20.6497194800883
"IGproject0344","Andrena","wilkella","female",1907,5,9,"England","Surrey","Oxshott","",3.422,2.344,7.812,2.514,"Andrenidae","excavator","OUMNH",NA,"Oxshott, Surrey, England",51.3361004,-0.3625418,"Andrena wilkella",10.9649247577528,3.37302095413715,14.1859038187241,19.8389254199159
"IGproject0345","Andrena","wilkella","male",1900,5,28,"England","Berkshire","Newbury","",3.083,2.036,7.732,2.175,"Andrenidae","excavator","OUMNH",NA,"Newbury, Berkshire, England",51.4020243,-1.3242212,"Andrena wilkella",11.0429466170098,3.86503853927045,15.3255121742239,21.5494196045524
"IGproject0346","Andrena","wilkella","male",1898,6,2,"England","Buckinghamshire","Great Missenden","",2.95,1.847,7.546,2.091,"Andrenidae","excavator","OUMNH",NA,"Great Missenden, Buckinghamshire, England",51.7046508,-0.7086592,"Andrena wilkella",10.7033660835934,4.0734367379301,15.1045457111888,20.2129772730422
"IGproject0347","Andrena","wilkella","female",1915,5,24,"England","Devon","Brixham","",3.491,2.257,8.321,2.661,"Andrenidae","excavator","OUMNH",NA,"Brixham, Devon, England",50.3952404,-3.514544,"Andrena wilkella",12.2090842776414,2.43388138236681,14.9124896089952,19.6507270811532
"IGproject0348","Andrena","wilkella","female",1915,5,20,"England","Gloucestershire","Wotton-under-Edge","",3.621,2.375,8.266,2.769,"Andrenidae","excavator","OUMNH",NA,"Wotton-under-Edge, Gloucestershire, England",51.6378241,-2.3547251,"Andrena wilkella",11.9630390491139,2.57203285281756,14.8611099175124,20.2101649571598
"IGproject0349","Andrena","wilkella","female",1910,6,14,"England","Devon","Budleigh Salterton","",3.302,2.161,7.79,2.48,"Andrenidae","excavator","OUMNH",NA,"Budleigh Salterton, Devon, England",50.6310504,-3.3299844,"Andrena wilkella",10.9978212437901,1.73067208804214,12.6933562465752,16.7750681628536
"IGproject0350","Andrena","wilkella","female",1908,6,14,"England","Greater Manchester","Sale","",3.348,2.151,7.925,2.698,"Andrenidae","excavator","OUMNH",NA,"Sale, Greater Manchester, England",53.4244939,-2.318415,"Andrena wilkella",9.69268300404894,2.34812525085645,11.8663071671842,15.4858329061068
"IGproject0351","Andrena","wilkella","male",1904,5,15,"England","Greater London","Northwood","",2.982,1.925,7.512,2.081,"Andrenidae","excavator","OUMNH",NA,"Northwood, Greater London, England",51.6051713,-0.4205812,"Andrena wilkella",10.3680803931032,3.37642029994531,12.9310001104367,17.6315441681466
"IGproject0352","Andrena","wilkella","male",1900,5,29,"England","Hampshire","","New Forest",3.025,1.92,7.764,2.167,"Andrenidae","excavator","OUMNH",NA,"New Forest, Hampshire, England",50.8557268,-1.5956844,"Andrena wilkella",11.9010365623935,3.92850558829467,16.2186339945976,22.011018724964
"IGproject0353","Andrena","wilkella","female",1900,5,29,"England","Berkshire","Newbury","",3.438,2.254,8.13,2.697,"Andrenidae","excavator","OUMNH",NA,"Newbury, Berkshire, England",51.4020243,-1.3242212,"Andrena wilkella",11.0429466170098,3.86503853927045,15.3255121742239,21.5494196045524
"IGproject0354","Andrena","wilkella","male",1904,5,22,"England","Hampshire","","New Forest",2.907,1.632,7.256,2.072,"Andrenidae","excavator","OUMNH",NA,"New Forest, Hampshire, England",50.8557268,-1.5956844,"Andrena wilkella",10.8057187978591,3.16160577280286,13.2884942861329,18.2165057635153
"IGproject0355","Andrena","wilkella","female",1953,6,1,"England","Oxfordshire","Abingdon","Cothill",3.335,2.1,8.033,2.612,"Andrenidae","excavator","OUMNH",NA,"Cothill, Abingdon, Oxfordshire, England",51.69591033,-1.3292552,"Andrena wilkella",12.3825273834779,2.58194275578575,14.467960613586,19.7274549730171
"IGproject0356","Andrena","wilkella","male",1900,5,15,"England","Essex","Theydon Bois","",2.876,1.712,7.125,2.049,"Andrenidae","excavator","OUMNH",NA,"Theydon Bois, Essex, England",51.6717759,0.1033213,"Andrena wilkella",11.5420655674987,3.73411694368083,15.6852871817841,21.7281496788728
"IGproject0357","Andrena","wilkella","male",1899,6,NA,"England","Cambridgeshire","Wicken","",2.994,1.879,7.477,2.124,"Andrenidae","excavator","OUMNH",NA,"Wicken, Cambridgeshire, England",52.3126328,0.2994755,"Andrena wilkella",11.1814064979497,2.71397258116078,13.5869610223845,18.6292882420844
"IGproject0358","Andrena","wilkella","male",1900,5,18,"England","Berkshire","Newbury","",2.942,1.787,7.384,2.046,"Andrenidae","excavator","OUMNH",NA,"Newbury, Berkshire, England",51.4020243,-1.3242212,"Andrena wilkella",11.0429466170098,3.86503853927045,15.3255121742239,21.5494196045524
"IGproject0359","Andrena","wilkella","female",1905,5,24,"Wales","Gwynedd","Criccieth","",3.538,2.451,8.438,2.8,"Andrenidae","excavator","OUMNH",NA,"Criccieth, Gwynedd, Wales",52.9206106,-4.2332414,"Andrena wilkella",9.94365759098759,2.28854825104356,12.384334947237,16.0232056064975
"IGproject0360","Andrena","wilkella","male",1949,6,7,"England","Devon","Exminster","",2.996,1.898,7.395,2.088,"Andrenidae","excavator","OUMNH",NA,"Exminster, Devon, England",50.6785394,-3.4955657,"Andrena wilkella",11.4854837486596,2.46342851825334,13.8089078602742,17.6808917593438
"IGproject0361","Andrena","wilkella","female",1915,6,2,"England","Devon","Paignton","",3.411,2.174,8.255,2.524,"Andrenidae","excavator","OUMNH",NA,"Paignton, Devon, England",50.4377018,-3.5632704,"Andrena wilkella",12.2090842776414,2.43388138236681,14.9124896089952,19.6507270811532
"IGproject0362","Andrena","wilkella","female",1923,6,5,"England","Devon","Newton Abbot","",3.416,2.257,8.073,2.517,"Andrenidae","excavator","OUMNH",NA,"Newton Abbot, Devon, England",50.5296441,-3.6112097,"Andrena wilkella",11.2046326604981,4.00813499211876,14.4000368944794,18.9039679455291
"IGproject0363","Andrena","wilkella","female",1923,6,15,"England","Devon","Newton Abbot","",3.44,2.202,8.124,2.584,"Andrenidae","excavator","OUMNH",NA,"Newton Abbot, Devon, England",50.5296441,-3.6112097,"Andrena wilkella",11.2046326604981,4.00813499211876,14.4000368944794,18.9039679455291
"IGproject0364","Andrena","wilkella","female",1896,5,5,"England","Wiltshire","Sopworth","",3.21,2.048,7.793,2.475,"Andrenidae","excavator","OUMNH",NA,"Sopworth, Wiltshire, England",51.5806236,-2.2507317,"Andrena wilkella",11.9965541999219,3.3632810908019,15.0113678926468,21.2164120941405
"IGproject0365","Andrena","wilkella","male",1900,5,28,"England","Berkshire","Newbury","",2.991,1.896,7.565,2.091,"Andrenidae","excavator","OUMNH",NA,"Newbury, Berkshire, England",51.4020243,-1.3242212,"Andrena wilkella",11.0429466170098,3.86503853927045,15.3255121742239,21.5494196045524
"IGproject0366","Andrena","wilkella","male",1900,5,25,"England","Berkshire","Newbury","",2.834,1.841,7.293,2.015,"Andrenidae","excavator","OUMNH",NA,"Newbury, Berkshire, England",51.4020243,-1.3242212,"Andrena wilkella",11.0429466170098,3.86503853927045,15.3255121742239,21.5494196045524
"IGproject0367","Andrena","wilkella","female",1918,5,NA,"England","Devon","Paignton","",3.32,2.21,8.361,2.477,"Andrenidae","excavator","OUMNH",NA,"Paignton, Devon, England",50.4377018,-3.5632704,"Andrena wilkella",11.1935926202778,4.11375755337829,14.6830037211274,18.6624175575405
"IGproject0368","Andrena","wilkella","female",1905,6,22,"England","Surrey","Oxshott","",3.396,2.176,7.967,2.486,"Andrenidae","excavator","OUMNH",NA,"Oxshott, Surrey, England",51.3361004,-0.3625418,"Andrena wilkella",11.717595431713,2.3873828886638,14.0950602881159,19.1789595441112
"IGproject0369","Andrena","wilkella","female",1899,6,NA,"England","Cambridgeshire","Wicken","",3.51,2.322,8.217,2.667,"Andrenidae","excavator","OUMNH",NA,"Wicken, Cambridgeshire, England",52.3126328,0.2994755,"Andrena wilkella",11.1814064979497,2.71397258116078,13.5869610223845,18.6292882420844
"IGproject0370","Andrena","wilkella","female",1905,6,4,"England","Surrey","Chobham","",3.448,2.146,8.211,2.618,"Andrenidae","excavator","OUMNH",NA,"Chobham, Surrey, England",51.3477705,-0.6010128,"Andrena wilkella",11.5243958359764,2.34946406218338,13.8502724023662,19.0348892779135
"IGproject0371","Andrena","wilkella","female",1904,6,17,"England","Surrey","Chobham","",3.353,2.241,8.014,2.624,"Andrenidae","excavator","OUMNH",NA,"Chobham, Surrey, England",51.3477705,-0.6010128,"Andrena wilkella",10.325678710006,3.36316332712179,12.9180449402146,17.9129997632474
"IGproject0372","Anthidium","manicatum","female",1946,7,29,"England","Greater London","Osterley","",4.309,3.729,10.167,3.087,"Megachilidae","cavity nester","OUMNH",NA,"Osterley, Greater London, England",51.4815507,-0.3518348,"Anthidium manicatum",16.3703156649425,1.09344137146757,17.4101628746365,22.3818344465811
"IGproject0373","Anthidium","manicatum","female",1905,7,15,"England","Oxfordshire","Oxford","Lye Valley",3.927,3.302,9.067,2.782,"Megachilidae","cavity nester","OUMNH",NA,"Lye Valley, Oxford, Oxfordshire, England",51.7455776,-1.2056501,"Anthidium manicatum",15.1243981449428,2.05592500224747,17.2390982787438,22.9284215066351
"IGproject0374","Anthidium","manicatum","male",1900,7,20,"Wales","Gwynedd","Criccieth","",4.407,3.705,11.012,3.491,"Megachilidae","cavity nester","OUMNH",NA,"Criccieth, Gwynedd, Wales",52.9206106,-4.2332414,"Anthidium manicatum",15.0660171669286,1.2967823754291,16.4925869961121,20.9296529151234
"IGproject0375","Anthidium","manicatum","male",1938,7,29,"England","Oxfordshire","Oxford","Sunnymead",4.392,3.506,10.723,3.361,"Megachilidae","cavity nester","OUMNH",NA,"Sunnymead, Oxford, Oxfordshire, England",51.7838335,-1.2642666,"Anthidium manicatum",15.8002804771121,1.57585406282445,17.2670432149809,23.0622942939074
"IGproject0376","Anthidium","manicatum","female",1966,6,16,"England","Devon","Paignton","",4.242,3.537,9.42,2.942,"Megachilidae","cavity nester","OUMNH",NA,"Paignton, Devon, England",50.4377018,-3.5632704,"Anthidium manicatum",14.6446341556962,0.768618562970931,15.3689427531217,19.1412577340886
"IGproject0377","Anthidium","manicatum","female",1909,6,NA,"England","Gloucestershire","Wotton-under-Edge","Alderley",4.128,3.397,9.155,2.774,"Megachilidae","cavity nester","OUMNH",NA,"Alderley, Wotton-under-Edge, Gloucestershire, England",51.615194,-2.332701286,"Anthidium manicatum",15.1646091537796,1.01319568531937,16.2923319332991,21.2338036736336
"IGproject0378","Anthidium","manicatum","female",1905,7,22,"England","Dorset","Lyme Regis","",4.047,3.509,9.149,2.889,"Megachilidae","cavity nester","OUMNH",NA,"Lyme Regis, Dorset, England",50.7252897,-2.934559,"Anthidium manicatum",15.1568190997891,1.70310785499216,16.8189131056436,21.4640346214003
"IGproject0379","Anthidium","manicatum","male",1952,7,30,"England","Northamptonshire","Aynho","",4.712,4.154,11.624,3.776,"Megachilidae","cavity nester","OUMNH",NA,"Aynho, Northamptonshire, England",51.9948605,-1.2520728,"Anthidium manicatum",14.5851483798565,1.37176970295757,15.9461289280075,21.4111839247411
"IGproject0380","Anthidium","manicatum","male",1915,7,25,"England","Devon","Dartmoor","East Dartmoor",4.67,4.288,12.267,3.802,"Megachilidae","cavity nester","OUMNH",NA,"East Dartmoor, Dartmoor, Devon, England",50.486085,-3.9856305,"Anthidium manicatum",14.6005413555511,0.716446689223682,15.2424756710214,19.1741537779747
"IGproject0381","Anthidium","manicatum","male",1904,7,9,"England","Hampshire","","New Forest",4.321,3.721,10.444,3.306,"Megachilidae","cavity nester","OUMNH",NA,"New Forest, Hampshire, England",50.8557268,-1.5956844,"Anthidium manicatum",14.7792564569801,1.36618035662437,15.9714818993161,20.7231965819342
"IGproject0382","Anthidium","manicatum","female",1898,7,NA,"Wales","Gwynedd","Criccieth","",4.074,3.449,9.005,2.745,"Megachilidae","cavity nester","OUMNH",NA,"Criccieth, Gwynedd, Wales",52.9206106,-4.2332414,"Anthidium manicatum",14.3296419247885,0.883112070430358,14.8613244449756,18.905247948327
"IGproject0383","Anthidium","manicatum","male",1897,7,18,"England","Oxfordshire","Oxford","Shotover",4.442,3.8,11.711,3.86,"Megachilidae","cavity nester","OUMNH",NA,"Shotover, Oxford, Oxfordshire, England",51.7561128,-1.1551229,"Anthidium manicatum",15.6489421746397,1.17984501231362,16.59739957393,22.5986572089602
"IGproject0384","Anthidium","manicatum","female",1907,7,21,"England","Hampshire","","New Forest",3.77,3.115,8.28,2.429,"Megachilidae","cavity nester","OUMNH",NA,"New Forest, Hampshire, England",50.8557268,-1.5956844,"Anthidium manicatum",15.9192952799299,1.6629214792246,17.31530859614,22.2923361187544
"IGproject0385","Anthidium","manicatum","male",1897,7,18,"England","Oxfordshire","Oxford","Shotover",4.36,3.866,10.791,3.459,"Megachilidae","cavity nester","OUMNH",NA,"Shotover, Oxford, Oxfordshire, England",51.7561128,-1.1551229,"Anthidium manicatum",15.6489421746397,1.17984501231362,16.59739957393,22.5986572089602
"IGproject0386","Anthidium","manicatum","male",1897,7,18,"England","Oxfordshire","Oxford","Shotover",4.549,3.899,11.597,3.865,"Megachilidae","cavity nester","OUMNH",NA,"Shotover, Oxford, Oxfordshire, England",51.7561128,-1.1551229,"Anthidium manicatum",15.6489421746397,1.17984501231362,16.59739957393,22.5986572089602
"IGproject0387","Anthidium","manicatum","male",1950,7,27,"England","Northamptonshire","Aynho","",4.246,3.463,9.911,3.022,"Megachilidae","cavity nester","OUMNH",NA,"Aynho, Northamptonshire, England",51.9948605,-1.2520728,"Anthidium manicatum",16.2197109641654,1.43046660339993,17.2862041070616,23.5991502957942
"IGproject0388","Anthidium","manicatum","male",1898,7,NA,"Wales","Gwynedd","Criccieth","",4.543,3.916,11.497,3.54,"Megachilidae","cavity nester","OUMNH",NA,"Criccieth, Gwynedd, Wales",52.9206106,-4.2332414,"Anthidium manicatum",14.3296419247885,0.883112070430358,14.8613244449756,18.905247948327
"IGproject0389","Anthidium","manicatum","female",1906,7,20,"England","Hampshire","","New Forest",4.178,3.54,9.448,2.802,"Megachilidae","cavity nester","OUMNH",NA,"New Forest, Hampshire, England",50.8557268,-1.5956844,"Anthidium manicatum",16.39148695046,1.67553276899087,18.2885110269219,23.4280409829518
"IGproject0390","Anthidium","manicatum","female",1930,9,10,"England","Devon","Newton Abbot","",3.813,3.189,8.536,2.554,"Megachilidae","cavity nester","OUMNH",NA,"Newton Abbot, Devon, England",50.5296441,-3.6112097,"Anthidium manicatum",14.8956148950706,1.3411452841876,15.8739021155001,20.6692526865473
"IGproject0391","Anthidium","manicatum","female",1977,9,5,"England","Oxfordshire","Abingdon","Dry Sandford Pit",4.086,3.384,9.102,2.751,"Megachilidae","cavity nester","OUMNH",NA,"Dry Sandford Pit, Abingdon, Oxfordshire, England",51.69478825,-1.32635399,"Anthidium manicatum",17.8580854094549,0.737476464819977,18.7088285359205,25.330712527283
"IGproject0392","Anthidium","manicatum","female",1897,7,NA,"Wales","Gwynedd","Criccieth","",4.103,3.463,9.061,2.867,"Megachilidae","cavity nester","OUMNH",NA,"Criccieth, Gwynedd, Wales",52.9206106,-4.2332414,"Anthidium manicatum",14.0889778693856,0.723228831847784,14.5435199350073,18.9583348188941
"IGproject0393","Anthidium","manicatum","female",1904,7,NA,"England","Dorset","Lyme Regis","",4.251,3.596,9.597,3.077,"Megachilidae","cavity nester","OUMNH",NA,"Lyme Regis, Dorset, England",50.7252897,-2.934559,"Anthidium manicatum",14.2441211867508,1.26279249642224,15.3581638166614,20.0051358635326
"IGproject0394","Anthidium","manicatum","female",1905,7,20,"England","Dorset","Lyme Regis","",4.123,3.495,8.984,2.866,"Megachilidae","cavity nester","OUMNH",NA,"Lyme Regis, Dorset, England",50.7252897,-2.934559,"Anthidium manicatum",15.1568190997891,1.70310785499216,16.8189131056436,21.4640346214003
"IGproject0395","Anthidium","manicatum","female",1900,7,7,"Wales","Gwynedd","Criccieth","",4.136,3.532,9.245,2.781,"Megachilidae","cavity nester","OUMNH",NA,"Criccieth, Gwynedd, Wales",52.9206106,-4.2332414,"Anthidium manicatum",15.0660171669286,1.2967823754291,16.4925869961121,20.9296529151234
"IGproject0396","Anthidium","manicatum","female",1914,6,24,"England","Devon","Paignton","",4.116,3.434,9.068,2.72,"Megachilidae","cavity nester","OUMNH",NA,"Paignton, Devon, England",50.4377018,-3.5632704,"Anthidium manicatum",15.3460222483951,1.55679891144814,16.6814895384853,20.890580987378
"IGproject0397","Anthidium","manicatum","male",1919,8,NA,"England","Surrey","Guildford","",4.651,4.018,11.979,3.863,"Megachilidae","cavity nester","OUMNH",NA,"Guildford, Surrey, England",51.2356068,-0.5732063,"Anthidium manicatum",15.0981607510534,1.57967922842663,16.1372701584383,21.3266225578194
"IGproject0398","Anthidium","manicatum","male",1926,7,NA,"England","Devon","Newton Abbot","",3.825,3.24,8.764,2.892,"Megachilidae","cavity nester","OUMNH",NA,"Newton Abbot, Devon, England",50.5296441,-3.6112097,"Anthidium manicatum",15.9999866570983,0.300861755798847,16.3212146838882,21.2032965932478
"IGproject0399","Anthidium","manicatum","male",1898,7,NA,"Wales","Gwynedd","Criccieth","",4.537,3.9,11.407,3.609,"Megachilidae","cavity nester","OUMNH",NA,"Criccieth, Gwynedd, Wales",52.9206106,-4.2332414,"Anthidium manicatum",14.3296419247885,0.883112070430358,14.8613244449756,18.905247948327
"IGproject0400","Anthidium","manicatum","male",1948,8,1,"England","Oxfordshire","Oxford","Hinksey",4.228,3.554,10.311,3.302,"Megachilidae","cavity nester","OUMNH",NA,"Hinksey, Oxford, Oxfordshire, England",51.7363525,-1.2575581,"Anthidium manicatum",17.1625015832209,1.66583374921906,18.7963233787449,25.7049225303313
"IGproject0401","Anthidium","manicatum","male",1900,7,NA,"England","Worcestershire","Kidderminster","Wyre Forest",4.247,3.659,10.322,3.106,"Megachilidae","cavity nester","OUMNH",NA,"Wyre Forest, Kidderminster, Worcestershire, England",52.396247,-2.2469773,"Anthidium manicatum",16.6081924806285,1.37329070627288,17.7811038522703,24.4877672192934
"IGproject0402","Anthidium","manicatum","male",1916,6,16,"England","Devon","Paignton","",4.599,3.844,11.377,3.679,"Megachilidae","cavity nester","OUMNH",NA,"Paignton, Devon, England",50.4377018,-3.5632704,"Anthidium manicatum",14.8686691098082,1.07630595012602,15.9993144920199,20.0048532561324
"IGproject0403","Anthidium","manicatum","male",1914,7,10,"England","Devon","Bovey Tracey","",4.607,3.842,11.268,3.508,"Megachilidae","cavity nester","OUMNH",NA,"Bovey Tracey, Devon, England",50.6046632,-3.6856762,"Anthidium manicatum",14.831319300025,1.47685735121044,16.0739633026653,20.599456955669
"IGproject0404","Anthidium","manicatum","male",1902,NA,NA,"England","Hertfordshire","Berkhamsted","",4.396,3.995,11.201,3.593,"Megachilidae","cavity nester","OUMNH",NA,"Berkhamsted, Hertfordshire, England",51.7607271,-0.5652554,"Anthidium manicatum",15.9443415840761,1.81138347799576,17.6588971610744,23.6171240079794
"IGproject0405","Anthidium","manicatum","male",1926,7,NA,"England","Devon","Newton Abbot","",4.185,3.691,10.746,3.451,"Megachilidae","cavity nester","OUMNH",NA,"Newton Abbot, Devon, England",50.5296441,-3.6112097,"Anthidium manicatum",15.9999866570983,0.300861755798847,16.3212146838882,21.2032965932478
"IGproject0406","Anthidium","manicatum","male",1910,7,11,"England","Oxfordshire","Oxford","Wykeham House (garden)",4.381,3.921,10.896,3.365,"Megachilidae","cavity nester","OUMNH",NA,"Wykeham House (garden), Oxford, Oxfordshire, England",51.76345691,-1.260193951,"Anthidium manicatum",14.1150285777976,2.12142714489395,15.7545106039197,21.1953402966041
"IGproject0407","Anthidium","manicatum","male",1897,7,NA,"England","Oxfordshire","Oxford","Shotover",4.431,3.732,11.177,3.342,"Megachilidae","cavity nester","OUMNH",NA,"Shotover, Oxford, Oxfordshire, England",51.7561128,-1.1551229,"Anthidium manicatum",15.6489421746397,1.17984501231362,16.59739957393,22.5986572089602
"IGproject0408","Anthidium","manicatum","male",1897,7,NA,"England","Oxfordshire","Oxford","Shotover",4.513,3.982,11.366,3.582,"Megachilidae","cavity nester","OUMNH",NA,"Shotover, Oxford, Oxfordshire, England",51.7561128,-1.1551229,"Anthidium manicatum",15.6489421746397,1.17984501231362,16.59739957393,22.5986572089602
"IGproject0409","Anthidium","manicatum","male",1897,7,NA,"England","Oxfordshire","Oxford","Shotover",4.218,3.736,10.535,3.326,"Megachilidae","cavity nester","OUMNH",NA,"Shotover, Oxford, Oxfordshire, England",51.7561128,-1.1551229,"Anthidium manicatum",15.6489421746397,1.17984501231362,16.59739957393,22.5986572089602
"IGproject0410","Anthidium","manicatum","male",1905,7,15,"England","Oxfordshire","Oxford","Lye Valley",4.245,3.824,10.413,3.333,"Megachilidae","cavity nester","OUMNH",NA,"Lye Valley, Oxford, Oxfordshire, England",51.7455776,-1.2056501,"Anthidium manicatum",15.1243981449428,2.05592500224747,17.2390982787438,22.9284215066351
"IGproject0411","Anthidium","manicatum","male",1905,7,15,"England","Oxfordshire","Oxford","Lye Valley",3.885,3.257,9.226,2.798,"Megachilidae","cavity nester","OUMNH",NA,"Lye Valley, Oxford, Oxfordshire, England",51.7455776,-1.2056501,"Anthidium manicatum",15.1243981449428,2.05592500224747,17.2390982787438,22.9284215066351
"IGproject0412","Anthidium","manicatum","male",1897,7,NA,"England","Oxfordshire","Oxford","Shotover",4.566,3.949,11.608,3.947,"Megachilidae","cavity nester","OUMNH",NA,"Shotover, Oxford, Oxfordshire, England",51.7561128,-1.1551229,"Anthidium manicatum",15.6489421746397,1.17984501231362,16.59739957393,22.5986572089602
"IGproject0413","Anthidium","manicatum","female",1948,8,1,"England","Oxfordshire","Oxford","Hinksey",4.01,3.382,9.262,2.833,"Megachilidae","cavity nester","OUMNH",NA,"Hinksey, Oxford, Oxfordshire, England",51.7363525,-1.2575581,"Anthidium manicatum",17.1625015832209,1.66583374921906,18.7963233787449,25.7049225303313
"IGproject0414","Anthidium","manicatum","female",1929,5,22,"England","Devon","Bovey Tracey","",3.982,3.295,9.058,2.792,"Megachilidae","cavity nester","OUMNH",NA,"Bovey Tracey, Devon, England",50.6046632,-3.6856762,"Anthidium manicatum",14.8321550614397,1.57712211140209,16.1980274676589,21.1731979133284
"IGproject0415","Anthidium","manicatum","female",1914,6,20,"England","Surrey","Woking","",4.194,3.461,9.354,2.929,"Megachilidae","cavity nester","OUMNH",NA,"Woking, Surrey, England",51.3201891,-0.5564726,"Anthidium manicatum",15.0494935502833,0.557540180291504,15.6649367138378,20.8038829752595
"IGproject0416","Anthidium","manicatum","female",1914,6,20,"England","Surrey","Woking","",4.258,3.556,9.425,2.899,"Megachilidae","cavity nester","OUMNH",NA,"Woking, Surrey, England",51.3201891,-0.5564726,"Anthidium manicatum",15.0494935502833,0.557540180291504,15.6649367138378,20.8038829752595
"IGproject0417","Anthidium","manicatum","female",1899,6,27,"England","Oxfordshire","Oxford","OUMNH",3.983,3.345,8.858,2.846,"Megachilidae","cavity nester","OUMNH",NA,"OUMNH, Oxford, Oxfordshire, England",51.75883255,-1.255506952,"Anthidium manicatum",15.1018292526844,1.70085155884672,16.6509737556219,22.1358520867684
"IGproject0418","Anthidium","manicatum","female",1897,7,18,"England","Oxfordshire","Oxford","Shotover",3.988,3.459,8.974,2.797,"Megachilidae","cavity nester","OUMNH",NA,"Shotover, Oxford, Oxfordshire, England",51.7561128,-1.1551229,"Anthidium manicatum",15.6489421746397,1.17984501231362,16.59739957393,22.5986572089602
"IGproject0419","Anthidium","manicatum","female",1908,6,NA,"England","Kent","Chattenden","",4.092,3.385,8.712,2.71,"Megachilidae","cavity nester","OUMNH",NA,"Chattenden, Kent, England",51.2849241,0.5329214,"Anthidium manicatum",14.1602698279741,0.999630547070396,15.1354931639373,20.0318109313013
"IGproject0420","Anthidium","manicatum","female",1902,7,27,"England","Oxfordshire","Tubney","Tubney Wood",4.068,3.594,9.253,2.809,"Megachilidae","cavity nester","OUMNH",NA,"Tubney Wood, Tubney, Oxfordshire, England",51.6982536,-1.3620453,"Anthidium manicatum",15.6623914097683,1.86999997724229,17.5301370912805,23.2499023830176
"IGproject0421","Anthidium","manicatum","female",1984,6,30,"England","Greater London","Woolwich","Spray Street",3.507,2.868,7.295,2.22,"Megachilidae","cavity nester","OUMNH",NA,"Spray Street, Woolwich, Greater London, England",51.4904779,0.0697472,"Anthidium manicatum",18.1986160898163,2.49182313906267,20.5834464571732,26.4429785208813
"IGproject0422","Anthidium","manicatum","female",1897,7,18,"England","Oxfordshire","Oxford","Shotover",3.961,3.283,8.704,2.724,"Megachilidae","cavity nester","OUMNH",NA,"Shotover, Oxford, Oxfordshire, England",51.7561128,-1.1551229,"Anthidium manicatum",15.6489421746397,1.17984501231362,16.59739957393,22.5986572089602
"IGproject0423","Anthidium","manicatum","female",1897,6,22,"England","Berkshire","Sulhamstead","",4.203,3.552,9.162,2.847,"Megachilidae","cavity nester","OUMNH",NA,"Sulhamstead, Berkshire, England",51.4140897,-1.0929427,"Anthidium manicatum",15.8166438504617,1.16482149590966,16.8225633637431,22.865400061434
"IGproject0424","Anthidium","manicatum","male",1897,6,22,"England","Berkshire","Sulhamstead","",4.196,3.499,10.116,3.172,"Apidae","kleptoparasite","OUMNH",NA,"Sulhamstead, Berkshire, England",51.4140897,-1.0929427,"Anthidium manicatum",15.8166438504617,1.16482149590966,16.8225633637431,22.865400061434
"IGproject0425","Nomada","ruficornis","female",1918,4,NA,"England","Cumbria","Carlisle","",2.42,1.543,7.501,2.026,"Apidae","kleptoparasite","OUMNH",NA,"Carlisle, Cumbria, England",54.89388457,-2.93695408,"Nomada ruficornis",9.27136403423626,4.58641554915929,12.8761473507816,18.1741607531515
"IGproject0426","Nomada","ruficornis","female",1915,5,21,"England","Devon","Brixham","Churston Ferrers",2.772,1.823,8.434,2.369,"Apidae","kleptoparasite","OUMNH",NA,"Churston Ferrers, Brixham, Devon, England",50.3945707,-3.565572,"Nomada ruficornis",12.2090842776414,2.43388138236681,14.9124896089952,19.6507270811532
"IGproject0427","Nomada","ruficornis","female",1920,5,25,"England","West Yorkshire","Leeds","Meanwood",2.651,1.743,7.959,2.24,"Apidae","kleptoparasite","OUMNH",NA,"Meanwood, Leeds, West Yorkshire, England",53.8281685,-1.5682466,"Nomada ruficornis",10.798862449354,3.68708540297026,13.5121858937513,18.5465543342786
"IGproject0428","Nomada","ruficornis","female",1915,5,7,"England","Devon","Bovey Tracey","",2.812,1.929,8.587,2.415,"Apidae","kleptoparasite","OUMNH",NA,"Bovey Tracey, Devon, England",50.6046632,-3.6856762,"Nomada ruficornis",11.7063231307788,2.40288623704799,14.3868110131633,19.3007914169142
"IGproject0429","Nomada","ruficornis","female",1915,5,7,"England","Devon","Bovey Tracey","",2.835,1.884,8.565,2.265,"Apidae","kleptoparasite","OUMNH",NA,"Bovey Tracey, Devon, England",50.6046632,-3.6856762,"Nomada ruficornis",11.7063231307788,2.40288623704799,14.3868110131633,19.3007914169142
