"label_no","genus","species","sex","year","month","day","country","county","city_town_village","specific_location","HW_mm","intertegular_distance_mm","FW_length_mm","tibia_length_mm","family","ecology","Source","interocular_distance_mm","location_string","latitude","longitude","full_name","mean_preflight_temp","sd_preflight_temp","max_preflight_monthly_mean","max_preflight_temp"
"IGproject0720","Sphecodes","geoffrellus","male",1913,7,24,"England","Devon","Bovey Tracey","",1.495,1.057,4.083,1.015,"Halictidae","kleptoparasite","OUMNH",NA,"Bovey Tracey, Devon, England",50.6046632,-3.6856762,"Sphecodes geoffrellus",12.7597896218027,2.33569980622289,16.0430700341501,19.6426967798243
"IGproject0721","Sphecodes","geoffrellus","female",1914,7,24,"England","Devon","Bovey Tracey","",1.717,1.176,4.5,1.152,"Halictidae","kleptoparasite","OUMNH",NA,"Bovey Tracey, Devon, England",50.6046632,-3.6856762,"Sphecodes geoffrellus",12.9417189040007,3.30176913879864,16.2638332688715,20.7504956979362
"IGproject0722","Lasioglossum","fulvicorne","male",1927,9,NA,"England","Gloucestershire","Wotton-under-Edge","",1.688,1.191,5.193,1.215,"Halictidae","excavator","OUMNH",NA,"Wotton-under-Edge, Gloucestershire, England",51.6378241,-2.3547251,"Lasioglossum fulvicorne",13.1410456604517,3.62893758979509,16.8108770744091,21.3117869333514
"IGproject0723","Lasioglossum","fulvicorne","male",1907,9,NA,"England","Gloucestershire","Wotton-under-Edge","Alderley",1.714,1.238,5.2,1.242,"Halictidae","excavator","OUMNH",NA,"Alderley, Wotton-under-Edge, Gloucestershire, England",51.615194,-2.332701286,"Lasioglossum fulvicorne",12.5124376995006,4.051555813218,16.6894947468622,21.90039872069
"IGproject0724","Lasioglossum","fulvicorne","male",1907,9,NA,"England","Gloucestershire","Wotton-under-Edge","Alderley",1.719,1.23,5.047,1.21,"Halictidae","excavator","OUMNH",NA,"Alderley, Wotton-under-Edge, Gloucestershire, England",51.615194,-2.332701286,"Lasioglossum fulvicorne",12.5124376995006,4.051555813218,16.6894947468622,21.90039872069
"IGproject0725","Lasioglossum","fulvicorne","male",1920,8,NA,"England","Staffordshire","Peak Distict","Dovedale",1.846,1.342,5.511,1.325,"Halictidae","excavator","OUMNH",NA,"Dovedale, Peak Distict, Staffordshire, England",53.06663409,-1.783354532,"Lasioglossum fulvicorne",11.3557949803395,3.20680487009443,14.0045084410298,18.4270974222211
"IGproject0726","Lasioglossum","fulvicorne","male",1914,8,NA,"England","Gloucestershire","Wotton-under-Edge","",1.891,1.336,5.565,1.289,"Halictidae","excavator","OUMNH",NA,"Wotton-under-Edge, Gloucestershire, England",51.6378241,-2.3547251,"Lasioglossum fulvicorne",12.9263994084011,3.26885883218609,15.7138992405726,20.7023350185138
"IGproject0727","Lasioglossum","fulvicorne","male",1977,9,13,"England","Oxfordshire","Hook Norton","",1.743,1.245,5.233,1.235,"Halictidae","excavator","OUMNH",NA,"Hook Norton, Oxfordshire, England",51.9939848,-1.4822644,"Lasioglossum fulvicorne",13.7133919361056,4.6566465905145,17.6857858989192,24.4257721037428
"IGproject0728","Lasioglossum","fulvicorne","male",1977,9,13,"England","Oxfordshire","Hook Norton","",1.742,1.245,5.255,1.263,"Halictidae","excavator","OUMNH",NA,"Hook Norton, Oxfordshire, England",51.9939848,-1.4822644,"Lasioglossum fulvicorne",13.7133919361056,4.6566465905145,17.6857858989192,24.4257721037428
"IGproject0729","Lasioglossum","fulvicorne","male",1904,8,24,"England","Surrey","Reigate","",1.698,1.201,5.317,1.262,"Halictidae","excavator","OUMNH",NA,"Reigate, Surrey, England",51.2376557,-0.2057067,"Lasioglossum fulvicorne",11.9213400129091,3.67827480416732,15.4428137398013,20.4973481307944
"IGproject0730","Lasioglossum","fulvicorne","male",1904,8,24,"England","Surrey","Reigate","",1.709,1.154,5.046,1.157,"Halictidae","excavator","OUMNH",NA,"Reigate, Surrey, England",51.2376557,-0.2057067,"Lasioglossum fulvicorne",11.9213400129091,3.67827480416732,15.4428137398013,20.4973481307944
"IGproject0731","Lasioglossum","fulvicorne","male",1927,9,NA,"England","Gloucestershire","Wotton-under-Edge","",1.761,1.267,5.473,1.292,"Halictidae","excavator","OUMNH",NA,"Wotton-under-Edge, Gloucestershire, England",51.6378241,-2.3547251,"Lasioglossum fulvicorne",13.1410456604517,3.62893758979509,16.8108770744091,21.3117869333514
"IGproject0732","Lasioglossum","fulvicorne","male",1977,9,13,"England","Oxfordshire","Hook Norton","",1.635,1.124,4.766,1.187,"Halictidae","excavator","OUMNH",NA,"Hook Norton, Oxfordshire, England",51.9939848,-1.4822644,"Lasioglossum fulvicorne",13.7133919361056,4.6566465905145,17.6857858989192,24.4257721037428
"IGproject0733","Lasioglossum","fulvicorne","male",1977,9,13,"England","Oxfordshire","Hook Norton","",1.751,1.239,5.205,1.254,"Halictidae","excavator","OUMNH",NA,"Hook Norton, Oxfordshire, England",51.9939848,-1.4822644,"Lasioglossum fulvicorne",13.7133919361056,4.6566465905145,17.6857858989192,24.4257721037428
"IGproject0734","Lasioglossum","fulvicorne","male",1948,8,9,"England","Oxfordshire","Cumnor","",1.706,1.257,5.012,1.22,"Halictidae","excavator","OUMNH",NA,"Cumnor, Oxfordshire, England",51.7349255,-1.3331621,"Lasioglossum fulvicorne",14.9566543933654,4.03434478673065,19.1527419413982,25.9392995441588
"IGproject0735","Lasioglossum","fulvicorne","male",1914,9,NA,"England","Gloucestershire","Wotton-under-Edge","",1.768,1.316,5.421,1.246,"Halictidae","excavator","OUMNH",NA,"Wotton-under-Edge, Gloucestershire, England",51.6378241,-2.3547251,"Lasioglossum fulvicorne",12.9263994084011,3.26885883218609,15.7138992405726,20.7023350185138
"IGproject0736","Lasioglossum","fulvicorne","male",1948,8,9,"England","Oxfordshire","Cumnor","",1.733,1.274,5.319,1.301,"Halictidae","excavator","OUMNH",NA,"Cumnor, Oxfordshire, England",51.7349255,-1.3331621,"Lasioglossum fulvicorne",14.9566543933654,4.03434478673065,19.1527419413982,25.9392995441588
"IGproject0737","Lasioglossum","fulvicorne","female",1900,8,10,"England","Kent","Faversham","Huntingfield",1.784,1.299,5.334,1.452,"Halictidae","excavator","OUMNH",NA,"Huntingfield, Faversham, Kent, England",51.25792226,0.822018012,"Lasioglossum fulvicorne",13.5698986217311,4.62337189899852,18.0314068928201,23.4202621365523
"IGproject0738","Lasioglossum","fulvicorne","male",1998,8,18,"England","Somerset","Draycott","",1.852,1.265,5.309,1.287,"Halictidae","excavator","OUMNH",NA,"Draycott, Somerset, England",51.2556653,-2.7509388,"Lasioglossum fulvicorne",14.0385130004441,3.67832074774491,18.5727742233761,22.5872591187654
"IGproject0739","Lasioglossum","fulvicorne","female",1896,NA,NA,"England","Kent","Doddington","",1.763,1.2,5.305,1.39,"Halictidae","excavator","OUMNH",NA,"Doddington, Kent, England",51.2792113,0.7717749,"Lasioglossum fulvicorne",12.8629860610334,3.57726206559749,15.8838855953481,20.6401865066428
"IGproject0740","Lasioglossum","fulvicorne","female",1896,NA,NA,"England","Kent","Doddington","",1.931,1.392,5.662,1.463,"Halictidae","excavator","OUMNH",NA,"Doddington, Kent, England",51.2792113,0.7717749,"Lasioglossum fulvicorne",12.8629860610334,3.57726206559749,15.8838855953481,20.6401865066428
"IGproject0741","Lasioglossum","fulvicorne","male",1991,8,31,"England","Wiltshire","Wroughton","Clouts Wood",1.735,1.258,5.107,1.308,"Halictidae","excavator","OUMNH",NA,"Clouts Wood, Wroughton, Wiltshire, England",51.51489206,-1.804044057,"Lasioglossum fulvicorne",13.8321414468556,4.15533484952276,18.1396596499599,23.8498075849105
"IGproject0742","Lasioglossum","fulvicorne","female",1896,NA,NA,"England","Kent","Doddington","",1.758,1.288,5.258,1.421,"Halictidae","excavator","OUMNH",NA,"Doddington, Kent, England",51.2792113,0.7717749,"Lasioglossum fulvicorne",12.8629860610334,3.57726206559749,15.8838855953481,20.6401865066428
"IGproject0743","Lasioglossum","fulvicorne","female",1900,8,11,"England","Kent","Faversham","Huntingfield",1.649,1.161,4.843,1.331,"Halictidae","excavator","OUMNH",NA,"Huntingfield, Faversham, Kent, England",51.25792226,0.822018012,"Lasioglossum fulvicorne",13.5698986217311,4.62337189899852,18.0314068928201,23.4202621365523
"IGproject0744","Lasioglossum","fulvicorne","male",1933,7,25,"England","Warwickshie","Harbury","",1.909,1.364,5.708,1.369,"Halictidae","excavator","OUMNH",NA,"Harbury, Warwickshie, England",52.23694424,-1.457095592,"Lasioglossum fulvicorne",12.6097388067354,4.45755624424116,17.2565434139307,22.2452780665121
"IGproject0745","Lasioglossum","fulvicorne","female",1893,5,7,"England","Greater London","London","Purley",1.829,1.338,5.327,1.43,"Halictidae","excavator","OUMNH",NA,"Purley, London, Greater London, England",51.3388112,-0.1158589,"Lasioglossum fulvicorne",12.7100578643795,3.2568993542157,15.9613911685752,20.6225546337534
"IGproject0746","Lasioglossum","fulvicorne","female",1896,NA,NA,"England","Kent","Doddington","",1.706,1.226,5.126,1.342,"Halictidae","excavator","OUMNH",NA,"Doddington, Kent, England",51.2792113,0.7717749,"Lasioglossum fulvicorne",12.8629860610334,3.57726206559749,15.8838855953481,20.6401865066428
"IGproject0747","Lasioglossum","fulvicorne","female",1896,NA,NA,"England","Kent","Doddington","",1.651,1.161,4.78,1.294,"Halictidae","excavator","OUMNH",NA,"Doddington, Kent, England",51.2792113,0.7717749,"Lasioglossum fulvicorne",12.8629860610334,3.57726206559749,15.8838855953481,20.6401865066428
"IGproject0748","Lasioglossum","fulvicorne","female",1899,NA,NA,"England","Kent","Faversham","Huntingfield",1.707,1.135,5.051,1.358,"Halictidae","excavator","OUMNH",NA,"Huntingfield, Faversham, Kent, England",51.25792226,0.822018012,"Lasioglossum fulvicorne",12.810044728455,3.53245513953597,16.6539266018209,21.6764503734647
"IGproject0749","Lasioglossum","fulvicorne","female",1897,NA,NA,"England","Kent","Doddington","",1.924,1.425,5.663,1.515,"Halictidae","excavator","OUMNH",NA,"Doddington, Kent, England",51.2792113,0.7717749,"Lasioglossum fulvicorne",13.1778875065459,3.70055402814442,16.8509764768851,22.3732200698354
"IGproject0750","Lasioglossum","fulvicorne","female",1896,NA,NA,"England","Kent","Doddington","",1.881,1.429,5.403,1.422,"Halictidae","excavator","OUMNH",NA,"Doddington, Kent, England",51.2792113,0.7717749,"Lasioglossum fulvicorne",12.8629860610334,3.57726206559749,15.8838855953481,20.6401865066428
"IGproject0751","Lasioglossum","fulvicorne","female",1894,NA,NA,"England","Kent","Doddington","",1.732,1.207,4.993,1.388,"Halictidae","excavator","OUMNH",NA,"Doddington, Kent, England",51.2792113,0.7717749,"Lasioglossum fulvicorne",13.9933994850203,3.31373231009603,17.3940241847653,22.8616865398156
"IGproject0752","Lasioglossum","fulvicorne","female",1896,NA,NA,"England","Kent","Doddington","",1.819,1.318,5.446,1.4,"Halictidae","excavator","OUMNH",NA,"Doddington, Kent, England",51.2792113,0.7717749,"Lasioglossum fulvicorne",12.8629860610334,3.57726206559749,15.8838855953481,20.6401865066428
"IGproject0753","Anthidium","manicatum","female",1966,6,28,"Wales","Gwynedd","Ynys Llanddwyn","",4.026,3.511,9.181,2.862,"Megachilidae","cavity nester","OUMNH",NA,"Ynys Llanddwyn, Gwynedd, Wales",53.14000714,-4.409892831,"Anthidium manicatum",14.06878932138,0.736105347513246,14.8959142003152,17.9509157071757
"IGproject0754","Anthidium","manicatum","male",1977,NA,NA,"England","Oxfordshire","Oxford","30 Cope Close",4.643,3.948,12.059,3.829,"Megachilidae","cavity nester","OUMNH",NA,"30 Cope Close, Oxford, Oxfordshire, England",51.74787238,-1.298262636,"Anthidium manicatum",18.4161729250414,0.786320679842471,19.3153327457055,25.6731871345893
"IGproject0755","Anthidium","manicatum","male",1976,NA,NA,"England","Oxfordshire","Oxford","30 Cope Close",4.503,3.836,11.256,3.721,"Megachilidae","cavity nester","OUMNH",NA,"30 Cope Close, Oxford, Oxfordshire, England",51.74787238,-1.298262636,"Anthidium manicatum",17.5343114690155,2.1361005225593,19.2501995709447,24.8795864143194
"IGproject0756","Anthidium","manicatum","male",1976,NA,NA,"England","Oxfordshire","Oxford","30 Cope Close",4.257,3.636,10.569,3.384,"Megachilidae","cavity nester","OUMNH",NA,"30 Cope Close, Oxford, Oxfordshire, England",51.74787238,-1.298262636,"Anthidium manicatum",17.5343114690155,2.1361005225593,19.2501995709447,24.8795864143194
"IGproject0757","Anthidium","manicatum","male",1976,NA,NA,"England","Oxfordshire","Oxford","30 Cope Close",4.469,3.81,11.012,3.721,"Megachilidae","cavity nester","OUMNH",NA,"30 Cope Close, Oxford, Oxfordshire, England",51.74787238,-1.298262636,"Anthidium manicatum",17.5343114690155,2.1361005225593,19.2501995709447,24.8795864143194
"IGproject0758","Anthidium","manicatum","male",1976,NA,NA,"England","Oxfordshire","Oxford","30 Cope Close",4.534,4.036,11.778,3.868,"Megachilidae","cavity nester","OUMNH",NA,"30 Cope Close, Oxford, Oxfordshire, England",51.74787238,-1.298262636,"Anthidium manicatum",17.5343114690155,2.1361005225593,19.2501995709447,24.8795864143194
"IGproject0759","Anthidium","manicatum","female",2014,7,27,"England","Surrey","Dorking","Juniper Hall",4.139,3.434,9.104,2.895,"Megachilidae","cavity nester","OUMNH",NA,"Juniper Hall, Dorking, Surrey, England",51.2615107,-0.3208984,"Anthidium manicatum",16.4095883586215,2.53647358925158,18.5197420053559,25.4406753246367
"IGproject0760","Anthidium","manicatum","male",1926,7,12,"England","Surrey","Woking","",4.339,3.709,10.39,3.412,"Megachilidae","cavity nester","OUMNH",NA,"Woking, Surrey, England",51.3201891,-0.5564726,"Anthidium manicatum",16.3097957943777,0.995303634082063,17.4551554784179,22.9436777469967
"IGproject0761","Anthidium","manicatum","male",1976,NA,NA,"England","Oxfordshire","Oxford","30 Cope Close",4.356,3.661,10.97,3.652,"Megachilidae","cavity nester","OUMNH",NA,"30 Cope Close, Oxford, Oxfordshire, England",51.74787238,-1.298262636,"Anthidium manicatum",17.5343114690155,2.1361005225593,19.2501995709447,24.8795864143194
"IGproject0762","Anthidium","manicatum","male",1976,NA,NA,"England","Oxfordshire","Oxford","30 Cope Close",4.315,3.695,10.672,3.404,"Megachilidae","cavity nester","OUMNH",NA,"30 Cope Close, Oxford, Oxfordshire, England",51.74787238,-1.298262636,"Anthidium manicatum",17.5343114690155,2.1361005225593,19.2501995709447,24.8795864143194
"IGproject0763","Anthidium","manicatum","male",1976,NA,NA,"England","Oxfordshire","Oxford","30 Cope Close",4.305,3.817,11.136,3.572,"Megachilidae","cavity nester","OUMNH",NA,"30 Cope Close, Oxford, Oxfordshire, England",51.74787238,-1.298262636,"Anthidium manicatum",17.5343114690155,2.1361005225593,19.2501995709447,24.8795864143194
"IGproject0764","Anthidium","manicatum","male",1977,NA,NA,"England","Oxfordshire","Oxford","30 Cope Close",4.336,3.701,10.843,3.534,"Megachilidae","cavity nester","OUMNH",NA,"30 Cope Close, Oxford, Oxfordshire, England",51.74787238,-1.298262636,"Anthidium manicatum",18.4161729250414,0.786320679842471,19.3153327457055,25.6731871345893
"IGproject0765","Anthidium","manicatum","male",1977,NA,NA,"England","Oxfordshire","Oxford","30 Cope Close",3.766,3.089,8.713,2.852,"Megachilidae","cavity nester","OUMNH",NA,"30 Cope Close, Oxford, Oxfordshire, England",51.74787238,-1.298262636,"Anthidium manicatum",18.4161729250414,0.786320679842471,19.3153327457055,25.6731871345893
"IGproject0766","Anthidium","manicatum","male",1976,NA,NA,"England","Oxfordshire","Oxford","30 Cope Close",3.621,2.992,8.444,2.624,"Megachilidae","cavity nester","OUMNH",NA,"30 Cope Close, Oxford, Oxfordshire, England",51.74787238,-1.298262636,"Anthidium manicatum",17.5343114690155,2.1361005225593,19.2501995709447,24.8795864143194
"IGproject0767","Anthidium","manicatum","male",1976,NA,NA,"England","Oxfordshire","Oxford","30 Cope Close",3.811,3.178,8.804,2.742,"Megachilidae","cavity nester","OUMNH",NA,"30 Cope Close, Oxford, Oxfordshire, England",51.74787238,-1.298262636,"Anthidium manicatum",17.5343114690155,2.1361005225593,19.2501995709447,24.8795864143194
"IGproject0768","Anthidium","manicatum","male",1976,NA,NA,"England","Oxfordshire","Oxford","30 Cope Close",3.853,3.285,8.689,2.788,"Megachilidae","cavity nester","OUMNH",NA,"30 Cope Close, Oxford, Oxfordshire, England",51.74787238,-1.298262636,"Anthidium manicatum",17.5343114690155,2.1361005225593,19.2501995709447,24.8795864143194
"IGproject0769","Anthidium","manicatum","male",1976,NA,NA,"England","Oxfordshire","Oxford","30 Cope Close",3.99,3.396,9.086,2.917,"Megachilidae","cavity nester","OUMNH",NA,"30 Cope Close, Oxford, Oxfordshire, England",51.74787238,-1.298262636,"Anthidium manicatum",17.5343114690155,2.1361005225593,19.2501995709447,24.8795864143194
"IGproject0770","Anthidium","manicatum","male",1931,8,NA,"England","Warwickshie","Rugby","",4.674,3.881,11.579,3.864,"Megachilidae","cavity nester","OUMNH",NA,"Rugby, Warwickshie, England",52.3697958,-1.263870764,"Anthidium manicatum",15.3420097186903,0.227643337082909,15.600347568488,20.6895344564636
"IGproject0771","Anthidium","manicatum","male",1940,6,19,"England","Dorset","Weymouth","",3.645,3.103,8.284,2.485,"Megachilidae","cavity nester","OUMNH",NA,"Weymouth, Dorset, England",50.6096257,-2.4543424,"Anthidium manicatum",15.4966693041876,1.03220333050627,16.6877984570738,20.0177003448768
"IGproject0772","Anthidium","manicatum","male",1939,7,30,"England","Northamptonshire","Oundle","Ashton Wold",4.553,3.838,11.689,3.692,"Megachilidae","cavity nester","OUMNH",NA,"Ashton Wold, Oundle, Northamptonshire, England",52.48037933,-0.410800547,"Anthidium manicatum",15.3703047612579,0.668491299514216,16.0887431697515,20.982327476014
"IGproject0773","Anthidium","manicatum","male",1946,7,28,"England","Dorset","Morden","",3.955,3.448,9.688,3.115,"Megachilidae","cavity nester","OUMNH",NA,"Morden, Dorset, England",50.7627893,-2.1325452,"Anthidium manicatum",15.5816695760322,1.17613898337087,16.2976364923332,21.3171784635899
"IGproject0774","Anthidium","manicatum","female",1927,8,14,"England","Dorset","Weymouth","",4.202,3.604,9.63,2.997,"Megachilidae","cavity nester","OUMNH",NA,"Weymouth, Dorset, England",50.6096257,-2.4543424,"Anthidium manicatum",16.1828687268703,1.79847881905004,17.2382601337341,20.7594417421812
"IGproject0775","Anthidium","manicatum","male",1927,8,14,"England","Dorset","Weymouth","",4.449,3.759,11,3.585,"Megachilidae","cavity nester","OUMNH",NA,"Weymouth, Dorset, England",50.6096257,-2.4543424,"Anthidium manicatum",16.1828687268703,1.79847881905004,17.2382601337341,20.7594417421812
"IGproject0776","Anthidium","manicatum","female",1927,8,14,"England","Dorset","Weymouth","",3.746,3.089,8.235,2.568,"Megachilidae","cavity nester","OUMNH",NA,"Weymouth, Dorset, England",50.6096257,-2.4543424,"Anthidium manicatum",16.1828687268703,1.79847881905004,17.2382601337341,20.7594417421812
"IGproject0777","Andrena","chrysosceles","female",1939,4,10,"England","Dorset","Dorchester","Yellowham Wood",1.815,1.179,4.871,1.486,"Andrenidae","excavator","OUMNH",NA,"Yellowham Wood, Dorchester, Dorset, England",50.74223361,-2.378909966,"Andrena chrysosceles",10.7441746233951,3.2287059902129,14.1791591766378,18.9066655123266
"IGproject0778","Andrena","chrysosceles","female",1947,8,22,"England","Devon","Dartmoor","Burrator Reservoir",2.108,1.439,5.694,1.62,"Andrenidae","excavator","OUMNH",NA,"Burrator Reservoir, Dartmoor, Devon, England",50.49923423,-4.040083663,"Andrena chrysosceles",10.1765322449817,1.29989589984965,11.5158555438899,15.1446679716393
"IGproject0779","Andrena","wilkella","male",1976,4,22,"England","Devon","Tavistock","Whitchurch Down",3.481,2.048,10.049,2.682,"Andrenidae","excavator","OUMNH",NA,"Whitchurch Down, Tavistock, Devon, England",50.5427342,-4.1150225,"Andrena wilkella",10.9754377053192,3.1920578639001,14.3830534856437,20.0165694136865
"IGproject0780","Andrena","wilkella","male",1978,4,27,"England","Devon","Buckland Monachorum","",3.05,1.696,9.012,2.366,"Andrenidae","excavator","OUMNH",NA,"Buckland Monachorum, Devon, England",50.4848244,-4.1221901,"Andrena wilkella",9.86896220149917,2.60706250433774,12.0722631881658,15.9190840635744
"IGproject0781","Andrena","wilkella","male",1953,4,26,"England","Devon","Yelverton","Five Oaks",2.574,1.514,6.527,1.92,"Andrenidae","excavator","OUMNH",NA,"Five Oaks, Yelverton, Devon, England",50.4934281,-4.085997565,"Andrena wilkella",11.5908677040144,2.45332204417021,13.4416583257664,18.0508898813523
"IGproject0782","Andrena","wilkella","male",1977,6,4,"England","Devon","Tavistock","Whitchurch Down",2.882,1.707,7.39,2.1,"Andrenidae","excavator","OUMNH",NA,"Whitchurch Down, Tavistock, Devon, England",50.5427342,-4.1150225,"Andrena wilkella",11.4825940431479,4.20238096581734,15.942668627509,20.9808212385521
"IGproject0783","Andrena","wilkella","male",1958,6,12,"England","Devon","Bickleigh","",2.823,1.619,6.969,1.972,"Andrenidae","excavator","OUMNH",NA,"Bickleigh, Devon, England",50.8427425,-3.502667,"Andrena wilkella",11.6908642210983,3.15739206242749,15.187872634817,21.1483705025743
"IGproject0784","Andrena","wilkella","male",1950,6,7,"England","Devon","Yelverton","Five Oaks",2.978,1.851,7.58,2.158,"Andrenidae","excavator","OUMNH",NA,"Five Oaks, Yelverton, Devon, England",50.4934281,-4.085997565,"Andrena wilkella",11.5138459428412,2.89822536655243,14.7521811123607,19.8024240289318
"IGproject0785","Andrena","wilkella","male",1977,6,4,"England","Devon","Tavistock","Whitchurch Down",2.918,1.948,7.331,2.06,"Andrenidae","excavator","OUMNH",NA,"Whitchurch Down, Tavistock, Devon, England",50.5427342,-4.1150225,"Andrena wilkella",11.4825940431479,4.20238096581734,15.942668627509,20.9808212385521
"IGproject0786","Andrena","wilkella","male",1977,6,4,"England","Devon","Tavistock","Whitchurch Down",3.375,2.2,8.496,2.35,"Andrenidae","excavator","OUMNH",NA,"Whitchurch Down, Tavistock, Devon, England",50.5427342,-4.1150225,"Andrena wilkella",11.4825940431479,4.20238096581734,15.942668627509,20.9808212385521
"IGproject0787","Megachile","centuncularis","male",1927,6,22,"England","Dorset","Weymouth","",3.494,2.71,7.67,2.166,"Megachilidae","cavity nester","OUMNH",NA,"Weymouth, Dorset, England",50.6096257,-2.4543424,"Megachile centuncularis",16.1828687268703,1.79847881905004,17.2382601337341,20.7594417421812
"IGproject0788","Megachile","centuncularis","female",1927,8,10,"England","Dorset","Weymouth","",3.827,3.38,8.751,2.312,"Megachilidae","cavity nester","OUMNH",NA,"Weymouth, Dorset, England",50.6096257,-2.4543424,"Megachile centuncularis",16.1828687268703,1.79847881905004,17.2382601337341,20.7594417421812
"IGproject0789","Megachile","centuncularis","female",1927,8,5,"England","Dorset","Weymouth","",3.857,3.291,8.883,2.426,"Megachilidae","cavity nester","OUMNH",NA,"Weymouth, Dorset, England",50.6096257,-2.4543424,"Megachile centuncularis",16.1828687268703,1.79847881905004,17.2382601337341,20.7594417421812
"IGproject0790","Megachile","centuncularis","male",1927,6,22,"England","Dorset","Weymouth","",3.601,2.761,8.363,2.242,"Megachilidae","cavity nester","OUMNH",NA,"Weymouth, Dorset, England",50.6096257,-2.4543424,"Megachile centuncularis",16.1828687268703,1.79847881905004,17.2382601337341,20.7594417421812
"IGproject0791","Megachile","centuncularis","male",1928,6,13,"England","Suffolk","Barton Mills","",3.439,2.674,7.825,2.12,"Megachilidae","cavity nester","OUMNH",NA,"Barton Mills, Suffolk, England",52.3335174,0.5200357,"Megachile centuncularis",15.2923616034073,1.74928474954854,16.6380856835204,21.0669539559573
"IGproject0792","Megachile","centuncularis","female",1927,8,27,"England","Dorset","Weymouth","",3.882,3.08,8.817,2.391,"Megachilidae","cavity nester","OUMNH",NA,"Weymouth, Dorset, England",50.6096257,-2.4543424,"Megachile centuncularis",16.1828687268703,1.79847881905004,17.2382601337341,20.7594417421812
"IGproject0793","Megachile","centuncularis","male",1957,6,22,"England","Devon","","Hartland Cliffs",3.201,2.378,7.132,1.95,"Megachilidae","cavity nester","OUMNH",NA,"Hartland Cliffs, Devon, England",51.00707424,-4.529508417,"Megachile centuncularis",13.9184173353847,1.05429590012211,14.948514829798,17.6367075500586
"IGproject0794","Megachile","centuncularis","male",1962,7,28,"England","Devon","Wembury","",3.588,2.691,8.059,2.272,"Megachilidae","cavity nester","OUMNH",NA,"Wembury, Devon, England",50.3287157,-4.0840935,"Megachile centuncularis",14.9422245456172,0.877939463080361,15.5014564220938,18.7764318568887
"IGproject0795","Megachile","centuncularis","female",1953,7,5,"England","Devon","Yelverton","Five Oaks",3.79,3.301,8.652,2.447,"Megachilidae","cavity nester","OUMNH",NA,"Five Oaks, Yelverton, Devon, England",50.4934281,-4.085997565,"Megachile centuncularis",14.8547925805109,1.25823524018465,15.8536687963381,19.9519371736119
"IGproject0796","Megachile","centuncularis","male",1927,7,3,"England","Dorset","Moreton","",3.284,2.419,7.393,2.092,"Megachilidae","cavity nester","OUMNH",NA,"Moreton, Dorset, England",50.7006001,-2.2916836,"Megachile centuncularis",15.6501629191646,1.8051284160753,16.8426417781975,21.4441242230282
"IGproject0797","Megachile","centuncularis","male",1969,6,24,"England","Devon","Wembury","",3.579,2.739,7.768,2.173,"Megachilidae","cavity nester","OUMNH",NA,"Wembury, Devon, England",50.3287157,-4.0840935,"Megachile centuncularis",15.0380046843982,0.949021800190912,16.0131321842073,18.9953782924633
"IGproject0798","Megachile","centuncularis","male",1957,6,22,"England","Devon","","Hartland Cliffs",3.258,2.484,7.596,2.04,"Megachilidae","cavity nester","OUMNH",NA,"Hartland Cliffs, Devon, England",51.00707424,-4.529508417,"Megachile centuncularis",13.9184173353847,1.05429590012211,14.948514829798,17.6367075500586
"IGproject0799","Megachile","centuncularis","male",1952,7,13,"England","Devon","Yelverton","",3.552,2.783,8.129,2.291,"Megachilidae","cavity nester","OUMNH",NA,"Yelverton, Devon, England",50.4929419,-4.0846742,"Megachile centuncularis",14.2380721339268,1.22263401404298,15.616731794384,20.2021501814418
"IGproject0800","Megachile","centuncularis","male",1968,7,5,"England","Devon","Braunton","Braunton Burrows",3.605,2.71,8.183,2.223,"Megachilidae","cavity nester","OUMNH",NA,"Braunton Burrows, Braunton, Devon, England",51.0930822,-4.2087025,"Megachile centuncularis",15.6172257839143,0.98098042713943,16.4463962875476,20.0584492526745
"IGproject0801","Megachile","centuncularis","male",1978,7,23,"England","Devon","Okehampton","Taw Green",3.421,2.634,7.785,2.28,"Megachilidae","cavity nester","OUMNH",NA,"Taw Green, Okehampton, Devon, England",50.75636386,-3.90926962,"Megachile centuncularis",14.1494766295452,1.87643194667455,15.4536843079963,19.4363265782712
"IGproject0802","Megachile","centuncularis","male",1962,7,28,"England","Devon","Wembury","",3.64,2.78,8.237,2.327,"Megachilidae","cavity nester","OUMNH",NA,"Wembury, Devon, England",50.3287157,-4.0840935,"Megachile centuncularis",14.9422245456172,0.877939463080361,15.5014564220938,18.7764318568887
"IGproject0803","Megachile","centuncularis","male",1927,6,22,"England","Dorset","Weymouth","",3.434,2.581,7.646,2.149,"Megachilidae","cavity nester","OUMNH",NA,"Weymouth, Dorset, England",50.6096257,-2.4543424,"Megachile centuncularis",16.1828687268703,1.79847881905004,17.2382601337341,20.7594417421812
"IGproject0804","Megachile","centuncularis","male",1974,7,9,"England","Devon","Wembury","",3.46,2.608,7.624,2.147,"Megachilidae","cavity nester","OUMNH",NA,"Wembury, Devon, England",50.3287157,-4.0840935,"Megachile centuncularis",15.2703618848931,1.1579131538545,16.5567161732625,19.636515145802
