"label_no","genus","species","sex","year","month","day","country","county","city_town_village","specific_location","HW_mm","intertegular_distance_mm","FW_length_mm","tibia_length_mm","family","ecology","Source","interocular_distance_mm","location_string","latitude","longitude","full_name","mean_preflight_temp","sd_preflight_temp","max_preflight_monthly_mean","max_preflight_temp"
"IGproject0393","Anthidium","manicatum","female",1904,7,NA,"England","Dorset","Lyme Regis","",4.251,3.596,9.597,3.077,"Megachilidae","cavity nester","OUMNH",NA,"Lyme Regis, Dorset, England",50.7252897,-2.934559,"Anthidium manicatum",14.1679493073694,1.30463356026486,15.2395292155061,19.7112190954345
"IGproject0394","Anthidium","manicatum","female",1905,7,20,"England","Dorset","Lyme Regis","",4.123,3.495,8.984,2.866,"Megachilidae","cavity nester","OUMNH",NA,"Lyme Regis, Dorset, England",50.7252897,-2.934559,"Anthidium manicatum",15.0707330310714,1.72195556678507,16.6678192838039,21.0904125765718
"IGproject0395","Anthidium","manicatum","female",1900,7,7,"Wales","Gwynedd","Criccieth","",4.136,3.532,9.245,2.781,"Megachilidae","cavity nester","OUMNH",NA,"Criccieth, Gwynedd, Wales",52.9206106,-4.2332414,"Anthidium manicatum",15.79016148428,1.17605653087247,17.0793994665542,21.6735937259728
"IGproject0396","Anthidium","manicatum","female",1914,6,24,"England","Devon","Paignton","",4.116,3.434,9.068,2.72,"Megachilidae","cavity nester","OUMNH",NA,"Paignton, Devon, England",50.4377018,-3.5632704,"Anthidium manicatum",15.5918286790248,1.53618095365922,16.9290872984056,20.8721208647931
"IGproject0397","Anthidium","manicatum","male",1919,8,NA,"England","Surrey","Guildford","",4.651,4.018,11.979,3.863,"Megachilidae","cavity nester","OUMNH",NA,"Guildford, Surrey, England",51.2356068,-0.5732063,"Anthidium manicatum",15.1663645121636,1.57283296294393,16.1884689725717,21.3272964612834
"IGproject0398","Anthidium","manicatum","male",1926,7,NA,"England","Devon","Newton Abbot","",3.825,3.24,8.764,2.892,"Megachilidae","cavity nester","OUMNH",NA,"Newton Abbot, Devon, England",50.5296441,-3.6112097,"Anthidium manicatum",16.4853112238391,0.293562701117292,16.8130874261733,21.6603234495984
"IGproject0399","Anthidium","manicatum","male",1898,7,NA,"Wales","Gwynedd","Criccieth","",4.537,3.9,11.407,3.609,"Megachilidae","cavity nester","OUMNH",NA,"Criccieth, Gwynedd, Wales",52.9206106,-4.2332414,"Anthidium manicatum",15.0701349601524,0.806145648993445,15.6476353548299,19.7124157224474
"IGproject0400","Anthidium","manicatum","male",1948,8,1,"England","Oxfordshire","Oxford","Hinksey",4.228,3.554,10.311,3.302,"Megachilidae","cavity nester","OUMNH",NA,"Hinksey, Oxford, Oxfordshire, England",51.7363525,-1.2575581,"Anthidium manicatum",17.7878408995067,1.65803747467357,19.3911844690795,26.0332669598258
"IGproject0401","Anthidium","manicatum","male",1900,7,NA,"England","Worcestershire","Kidderminster","Wyre Forest",4.247,3.659,10.322,3.106,"Megachilidae","cavity nester","OUMNH",NA,"Wyre Forest, Kidderminster, Worcestershire, England",52.396247,-2.2469773,"Anthidium manicatum",16.7750546650301,1.35913364208278,17.9355732061459,24.8169624531537
"IGproject0402","Anthidium","manicatum","male",1916,6,16,"England","Devon","Paignton","",4.599,3.844,11.377,3.679,"Megachilidae","cavity nester","OUMNH",NA,"Paignton, Devon, England",50.4377018,-3.5632704,"Anthidium manicatum",15.148059773527,1.10336446530871,16.3008260406094,20.1115115340775
"IGproject0403","Anthidium","manicatum","male",1914,7,10,"England","Devon","Bovey Tracey","",4.607,3.842,11.268,3.508,"Megachilidae","cavity nester","OUMNH",NA,"Bovey Tracey, Devon, England",50.6046632,-3.6856762,"Anthidium manicatum",15.0488750326549,1.47338372217271,16.2638332688715,20.7504956979362
"IGproject0404","Anthidium","manicatum","male",1902,NA,NA,"England","Hertfordshire","Berkhamsted","",4.396,3.995,11.201,3.593,"Megachilidae","cavity nester","OUMNH",NA,"Berkhamsted, Hertfordshire, England",51.7607271,-0.5652554,"Anthidium manicatum",15.779315543887,1.83474825239428,17.4989647718403,23.2476923716065
"IGproject0405","Anthidium","manicatum","male",1926,7,NA,"England","Devon","Newton Abbot","",4.185,3.691,10.746,3.451,"Megachilidae","cavity nester","OUMNH",NA,"Newton Abbot, Devon, England",50.5296441,-3.6112097,"Anthidium manicatum",16.4853112238391,0.293562701117292,16.8130874261733,21.6603234495984
"IGproject0406","Anthidium","manicatum","male",1910,7,11,"England","Oxfordshire","Oxford","Wykeham House (garden)",4.381,3.921,10.896,3.365,"Megachilidae","cavity nester","OUMNH",NA,"Wykeham House (garden), Oxford, Oxfordshire, England",51.76345691,-1.260193951,"Anthidium manicatum",14.7400193856469,2.11047102435151,16.3403893833242,21.2653812935332
"IGproject0407","Anthidium","manicatum","male",1897,7,NA,"England","Oxfordshire","Oxford","Shotover",4.431,3.732,11.177,3.342,"Megachilidae","cavity nester","OUMNH",NA,"Shotover, Oxford, Oxfordshire, England",51.7561128,-1.1551229,"Anthidium manicatum",15.8394567963677,1.18497070242327,16.7866910212914,22.5166610213675
"IGproject0408","Anthidium","manicatum","male",1897,7,NA,"England","Oxfordshire","Oxford","Shotover",4.513,3.982,11.366,3.582,"Megachilidae","cavity nester","OUMNH",NA,"Shotover, Oxford, Oxfordshire, England",51.7561128,-1.1551229,"Anthidium manicatum",15.8394567963677,1.18497070242327,16.7866910212914,22.5166610213675
"IGproject0409","Anthidium","manicatum","male",1897,7,NA,"England","Oxfordshire","Oxford","Shotover",4.218,3.736,10.535,3.326,"Megachilidae","cavity nester","OUMNH",NA,"Shotover, Oxford, Oxfordshire, England",51.7561128,-1.1551229,"Anthidium manicatum",15.8394567963677,1.18497070242327,16.7866910212914,22.5166610213675
"IGproject0410","Anthidium","manicatum","male",1905,7,15,"England","Oxfordshire","Oxford","Lye Valley",4.245,3.824,10.413,3.333,"Megachilidae","cavity nester","OUMNH",NA,"Lye Valley, Oxford, Oxfordshire, England",51.7455776,-1.2056501,"Anthidium manicatum",15.6308472654383,2.06917747037248,17.7819626440448,23.1410132307752
"IGproject0411","Anthidium","manicatum","male",1905,7,15,"England","Oxfordshire","Oxford","Lye Valley",3.885,3.257,9.226,2.798,"Megachilidae","cavity nester","OUMNH",NA,"Lye Valley, Oxford, Oxfordshire, England",51.7455776,-1.2056501,"Anthidium manicatum",15.6308472654383,2.06917747037248,17.7819626440448,23.1410132307752
"IGproject0412","Anthidium","manicatum","male",1897,7,NA,"England","Oxfordshire","Oxford","Shotover",4.566,3.949,11.608,3.947,"Megachilidae","cavity nester","OUMNH",NA,"Shotover, Oxford, Oxfordshire, England",51.7561128,-1.1551229,"Anthidium manicatum",15.8394567963677,1.18497070242327,16.7866910212914,22.5166610213675
"IGproject0413","Anthidium","manicatum","female",1948,8,1,"England","Oxfordshire","Oxford","Hinksey",4.01,3.382,9.262,2.833,"Megachilidae","cavity nester","OUMNH",NA,"Hinksey, Oxford, Oxfordshire, England",51.7363525,-1.2575581,"Anthidium manicatum",17.7878408995067,1.65803747467357,19.3911844690795,26.0332669598258
"IGproject0414","Anthidium","manicatum","female",1929,5,22,"England","Devon","Bovey Tracey","",3.982,3.295,9.058,2.792,"Megachilidae","cavity nester","OUMNH",NA,"Bovey Tracey, Devon, England",50.6046632,-3.6856762,"Anthidium manicatum",15.029939307045,1.65708981223599,16.5106085576855,21.5476289330056
"IGproject0415","Anthidium","manicatum","female",1914,6,20,"England","Surrey","Woking","",4.194,3.461,9.354,2.929,"Megachilidae","cavity nester","OUMNH",NA,"Woking, Surrey, England",51.3201891,-0.5564726,"Anthidium manicatum",15.2701418597301,0.511656223434381,15.8319886151671,21.0900792098506
"IGproject0416","Anthidium","manicatum","female",1914,6,20,"England","Surrey","Woking","",4.258,3.556,9.425,2.899,"Megachilidae","cavity nester","OUMNH",NA,"Woking, Surrey, England",51.3201891,-0.5564726,"Anthidium manicatum",15.2701418597301,0.511656223434381,15.8319886151671,21.0900792098506
"IGproject0417","Anthidium","manicatum","female",1899,6,27,"England","Oxfordshire","Oxford","OUMNH",3.983,3.345,8.858,2.846,"Megachilidae","cavity nester","OUMNH",NA,"OUMNH, Oxford, Oxfordshire, England",51.75883255,-1.255506952,"Anthidium manicatum",15.7666365472518,1.6734184093658,17.2754210184474,22.35773849167
"IGproject0418","Anthidium","manicatum","female",1897,7,18,"England","Oxfordshire","Oxford","Shotover",3.988,3.459,8.974,2.797,"Megachilidae","cavity nester","OUMNH",NA,"Shotover, Oxford, Oxfordshire, England",51.7561128,-1.1551229,"Anthidium manicatum",15.8394567963677,1.18497070242327,16.7866910212914,22.5166610213675
"IGproject0419","Anthidium","manicatum","female",1908,6,NA,"England","Kent","Chattenden","",4.092,3.385,8.712,2.71,"Megachilidae","cavity nester","OUMNH",NA,"Chattenden, Kent, England",51.2849241,0.5329214,"Anthidium manicatum",14.3098249909601,0.983906939642149,15.2796721241627,20.1654456697217
"IGproject0420","Anthidium","manicatum","female",1902,7,27,"England","Oxfordshire","Tubney","Tubney Wood",4.068,3.594,9.253,2.809,"Megachilidae","cavity nester","OUMNH",NA,"Tubney Wood, Tubney, Oxfordshire, England",51.6982536,-1.3620453,"Anthidium manicatum",16.0395407440339,1.89131195230089,17.9606344672309,23.6555808055138
"IGproject0421","Anthidium","manicatum","female",1984,6,30,"England","Greater London","Woolwich","Spray Street",3.507,2.868,7.295,2.22,"Megachilidae","cavity nester","OUMNH",NA,"Spray Street, Woolwich, Greater London, England",51.4904779,0.0697472,"Anthidium manicatum",18.7220883340562,2.48906380036549,21.083526311654,26.7919266931215
"IGproject0422","Anthidium","manicatum","female",1897,7,18,"England","Oxfordshire","Oxford","Shotover",3.961,3.283,8.704,2.724,"Megachilidae","cavity nester","OUMNH",NA,"Shotover, Oxford, Oxfordshire, England",51.7561128,-1.1551229,"Anthidium manicatum",15.8394567963677,1.18497070242327,16.7866910212914,22.5166610213675
"IGproject0423","Anthidium","manicatum","female",1897,6,22,"England","Berkshire","Sulhamstead","",4.203,3.552,9.162,2.847,"Megachilidae","cavity nester","OUMNH",NA,"Sulhamstead, Berkshire, England",51.4140897,-1.0929427,"Anthidium manicatum",15.9235950677762,1.16918063409784,16.9487430562065,22.9964729131865
"IGproject0424","Anthidium","manicatum","male",1897,6,22,"England","Berkshire","Sulhamstead","",4.196,3.499,10.116,3.172,"Megachilidae","cavity nester","OUMNH",NA,"Sulhamstead, Berkshire, England",51.4140897,-1.0929427,"Anthidium manicatum",15.9235950677762,1.16918063409784,16.9487430562065,22.9964729131865
"IGproject0426","Nomada","ruficornis","female",1915,5,21,"England","Devon","Brixham","Churston Ferrers",2.772,1.823,8.434,2.369,"Apidae","kleptoparasite","OUMNH",NA,"Churston Ferrers, Brixham, Devon, England",50.3945707,-3.565572,"Nomada ruficornis",12.4213745016455,2.46888396291283,15.1318580371774,19.4997297118098
"IGproject0427","Nomada","ruficornis","female",1920,5,25,"England","West Yorkshire","Leeds","Meanwood",2.651,1.743,7.959,2.24,"Apidae","kleptoparasite","OUMNH",NA,"Meanwood, Leeds, West Yorkshire, England",53.8281685,-1.5682466,"Nomada ruficornis",11.25051385197,3.73196862166509,13.9970943489243,18.8942854420048
"IGproject0428","Nomada","ruficornis","female",1915,5,7,"England","Devon","Bovey Tracey","",2.812,1.929,8.587,2.415,"Apidae","kleptoparasite","OUMNH",NA,"Bovey Tracey, Devon, England",50.6046632,-3.6856762,"Nomada ruficornis",11.9711514480262,2.3709582380273,14.610344185885,19.677054634392
"IGproject0429","Nomada","ruficornis","female",1915,5,7,"England","Devon","Bovey Tracey","",2.835,1.884,8.565,2.265,"Apidae","kleptoparasite","OUMNH",NA,"Bovey Tracey, Devon, England",50.6046632,-3.6856762,"Nomada ruficornis",11.9711514480262,2.3709582380273,14.610344185885,19.677054634392
"IGproject0430","Nomada","ruficornis","female",1915,5,24,"England","South Yorkshire","Sheffield","",2.76,1.817,8.428,2.21,"Apidae","kleptoparasite","OUMNH",NA,"Sheffield, South Yorkshire, England",53.3806626,-1.4702278,"Nomada ruficornis",11.6622647538437,2.5598850010364,14.5868841992227,19.5430858286866
"IGproject0431","Nomada","ruficornis","male",1975,5,3,"England","Devon","","South Devon - Buckland Down",2.344,1.54,7.277,1.959,"Apidae","kleptoparasite","OUMNH",NA,"South Devon - Buckland Down, Devon, England",50.54448152,-3.807963495,"Nomada ruficornis",10.0310713204084,2.649883984464,12.9035267605798,16.6758520400729
"IGproject0432","Nomada","ruficornis","female",1982,5,10,"England","Devon","Plymouth","Plym Bridge",2.758,1.831,8.377,2.286,"Apidae","kleptoparasite","OUMNH",NA,"Plym Bridge, Plymouth, Devon, England",50.40595042,-4.077171658,"Nomada ruficornis",11.0737430847229,2.40306596823407,13.4685710881231,16.8428285860686
"IGproject0433","Nomada","ruficornis","male",1978,5,7,"England","Devon","Tavistock","Whitchurch Down",2.777,1.83,8.507,2.412,"Apidae","kleptoparasite","OUMNH",NA,"Whitchurch Down, Tavistock, Devon, England",50.5427342,-4.1150225,"Nomada ruficornis",9.62887922009395,2.6192942494316,11.845610369774,15.8620812760647
"IGproject0434","Nomada","ruficornis","male",1982,5,10,"England","Devon","Plymouth","Plym Bridge",2.334,1.428,7.228,1.935,"Apidae","kleptoparasite","OUMNH",NA,"Plym Bridge, Plymouth, Devon, England",50.40595042,-4.077171658,"Nomada ruficornis",11.0737430847229,2.40306596823407,13.4685710881231,16.8428285860686
"IGproject0435","Nomada","ruficornis","male",1974,4,21,"England","Devon","Lifton","",2.772,1.964,8.722,2.311,"Apidae","kleptoparasite","OUMNH",NA,"Lifton, Devon, England",50.6429503,-4.2988119,"Nomada ruficornis",11.0053158544772,3.36318582073285,14.2194692200017,18.9033794188917
"IGproject0436","Nomada","ruficornis","male",1982,4,20,"England","Devon","Dartmoor","Burrator Reservoir",2.304,1.548,7.555,1.915,"Apidae","kleptoparasite","OUMNH",NA,"Burrator Reservoir, Dartmoor, Devon, England",50.49923423,-4.040083663,"Nomada ruficornis",9.81333721432697,2.42570005707869,12.2234256722836,15.6664912227172
"IGproject0437","Nomada","ruficornis","male",1975,5,6,"England","Devon","Tavistock","Whitchurch Down",2.291,1.47,7.229,1.933,"Apidae","kleptoparasite","OUMNH",NA,"Whitchurch Down, Tavistock, Devon, England",50.5427342,-4.1150225,"Nomada ruficornis",10.5344341617417,2.49612185931448,13.2410385922736,17.3477594315231
"IGproject0438","Nomada","ruficornis","male",1918,4,NA,"England","Oxfordshire","Oxford","",2.683,1.901,8.353,2.225,"Apidae","kleptoparasite","OUMNH",NA,"Oxford, Oxfordshire, England",51.7520131,-1.2578499,"Nomada ruficornis",11.9665351160863,5.36200801173658,16.1085156283383,21.4720522941889
"IGproject0439","Nomada","ruficornis","male",1901,4,25,"England","Oxfordshire","Oxford","University Parks",2.834,2.06,8.468,2.282,"Apidae","kleptoparasite","OUMNH",NA,"University Parks, Oxford, Oxfordshire, England",51.7623666,-1.2544132,"Nomada ruficornis",11.3851475880859,3.22396812561442,14.9225458651444,19.4667183370448
"IGproject0440","Nomada","ruficornis","male",1917,5,3,"England","Devon","Brixham","",2.393,1.543,7.445,1.973,"Apidae","kleptoparasite","OUMNH",NA,"Brixham, Devon, England",50.3952404,-3.514544,"Nomada ruficornis",10.7868739819161,1.73200490530103,11.8813237287629,15.2526477750335
"IGproject0441","Nomada","ruficornis","male",1918,4,NA,"England","Oxfordshire","Oxford","",2.66,1.747,8.188,2.237,"Apidae","kleptoparasite","OUMNH",NA,"Oxford, Oxfordshire, England",51.7520131,-1.2578499,"Nomada ruficornis",11.9665351160863,5.36200801173658,16.1085156283383,21.4720522941889
"IGproject0442","Nomada","ruficornis","male",1914,4,14,"England","Devon","Dartmoor","East Dartmoor",2.62,1.779,8.487,2.272,"Apidae","kleptoparasite","OUMNH",NA,"East Dartmoor, Dartmoor, Devon, England",50.486085,-3.9856305,"Nomada ruficornis",9.34884959786246,2.72337829958105,11.6569993100494,15.6476824978623
"IGproject0443","Nomada","ruficornis","male",1918,4,27,"England","Devon","Paignton","",2.575,1.66,7.685,2.032,"Apidae","kleptoparasite","OUMNH",NA,"Paignton, Devon, England",50.4377018,-3.5632704,"Nomada ruficornis",11.4511985842094,4.11085450921821,14.9443997879067,18.6496433021271
"IGproject0444","Nomada","ruficornis","female",1920,5,15,"England","West Yorkshire","Leeds","Roundhay",2.815,1.996,8.539,2.362,"Apidae","kleptoparasite","OUMNH",NA,"Roundhay, Leeds, West Yorkshire, England",53.8439954,-1.507852,"Nomada ruficornis",10.9915068119113,3.68729896420761,13.7282100678519,18.8280074136331
"IGproject0445","Nomada","ruficornis","male",1901,4,25,"England","Oxfordshire","Oxford","University Parks",2.58,1.779,8.063,2.056,"Apidae","kleptoparasite","OUMNH",NA,"University Parks, Oxford, Oxfordshire, England",51.7623666,-1.2544132,"Nomada ruficornis",11.3851475880859,3.22396812561442,14.9225458651444,19.4667183370448
"IGproject0446","Nomada","ruficornis","male",1935,4,28,"England","Dorset","Swanage","South Haven Point",2.642,1.824,7.939,2.146,"Apidae","kleptoparasite","OUMNH",NA,"South Haven Point, Swanage, Dorset, England",50.6787269,-1.94390688,"Nomada ruficornis",12.1702335954246,3.50351960579213,15.6491949076929,20.3447038331465
"IGproject0447","Nomada","ruficornis","female",1984,6,8,"England","Devon","Tavistock","Whitchurch Down",2.752,1.88,8.652,2.247,"Apidae","kleptoparasite","OUMNH",NA,"Whitchurch Down, Tavistock, Devon, England",50.5427342,-4.1150225,"Nomada ruficornis",10.0837013211096,3.68585944415256,13.9509133208653,18.3372277323206
"IGproject0448","Nomada","ruficornis","male",1901,7,14,"Wales","Gwynedd","Criccieth","",2.652,1.778,8.218,2.13,"Apidae","kleptoparasite","OUMNH",NA,"Criccieth, Gwynedd, Wales",52.9206106,-4.2332414,"Nomada ruficornis",10.7490385337802,2.737999288977,13.804707195817,17.500301620291
"IGproject0449","Nomada","ruficornis","female",1989,5,19,"England","Wiltshire","Swindon","Coate Water Country Park",2.788,1.898,8.464,2.269,"Apidae","kleptoparasite","OUMNH",NA,"Coate Water Country Park, Swindon, Wiltshire, England",51.53925894,-1.74822582,"Nomada ruficornis",11.6854644597705,3.26605342427679,14.7097001561262,19.1923540960398
"IGproject0450","Nomada","ruficornis","female",1989,5,19,"England","Wiltshire","Swindon","Coate Water Country Park",2.752,1.843,8.603,2.294,"Apidae","kleptoparasite","OUMNH",NA,"Coate Water Country Park, Swindon, Wiltshire, England",51.53925894,-1.74822582,"Nomada ruficornis",11.6854644597705,3.26605342427679,14.7097001561262,19.1923540960398
"IGproject0451","Nomada","ruficornis","female",1976,4,21,"England","Devon","Lifton","",2.907,1.918,8.973,2.48,"Apidae","kleptoparasite","OUMNH",NA,"Lifton, Devon, England",50.6429503,-4.2988119,"Nomada ruficornis",11.2836725139662,3.13619143658766,14.6251778172421,20.2629129620325
"IGproject0452","Nomada","ruficornis","male",1983,5,4,"England","Devon","Dartmoor","Leather Tor",2.738,1.827,8.648,2.2,"Apidae","kleptoparasite","OUMNH",NA,"Leather Tor, Dartmoor, Devon, England",50.51314752,-4.028640519,"Nomada ruficornis",10.6003441408475,2.9466775641673,13.7391009564584,17.4828761690612
"IGproject0453","Nomada","ruficornis","female",1976,5,7,"England","Devon","Harford","",2.761,1.808,8.46,2.287,"Apidae","kleptoparasite","OUMNH",NA,"Harford, Devon, England",50.4188928,-3.9179257,"Nomada ruficornis",10.7265133431916,3.34371266832318,14.3166877218917,19.5287271851465
"IGproject0454","Nomada","ruficornis","male",1904,5,18,"England","Greater London","London","Hampstead",2.46,1.633,7.525,2.035,"Apidae","kleptoparasite","OUMNH",NA,"Hampstead, London, Greater London, England",51.55653,-0.1783011,"Nomada ruficornis",10.7880641288419,3.44878569240379,13.4158040528768,17.9956345752829
"IGproject0455","Nomada","ruficornis","male",1941,5,17,"England","Hampshire","Tadley","Pamber Forest",2.631,1.729,7.858,2.039,"Apidae","kleptoparasite","OUMNH",NA,"Pamber Forest, Tadley, Hampshire, England",51.3445805,-1.1172286,"Nomada ruficornis",12.682910885661,3.88192832927795,16.5523489450084,22.9395862918587
"IGproject0456","Nomada","ruficornis","female",1953,5,24,"England","Devon","Lustleigh","",2.641,1.789,8.026,2.235,"Apidae","kleptoparasite","OUMNH",NA,"Lustleigh, Devon, England",50.6228301,-3.7304463,"Nomada ruficornis",11.4861595462526,2.49393608420008,13.6047721814733,18.4087750480899
"IGproject0457","Nomada","ruficornis","male",1954,4,12,"England","Devon","Teignbridge","",2.718,1.805,8.442,2.224,"Apidae","kleptoparasite","OUMNH",NA,"Teignbridge, Devon, England",50.6125551,-3.6559493,"Nomada ruficornis",11.4793327394292,3.10583981726068,14.117947053591,18.6436620520275
"IGproject0458","Nomada","ruficornis","female",1921,5,27,"England","Hertfordshire","Tring","",2.626,1.774,8.229,2.299,"Apidae","kleptoparasite","OUMNH",NA,"Tring, Hertfordshire, England",51.7940357,-0.6609205,"Nomada ruficornis",11.4058869320111,3.05260310896445,14.1789997568804,19.3554642431101
"IGproject0459","Nomada","ruficornis","female",1902,5,19,"England","Hampshire","","New Forest",2.649,1.773,8.346,2.382,"Apidae","kleptoparasite","OUMNH",NA,"New Forest, Hampshire, England",50.8557268,-1.5956844,"Nomada ruficornis",11.6505079182258,2.81115115869285,14.3445441759808,19.9960139783418
"IGproject0460","Nomada","ruficornis","male",1917,5,3,"England","Surrey","Guildford","Merrow",2.373,1.573,7.071,1.939,"Apidae","kleptoparasite","OUMNH",NA,"Merrow, Guildford, Surrey, England",51.2443481,-0.5335147,"Nomada ruficornis",10.9509990125962,2.03571066177661,12.3735820343848,17.9438471039161
"IGproject0461","Nomada","ruficornis","male",1917,5,5,"England","Surrey","Tadworth","Box Hill",2.808,1.958,8.498,2.332,"Apidae","kleptoparasite","OUMNH",NA,"Box Hill, Tadworth, Surrey, England",51.2543699,-0.2776725,"Nomada ruficornis",10.2181088783374,1.9428021328434,11.6266529499993,17.4361381697539
"IGproject0463","Nomada","ruficornis","female",1945,3,25,"England","Devon","Lydford","",2.529,1.573,7.65,2.073,"Apidae","kleptoparasite","OUMNH",NA,"Lydford, Devon, England",50.6459989,-4.0827936,"Nomada ruficornis",10.5132191076876,1.84369388252319,12.4879482518308,16.5826082071099
"IGproject0464","Nomada","ruficornis","male",1925,5,15,"England","Devon","Brixham","",2.345,1.561,7.142,1.94,"Apidae","kleptoparasite","OUMNH",NA,"Brixham, Devon, England",50.3952404,-3.514544,"Nomada ruficornis",11.17903138926,2.96221283254272,14.0499297305049,17.0439967049037
"IGproject0465","Nomada","ruficornis","male",1915,4,14,"England","Devon","Dartmoor","East Dartmoor",2.723,1.9,8.303,2.291,"Apidae","kleptoparasite","OUMNH",NA,"East Dartmoor, Dartmoor, Devon, England",50.486085,-3.9856305,"Nomada ruficornis",10.3640185516397,2.32135718411916,12.9641544381713,17.7205497533958
"IGproject0466","Andrena","chrysosceles","female",1899,6,18,"England","East Sussex","Polegate","",2.805,1.673,7.764,2.116,"Andrenidae","excavator","OUMNH",NA,"Polegate, East Sussex, England",50.8276836,0.2446652,"Andrena chrysosceles",10.846487106787,2.70800046692705,13.5331891524418,17.7004579710374
"IGproject0467","Andrena","chrysosceles","male",1907,5,23,"England","Hampshire","","New Forest",2.969,1.832,8.182,2.32,"Andrenidae","excavator","OUMNH",NA,"New Forest, Hampshire, England",50.8557268,-1.5956844,"Andrena chrysosceles",10.8208727226404,3.18690068023834,13.9687036528398,19.7714042628667
"IGproject0468","Andrena","chrysosceles","female",1899,5,NA,"Wales","Monmouthshire","Raglan","",2.973,1.815,8.224,2.256,"Andrenidae","excavator","OUMNH",NA,"Raglan, Monmouthshire, Wales",51.7650543,-2.8540602,"Andrena chrysosceles",11.0092434559711,2.64310533630287,13.9005830008093,19.2830636173739
"IGproject0469","Andrena","chrysosceles","female",1913,5,23,"England","Dorset","Cerne Abbas","",2.853,1.782,7.849,2.203,"Andrenidae","excavator","OUMNH",NA,"Cerne Abbas, Dorset, England",50.8079558,-2.4793386,"Andrena chrysosceles",10.7876149617493,2.32022813353858,12.8464956023951,17.0779389705774
"IGproject0470","Andrena","chrysosceles","female",1914,4,NA,"England","Devon","Newton Abbot","",2.968,1.816,8.119,2.184,"Andrenidae","excavator","OUMNH",NA,"Newton Abbot, Devon, England",50.5296441,-3.6112097,"Andrena chrysosceles",11.5528227003755,2.71200463932559,13.9924722200624,18.3551444825427
"IGproject0471","Andrena","chrysosceles","female",1899,5,NA,"Wales","Monmouthshire","Raglan","",2.945,1.822,8.128,2.283,"Andrenidae","excavator","OUMNH",NA,"Raglan, Monmouthshire, Wales",51.7650543,-2.8540602,"Andrena chrysosceles",11.0092434559711,2.64310533630287,13.9005830008093,19.2830636173739
"IGproject0472","Andrena","chrysosceles","female",1899,6,5,"England","Cambridgeshire","Sawtry","Monks Wood",2.864,1.851,7.811,2.258,"Andrenidae","excavator","OUMNH",NA,"Monks Wood, Sawtry, Cambridgeshire, England",52.4055181,-0.2396955,"Andrena chrysosceles",11.01851567478,2.56801432418572,13.5700697901534,18.838294833043
"IGproject0473","Andrena","chrysosceles","male",1923,4,21,"England","Devon","Newton Abbot","Bradley Woods",2.54,1.541,6.724,1.777,"Andrenidae","excavator","OUMNH",NA,"Bradley Woods, Newton Abbot, Devon, England",50.525335,-3.627007989,"Andrena chrysosceles",11.6127901026764,4.02930002955783,14.8152788035532,19.2949585805288
"IGproject0474","Andrena","chrysosceles","male",1912,5,NA,"England","Hampshire","","New Forest",2.505,1.473,6.712,1.805,"Andrenidae","excavator","OUMNH",NA,"New Forest, Hampshire, England",50.8557268,-1.5956844,"Andrena chrysosceles",11.7990882631433,4.02728515025232,14.9822960516938,20.3686477675541
"IGproject0475","Andrena","chrysosceles","male",1912,5,NA,"England","Hampshire","","New Forest",2.481,1.461,6.566,1.755,"Andrenidae","excavator","OUMNH",NA,"New Forest, Hampshire, England",50.8557268,-1.5956844,"Andrena chrysosceles",11.7990882631433,4.02728515025232,14.9822960516938,20.3686477675541
"IGproject0476","Andrena","chrysosceles","female",1899,6,NA,"England","Cambridgeshire","Wicken","",2.785,1.736,7.62,2.152,"Andrenidae","excavator","OUMNH",NA,"Wicken, Cambridgeshire, England",52.3126328,0.2994755,"Andrena chrysosceles",11.3917338110757,2.71947178240315,13.6828060921563,18.8106719865428
"IGproject0477","Andrena","chrysosceles","female",1906,5,28,"Wales","Bridgend","Porthcawl","",2.824,1.72,7.786,2.26,"Andrenidae","excavator","OUMNH",NA,"Porthcawl, Bridgend, Wales",51.4795563,-3.7040704,"Andrena chrysosceles",11.8269300812605,3.27875058728416,15.3226134749998,18.6641526005163
"IGproject0478","Andrena","chrysosceles","female",1990,5,26,"England","Wiltshire","Wroughton","Clouts Wood",3.285,2.098,7.831,2.487,"Andrenidae","excavator","OUMNH",NA,"Clouts Wood, Wroughton, Wiltshire, England",51.51489206,-1.804044057,"Andrena chrysosceles",11.466926820665,4.41536434528185,14.6752525075847,20.3019971788621
"IGproject0479","Andrena","chrysosceles","male",1990,4,28,"England","Wiltshire","Swindon","Coate Water Country Park",2.658,1.447,6.921,1.928,"Andrenidae","excavator","OUMNH",NA,"Coate Water Country Park, Swindon, Wiltshire, England",51.53925894,-1.74822582,"Andrena chrysosceles",11.8824838685312,4.45121746326944,15.1470539988312,20.7665821758766
"IGproject0480","Andrena","chrysosceles","male",1990,3,31,"England","Wiltshire","Swindon","Coate Water Country Park",2.43,1.382,6.546,1.763,"Andrenidae","excavator","OUMNH",NA,"Coate Water Country Park, Swindon, Wiltshire, England",51.53925894,-1.74822582,"Andrena chrysosceles",11.8824838685312,4.45121746326944,15.1470539988312,20.7665821758766
