"label_no","genus","species","sex","year","month","day","country","county","city_town_village","specific_location","HW_mm","intertegular_distance_mm","FW_length_mm","tibia_length_mm","family","ecology","interocular_distance_mm","location_string","latitude","longitude"
"IGproject0221","Colletes","succintus","female",1913,8,13,"England","Devon","Bovey Tracey","",3.323,2.732,8.452,2.15,"Colletidae","excavator",NA,"Bovey Tracey, Devon, England",50.6046632,-3.6856762
"IGproject0222","Colletes","succintus","male",1899,7,NA,"Wales","Conwy","Abergele","",3.23,2.497,7.661,1.988,"Colletidae","excavator",NA,"Abergele, Conwy, Wales",53.2840692,-3.5810655
"IGproject0223","Colletes","succintus","male",1953,8,10,"England","Devon","Dawlish Warren","",3.071,2.311,7.295,1.9,"Colletidae","excavator",NA,"Dawlish Warren, Devon, England",50.5986475,-3.4437159
"IGproject0224","Colletes","succintus","female",1927,8,15,"England","Dorset","Warmwell","",3.308,2.608,8.184,2.137,"Colletidae","excavator",NA,"Warmwell, Dorset, England",50.6749172,-2.3553494
"IGproject0225","Colletes","succintus","male",1968,8,3,"England","Cornwall","Millook","",3.113,2.501,6.938,1.89,"Colletidae","excavator",NA,"Millook, Cornwall, England",50.7710435,-4.5756142
"IGproject0226","Colletes","succintus","female",1900,NA,NA,"England","Gloucestershire","Horsley","",3.256,2.543,8.071,2.109,"Colletidae","excavator",NA,"Horsley, Gloucestershire, England",51.6780946,-2.2329134
"IGproject0227","Colletes","succintus","female",1973,9,15,"Wales","Pembrokeshire","St David's","St David's Head",3.708,3.091,9.292,2.429,"Colletidae","excavator",NA,"St David's Head, St David's, Pembrokeshire, Wales",51.9030217,-5.3127212
"IGproject0228","Colletes","succintus","male",1927,8,15,"England","Dorset","Warmwell","Warmwell Heath",2.734,2.054,6.628,1.687,"Colletidae","excavator",NA,"Warmwell Heath, Warmwell, Dorset, England",50.68094,-2.35113
"IGproject0229","Colletes","succintus","male",1934,8,17,"England","Dorset","Swanage","South Haven Point",2.965,2.096,6.8,1.791,"Colletidae","excavator",NA,"South Haven Point, Swanage, Dorset, England",50.6787269,-1.94390688
"IGproject0230","Colletes","succintus","male",1934,8,17,"England","Dorset","Swanage","South Haven Point",3.024,2.284,7.074,1.933,"Colletidae","excavator",NA,"South Haven Point, Swanage, Dorset, England",50.6787269,-1.94390688
"IGproject0231","Colletes","succintus","male",1933,7,24,"England","Dorset","Swanage","South Haven, S. Boundary",3.086,2.342,7.233,1.901,"Colletidae","excavator",NA,"South Haven, S. Boundary, Swanage, Dorset, England",50.61205076,-1.957719924
"IGproject0232","Colletes","succintus","female",1875,8,NA,"Wales","Gwynedd","Barmouth","",3.501,2.924,8.631,2.166,"Colletidae","excavator",NA,"Barmouth, Gwynedd, Wales",52.7210389,-4.0535692
"IGproject0233","Colletes","succintus","male",1905,7,31,"Scotland","Narinshire","Nairn","",3.064,2.142,7.553,1.848,"Colletidae","excavator",NA,"Nairn, Narinshire, Scotland",57.58733776,-3.864928973
"IGproject0234","Colletes","succintus","female",1901,NA,NA,"England","Hampshire","Lyndhurst","",3.448,3.006,8.373,2.269,"Colletidae","excavator",NA,"Lyndhurst, Hampshire, England",50.8727657,-1.5748436
"IGproject0235","Colletes","succintus","female",1953,8,18,"England","Devon","Bovey Tracey","Bovey Heathfield",3.462,2.804,8.427,2.283,"Colletidae","excavator",NA,"Bovey Heathfield, Bovey Tracey, Devon, England",50.5778633,-3.6644648
"IGproject0236","Colletes","succintus","male",1905,8,4,"England","Hampshire","","New Forest",2.642,1.887,6.178,1.483,"Colletidae","excavator",NA,"New Forest, Hampshire, England",50.8557268,-1.5956844
"IGproject0237","Colletes","succintus","female",1915,9,3,"England","Devon","Bovey Tracey","",3.458,2.773,8.436,2.207,"Colletidae","excavator",NA,"Bovey Tracey, Devon, England",50.6046632,-3.6856762
"IGproject0238","Colletes","succintus","female",1892,9,NA,"Scotland","Moray","Forres","",3.279,2.638,8.31,2.289,"Colletidae","excavator",NA,"Forres, Moray, Scotland",57.609864,-3.613215
"IGproject0239","Colletes","succintus","male",1905,8,14,"England","Hampshire","","New Forest",2.952,2.232,7.011,1.798,"Colletidae","excavator",NA,"New Forest, Hampshire, England",50.8557268,-1.5956844
"IGproject0240","Colletes","succintus","male",1909,8,13,"England","Hampshire","","New Forest",2.74,2.11,6.235,1.608,"Colletidae","excavator",NA,"New Forest, Hampshire, England",50.8557268,-1.5956844
"IGproject0241","Sphecodes","geoffrellus","male",2011,7,30,"England","Oxfordshire","Oxford","Shotover",1.544,1.041,4.223,0.965,"Halictidae","kleptoparasite",NA,"Shotover, Oxford, Oxfordshire, England",51.7561128,-1.1551229
"IGproject0242","Sphecodes","geoffrellus","female",1955,8,1,"England","Oxfordshire","Abingdon","Cothill",1.545,1.123,4.219,1.053,"Halictidae","kleptoparasite",NA,"Cothill, Abingdon, Oxfordshire, England",51.69591033,-1.3292552
"IGproject0243","Sphecodes","geoffrellus","male",1989,7,3,"England","Wiltshire","Wroughton","Clouts Wood",1.694,1.146,4.543,1.126,"Halictidae","kleptoparasite",NA,"Clouts Wood, Wroughton, Wiltshire, England",51.51489206,-1.804044057
"IGproject0244","Sphecodes","geoffrellus","female",1960,7,20,"England","Devon","Dawlish","",1.677,1.059,4.487,1.126,"Halictidae","kleptoparasite",NA,"Dawlish, Devon, England",50.5797391,-3.468931
"IGproject0245","Sphecodes","geoffrellus","female",1990,8,29,"England","Wiltshire","Swindon","Coate Water Country Park",1.379,0.931,3.693,0.906,"Halictidae","kleptoparasite",NA,"Coate Water Country Park, Swindon, Wiltshire, England",51.53925894,-1.74822582
"IGproject0246","Sphecodes","geoffrellus","female",1901,7,NA,"England","Cornwall","Newquay","",1.438,0.919,3.889,1.009,"Halictidae","kleptoparasite",NA,"Newquay, Cornwall, England",50.4134414,-5.0848836
"IGproject0247","Sphecodes","geoffrellus","female",1905,7,23,"England","Hampshire","","New Forest",1.533,1.021,4.136,1.022,"Halictidae","kleptoparasite",NA,"New Forest, Hampshire, England",50.8557268,-1.5956844
"IGproject0248","Sphecodes","geoffrellus","male",1983,8,6,"England","Warwickshie","Coventry","Coombe",1.461,0.954,3.858,0.938,"Halictidae","kleptoparasite",NA,"Coombe, Coventry, Warwickshie, England",52.41011936,-1.407566014
"IGproject0249","Sphecodes","geoffrellus","male",1953,8,12,"England","Devon","Bovey Tracey","Bovey Heathfield",1.514,1.083,4.215,0.958,"Halictidae","kleptoparasite",NA,"Bovey Heathfield, Bovey Tracey, Devon, England",50.5778633,-3.6644648
"IGproject0250","Sphecodes","geoffrellus","female",1902,9,6,"England","Kent","Faversham","Huntingfield",1.667,1.014,4.534,1.114,"Halictidae","kleptoparasite",NA,"Huntingfield, Faversham, Kent, England",51.25792226,0.822018012
"IGproject0251","Andrena","chrysosceles","female",1915,6,15,"England","Devon","Brixham","",2.978,1.829,8.135,2.275,"Andrenidae","excavator",NA,"Brixham, Devon, England",50.3952404,-3.514544
"IGproject0252","Andrena","chrysosceles","male",1912,5,NA,"England","Hampshire","","New Forest",2.513,1.324,6.822,1.678,"Andrenidae","excavator",NA,"New Forest, Hampshire, England",50.8557268,-1.5956844
"IGproject0253","Andrena","chrysosceles","male",1898,6,2,"England","Buckinghamshire","Great Missenden","",2.61,1.531,7.013,1.859,"Andrenidae","excavator",NA,"Great Missenden, Buckinghamshire, England",51.7046508,-0.7086592
"IGproject0254","Andrena","chrysosceles","female",1902,8,NA,"England","Berkshire","Crowthorne","Wellington College",2.38,1.569,6.624,2.332,"Andrenidae","excavator",NA,"Wellington College, Crowthorne, Berkshire, England",51.3624135,-0.8080941
"IGproject0255","Andrena","chrysosceles","female",1949,5,14,"England","Devon","Woodbury","",2.94,1.864,8.134,2.284,"Andrenidae","excavator",NA,"Woodbury, Devon, England",50.6759768,-3.4061001
"IGproject0256","Andrena","chrysosceles","male",1949,4,18,"England","Oxfordshire","Chastleton","",2.484,1.515,6.265,1.686,"Andrenidae","excavator",NA,"Chastleton, Oxfordshire, England",51.9599665,-1.6409204
"IGproject0257","Andrena","chrysosceles","male",1916,4,29,"England","Devon","Newton Abbot","",2.403,1.411,6.552,1.764,"Andrenidae","excavator",NA,"Newton Abbot, Devon, England",50.5296441,-3.6112097
"IGproject0258","Andrena","chrysosceles","female",1913,6,10,"England","Dorset","Swanage","",2.817,1.778,7.545,2.191,"Andrenidae","excavator",NA,"Swanage, Dorset, England",50.6086976,-1.9571971
"IGproject0259","Andrena","chrysosceles","female",1913,5,17,"England","Devon","Bovey Tracey","",2.762,1.761,7.625,1.966,"Andrenidae","excavator",NA,"Bovey Tracey, Devon, England",50.6046632,-3.6856762
"IGproject0260","Andrena","chrysosceles","female",1915,5,20,"England","Gloucestershire","Wotton-under-Edge","",3.004,1.897,8.482,2.249,"Andrenidae","excavator",NA,"Wotton-under-Edge, Gloucestershire, England",51.6378241,-2.3547251
"IGproject0261","Andrena","chrysosceles","female",1977,6,22,"England","Hampshire","Odiham","",2.832,1.705,7.739,2.16,"Andrenidae","excavator",NA,"Odiham, Hampshire, England",51.2496285,-0.9346917
"IGproject0262","Andrena","chrysosceles","male",1929,5,3,"England","Greater London","Wimbledon","",2.513,1.41,6.672,1.729,"Andrenidae","excavator",NA,"Wimbledon, Greater London, England",51.4214787,-0.2064027
"IGproject0263","Andrena","chrysosceles","female",1929,6,12,"England","Oxfordshire","Oxford","Waterperry Wood",2.649,1.603,7.3,2.058,"Andrenidae","excavator",NA,"Waterperry Wood, Oxford, Oxfordshire, England",51.77601288,-1.127008027
"IGproject0264","Andrena","chrysosceles","male",1968,6,12,"England","Oxfordshire","Oxford","Waterperry Wood",2.337,1.31,6.071,1.632,"Andrenidae","excavator",NA,"Waterperry Wood, Oxford, Oxfordshire, England",51.77601288,-1.127008027
"IGproject0265","Andrena","chrysosceles","female",1978,5,7,"England","Oxfordshire","Oxford","Hinksey",2.931,1.817,7.893,2.268,"Andrenidae","excavator",NA,"Hinksey, Oxford, Oxfordshire, England",51.7363525,-1.2575581
"IGproject0266","Andrena","chrysosceles","male",1980,5,1,"England","Buckinghamshire","Gerrards Cross","",2.913,1.706,7.457,1.987,"Andrenidae","excavator",NA,"Gerrards Cross, Buckinghamshire, England",51.5878131,-0.5537126
"IGproject0267","Andrena","chrysosceles","male",1917,4,22,"England","Devon","Newton Abbot","",2.503,1.454,6.777,1.746,"Andrenidae","excavator",NA,"Newton Abbot, Devon, England",50.5296441,-3.6112097
"IGproject0268","Andrena","chrysosceles","male",1983,5,17,"England","Buckinghamshire","Hedgerley","",2.478,1.373,6.362,1.728,"Andrenidae","excavator",NA,"Hedgerley, Buckinghamshire, England",51.5763466,-0.6040853
"IGproject0269","Andrena","chrysosceles","female",1984,5,9,"England","Greater London","London","Devonshire Road",2.774,1.836,7.639,2.123,"Andrenidae","excavator",NA,"Devonshire Road, London, Greater London, England",51.500887,-0.3132598
"IGproject0270","Andrena","chrysosceles","female",1990,5,29,"England","Wiltshire","Swindon","Coate Water Country Park",3.044,1.945,8.306,2.321,"Andrenidae","excavator",NA,"Coate Water Country Park, Swindon, Wiltshire, England",51.53925894,-1.74822582
"IGproject0271","Andrena","chrysosceles","female",1907,6,22,"England","Hampshire","","New Forest",3.088,2.007,8.587,2.301,"Andrenidae","excavator",NA,"New Forest, Hampshire, England",50.8557268,-1.5956844
"IGproject0272","Andrena","chrysosceles","female",1904,5,22,"England","Hampshire","","New Forest",2.768,1.659,7.557,2.135,"Andrenidae","excavator",NA,"New Forest, Hampshire, England",50.8557268,-1.5956844
"IGproject0273","Andrena","chrysosceles","male",1906,5,19,"Wales","Bridgend","Porthcawl","",2.556,1.436,6.687,1.776,"Andrenidae","excavator",NA,"Porthcawl, Bridgend, Wales",51.4795563,-3.7040704
"IGproject0274","Andrena","chrysosceles","male",1935,5,3,"England","Cambridgeshire","Hardwick","Hardwick Wood",2.782,1.636,7.377,1.953,"Andrenidae","excavator",NA,"Hardwick Wood, Hardwick, Cambridgeshire, England",52.2002801,-0.0205034
"IGproject0275","Andrena","chrysosceles","male",1996,4,27,"England","Northamptonshire","Marston St Lawrence","",2.534,1.397,6.95,1.814,"Andrenidae","excavator",NA,"Marston St Lawrence, Northamptonshire, England",52.0766064,-1.2171139
"IGproject0276","Andrena","chrysosceles","male",1996,4,27,"England","Northamptonshire","Marston St Lawrence","",2.467,1.33,6.535,1.719,"Andrenidae","excavator",NA,"Marston St Lawrence, Northamptonshire, England",52.0766064,-1.2171139
"IGproject0277","Andrena","chrysosceles","female",1984,5,9,"England","Greater London","London","Devonshire Road",3.013,1.882,8.09,2.27,"Andrenidae","excavator",NA,"Devonshire Road, London, Greater London, England",51.500887,-0.3132598
"IGproject0278","Andrena","chrysosceles","male",1996,4,27,"England","Northamptonshire","Brackley","",2.681,1.46,7.05,1.948,"Andrenidae","excavator",NA,"Brackley, Northamptonshire, England",52.0278975,-1.1484657
"IGproject0279","Andrena","chrysosceles","female",1990,5,29,"England","Wiltshire","Swindon","Coate Water Country Park",3.097,1.952,8.394,2.26,"Andrenidae","excavator",NA,"Coate Water Country Park, Swindon, Wiltshire, England",51.53925894,-1.74822582
"IGproject0280","Andrena","chrysosceles","female",1990,5,11,"England","Oxfordshire","North Leigh","North Leigh Common",2.377,1.552,7.16,1.958,"Andrenidae","excavator",NA,"North Leigh Common, North Leigh, Oxfordshire, England",51.8203059,-1.4197065
"IGproject0281","Hylaeus","communis","female",1950,4,2,"England","Devon","Topsham","",1.701,1.333,4.966,1.054,"Colletidae","cavity nester",NA,"Topsham, Devon, England",50.6850732,-3.4658063
"IGproject0282","Hylaeus","communis","male",1948,7,17,"England","Dorset","Witchampton","",1.495,1.046,4.214,0.894,"Colletidae","cavity nester",NA,"Witchampton, Dorset, England",50.8579978,-2.0168718
"IGproject0283","Hylaeus","communis","female",1952,8,22,"England","Devon","Dawlish Warren","",1.538,1.116,4.121,0.933,"Colletidae","cavity nester",NA,"Dawlish Warren, Devon, England",50.5986475,-3.4437159
"IGproject0284","Hylaeus","communis","female",1949,7,9,"England","Devon","Exeter","",1.65,1.298,4.978,1.051,"Colletidae","cavity nester",NA,"Exeter, Devon, England",50.7256138,-3.5269209
"IGproject0285","Hylaeus","communis","male",1897,7,8,"England","Berkshire","Sulhamstead","",1.473,1.088,3.947,0.965,"Colletidae","cavity nester",NA,"Sulhamstead, Berkshire, England",51.4140897,-1.0929427
"IGproject0286","Hylaeus","communis","male",1904,7,NA,"England","Dorset","Lyme Regis","",1.758,1.44,4.82,1.046,"Colletidae","cavity nester",NA,"Lyme Regis, Dorset, England",50.7252897,-2.934559
"IGproject0287","Hylaeus","communis","female",1914,6,18,"England","Cambridgeshire","Wicken","",1.604,1.277,4.932,1.097,"Colletidae","cavity nester",NA,"Wicken, Cambridgeshire, England",52.3126328,0.2994755
"IGproject0288","Hylaeus","communis","male",1903,7,23,"England","Dorset","Lyme Regis","",1.423,0.99,3.996,0.809,"Colletidae","cavity nester",NA,"Lyme Regis, Dorset, England",50.7252897,-2.934559
"IGproject0289","Hylaeus","communis","male",1953,8,12,"England","Devon","Bovey Tracey","Bovey Heathfield",1.489,1.108,4.254,0.924,"Colletidae","cavity nester",NA,"Bovey Heathfield, Bovey Tracey, Devon, England",50.5778633,-3.6644648
"IGproject0290","Hylaeus","communis","male",1948,7,17,"England","Dorset","Witchampton","",1.561,1.221,4.356,0.984,"Colletidae","cavity nester",NA,"Witchampton, Dorset, England",50.8579978,-2.0168718
"IGproject0291","Hylaeus","communis","male",1976,6,26,"England","Devon","Yelverton","Five Oaks",1.566,1.202,4.384,0.928,"Colletidae","cavity nester",NA,"Five Oaks, Yelverton, Devon, England",50.4934281,-4.085997565
"IGproject0292","Hylaeus","communis","male",1977,8,11,"England","Devon","Hawkchurch","",1.444,1.083,4.091,0.9,"Colletidae","cavity nester",NA,"Hawkchurch, Devon, England",50.800438,-2.9354622
"IGproject0293","Hylaeus","communis","male",1982,7,5,"England","Devon","Tavistock","Whitchurch Down",1.519,1.158,4.406,0.979,"Colletidae","cavity nester",NA,"Whitchurch Down, Tavistock, Devon, England",50.5427342,-4.1150225
"IGproject0294","Hylaeus","communis","male",1963,6,22,"England","Dorset","Weymouth","",1.565,1.21,4.497,0.972,"Colletidae","cavity nester",NA,"Weymouth, Dorset, England",50.6096257,-2.4543424
"IGproject0295","Hylaeus","communis","male",1951,8,14,"England","Gloucestershire","Chipping Campden","",1.413,1.057,4.079,0.886,"Colletidae","cavity nester",NA,"Chipping Campden, Gloucestershire, England",52.0496652,-1.7813927
"IGproject0296","Hylaeus","communis","female",1974,6,NA,"England","Devon","Saunton","",1.609,1.219,4.725,1.021,"Colletidae","cavity nester",NA,"Saunton, Devon, England",51.1167185,-4.2093963
"IGproject0297","Hylaeus","communis","female",1977,7,30,"England","Devon","","South Devon - Buckland Down",1.649,1.263,4.679,1.03,"Colletidae","cavity nester",NA,"South Devon - Buckland Down, Devon, England",50.54448152,-3.807963495
"IGproject0298","Hylaeus","communis","male",1974,6,NA,"England","Devon","Saunton","",1.551,1.116,4.397,0.956,"Colletidae","cavity nester",NA,"Saunton, Devon, England",51.1167185,-4.2093963
"IGproject0299","Hylaeus","communis","female",1906,7,21,"England","Kent","Faversham","",1.584,1.263,4.714,0.948,"Colletidae","cavity nester",NA,"Faversham, Kent, England",51.3158434,0.8911283
"IGproject0300","Hylaeus","communis","female",1954,8,3,"England","Dorset","Warmwell","Warmwell Heath",1.708,1.315,5.013,1.076,"Colletidae","cavity nester",NA,"Warmwell Heath, Warmwell, Dorset, England",50.68094,-2.35113
"IGproject0301","Hylaeus","communis","female",1902,8,18,"England","Kent","Faversham","Huntingfield",1.544,1.202,4.572,0.97,"Colletidae","cavity nester",NA,"Huntingfield, Faversham, Kent, England",51.25792226,0.822018012
"IGproject0302","Hylaeus","communis","female",1953,8,12,"England","Devon","Bovey Tracey","Bovey Heathfield",1.76,1.368,5.11,1.104,"Colletidae","cavity nester",NA,"Bovey Heathfield, Bovey Tracey, Devon, England",50.5778633,-3.6644648
"IGproject0303","Hylaeus","communis","male",1909,7,12,"England","Hampshire","","New Forest",1.475,0.998,3.977,0.909,"Colletidae","cavity nester",NA,"New Forest, Hampshire, England",50.8557268,-1.5956844
"IGproject0304","Hylaeus","communis","female",1974,7,9,"England","Devon","Saunton","",1.482,1.124,4.484,0.923,"Colletidae","cavity nester",NA,"Saunton, Devon, England",51.1167185,-4.2093963
"IGproject0305","Hylaeus","communis","male",1902,8,18,"England","Kent","Faversham","Huntingfield",1.506,1.069,4.219,0.878,"Colletidae","cavity nester",NA,"Huntingfield, Faversham, Kent, England",51.25792226,0.822018012
"IGproject0306","Hylaeus","communis","female",1978,7,16,"England","Cornwall","North Petherwin","",1.676,1.301,4.879,1.021,"Colletidae","cavity nester",NA,"North Petherwin, Cornwall, England",50.6931922,-4.4613253
"IGproject0307","Hylaeus","communis","male",1986,7,15,"England","Kent","Higham","",1.437,1.11,4.096,0.903,"Colletidae","cavity nester",NA,"Higham, Kent, England",51.4310457,0.4709558
"IGproject0308","Hylaeus","communis","female",1909,7,15,"England","Hampshire","","New Forest",1.528,1.188,4.634,0.97,"Colletidae","cavity nester",NA,"New Forest, Hampshire, England",50.8557268,-1.5956844
"IGproject0309","Hylaeus","communis","female",1909,7,13,"England","Hampshire","","New Forest",1.681,1.33,5.002,1.047,"Colletidae","cavity nester",NA,"New Forest, Hampshire, England",50.8557268,-1.5956844
"IGproject0310","Hylaeus","communis","female",1903,7,23,"England","Dorset","Lyme Regis","",1.626,1.29,4.753,1.011,"Colletidae","cavity nester",NA,"Lyme Regis, Dorset, England",50.7252897,-2.934559
"IGproject0311","Nomada","flava","female",1947,5,11,"England","Devon","Sheepstor","",2.576,1.767,8.392,2.263,"Apidae","kleptoparasite",NA,"Sheepstor, Devon, England",50.4908765,-4.0318718
"IGproject0312","Nomada","flava","female",1949,5,1,"England","Devon","Sheepstor","",2.416,1.704,7.891,2.08,"Apidae","kleptoparasite",NA,"Sheepstor, Devon, England",50.4908765,-4.0318718
"IGproject0313","Nomada","flava","female",1915,5,17,"England","Gloucestershire","Wotton-under-Edge","",2.929,1.995,9.868,2.781,"Apidae","kleptoparasite",NA,"Wotton-under-Edge, Gloucestershire, England",51.6378241,-2.3547251
"IGproject0314","Nomada","flava","female",1980,5,13,"England","Devon","","Fernworthy Reservoir",2.56,1.829,8.387,2.348,"Apidae","kleptoparasite",NA,"Fernworthy Reservoir, Devon, England",50.6408514,-3.8883035
"IGproject0315","Nomada","flava","male",1977,5,24,"England","Devon","Newton Abbot","Holne Wood",2.246,1.444,7.386,2.008,"Apidae","kleptoparasite",NA,"Holne Wood, Newton Abbot, Devon, England",50.52062012,-3.836495937
"IGproject0316","Nomada","flava","male",1961,5,13,"England","Devon","Bovey Tracey","Bovey Heathfield",1.919,1.141,6.348,1.59,"Apidae","kleptoparasite",NA,"Bovey Heathfield, Bovey Tracey, Devon, England",50.5778633,-3.6644648
"IGproject0317","Nomada","flava","female",1916,5,NA,"England","Devon","Paignton","",2.73,1.873,9.219,2.565,"Apidae","kleptoparasite",NA,"Paignton, Devon, England",50.4377018,-3.5632704
"IGproject0318","Nomada","flava","female",1921,4,30,"England","Devon","Newton Abbot","",2.24,1.438,7.468,2.083,"Apidae","kleptoparasite",NA,"Newton Abbot, Devon, England",50.5296441,-3.6112097
"IGproject0319","Nomada","flava","female",1897,5,NA,"Wales","Monmouthshire","Raglan","",2.884,2.03,9.332,2.411,"Apidae","kleptoparasite",NA,"Raglan, Monmouthshire, Wales",51.7650543,-2.8540602
"IGproject0320","Nomada","flava","female",1982,4,15,"England","Devon","Clapham","Haldon Forest",2.536,1.872,8.508,2.35,"Apidae","kleptoparasite",NA,"Haldon Forest, Clapham, Devon, England",50.6703299,-3.565771
"IGproject0321","Nomada","flava","female",1946,5,4,"England","Devon","Plymouth","Dewerstone Forest, Near Shaugh Prior",2.399,1.631,7.924,2.32,"Apidae","kleptoparasite",NA,"Dewerstone Forest, Near Shaugh Prior, Plymouth, Devon, England",50.45504038,-4.059848681
"IGproject0322","Nomada","flava","male",1916,5,NA,"England","Devon","Paignton","",2.404,1.567,7.621,2.111,"Apidae","kleptoparasite",NA,"Paignton, Devon, England",50.4377018,-3.5632704
"IGproject0323","Nomada","flava","female",1955,5,22,"England","Devon","Torquay","Coast Path",2.82,1.986,9.609,2.728,"Apidae","kleptoparasite",NA,"Coast Path, Torquay, Devon, England",50.46942104,-3.493802538
"IGproject0324","Nomada","flava","male",1955,5,29,"England","Devon","Bovey Tracey","Bovey Heathfield",2.626,1.861,8.622,2.269,"Apidae","kleptoparasite",NA,"Bovey Heathfield, Bovey Tracey, Devon, England",50.5778633,-3.6644648
"IGproject0325","Nomada","flava","female",1950,5,6,"England","Devon","Exeter","Exwick",2.458,1.628,8.068,2.412,"Apidae","kleptoparasite",NA,"Exwick, Exeter, Devon, England",50.7321721,-3.5501132
"IGproject0326","Nomada","flava","female",1950,5,6,"England","Devon","Exeter","Exwick",2.289,1.407,7.209,1.881,"Apidae","kleptoparasite",NA,"Exwick, Exeter, Devon, England",50.7321721,-3.5501132
"IGproject0327","Nomada","flava","female",1952,5,10,"England","Devon","Newton Abbot","Bradley Woods",2.128,1.313,6.967,1.958,"Apidae","kleptoparasite",NA,"Bradley Woods, Newton Abbot, Devon, England",50.525335,-3.627007989
"IGproject0328","Nomada","flava","male",1992,5,24,"England","Wiltshire","Swindon","Coate Water Country Park",2.468,1.562,7.929,2.141,"Apidae","kleptoparasite",NA,"Coate Water Country Park, Swindon, Wiltshire, England",51.53925894,-1.74822582
"IGproject0329","Nomada","flava","female",1915,5,7,"England","Surrey","Cobham","",2.324,1.569,7.69,2.16,"Apidae","kleptoparasite",NA,"Cobham, Surrey, England",51.3300079,-0.4120821
"IGproject0330","Nomada","flava","female",1973,6,3,"England","Northamptonshire","","Salcey Forest",2.434,1.606,8.017,2.229,"Apidae","kleptoparasite",NA,"Salcey Forest, Northamptonshire, England",52.154843,-0.8391565
"IGproject0331","Nomada","flava","male",1948,5,10,"England","Devon","Barnstaple","",2.814,1.959,9.039,2.373,"Apidae","kleptoparasite",NA,"Barnstaple, Devon, England",51.0804057,-4.0600467
"IGproject0332","Nomada","flava","male",1949,5,7,"England","Devon","Chudleigh","",2.417,1.54,7.725,2.157,"Apidae","kleptoparasite",NA,"Chudleigh, Devon, England",50.6156543,-3.5869448
"IGproject0333","Nomada","flava","male",1950,5,6,"England","Devon","Exeter","Exwick",2.891,2.015,9.235,2.518,"Apidae","kleptoparasite",NA,"Exwick, Exeter, Devon, England",50.7321721,-3.5501132
"IGproject0334","Nomada","flava","female",1916,5,NA,"England","Devon","Paignton","",2.66,1.834,9.054,2.589,"Apidae","kleptoparasite",NA,"Paignton, Devon, England",50.4377018,-3.5632704
"IGproject0335","Nomada","flava","male",1972,5,14,"England","Devon","Lydford","High Down",2.667,1.955,8.611,2.353,"Apidae","kleptoparasite",NA,"High Down, Lydford, Devon, England",50.64381702,-4.112981204
"IGproject0336","Nomada","flava","male",1949,5,14,"England","Devon","Woodbury","",2.441,1.486,7.536,2.051,"Apidae","kleptoparasite",NA,"Woodbury, Devon, England",50.6759768,-3.4061001
"IGproject0337","Nomada","flava","male",1949,5,2,"England","Devon","Instow","",2.916,1.856,9.425,2.499,"Apidae","kleptoparasite",NA,"Instow, Devon, England",51.0564265,-4.1694841
"IGproject0338","Nomada","flava","male",1949,5,7,"England","Devon","Chudleigh","",2.845,1.982,9.186,2.531,"Apidae","kleptoparasite",NA,"Chudleigh, Devon, England",50.6156543,-3.5869448
"IGproject0339","Nomada","flava","male",1952,4,26,"England","Devon","Sheepstor","Gutter Tor",2.511,1.752,8.071,2.138,"Apidae","kleptoparasite",NA,"Gutter Tor, Sheepstor, Devon, England",50.4883193,-4.0047507
"IGproject0340","Nomada","flava","male",1921,4,26,"England","Devon","Newton Abbot","",2.775,1.749,8.878,2.321,"Apidae","kleptoparasite",NA,"Newton Abbot, Devon, England",50.5296441,-3.6112097
"IGproject0341","Andrena","wilkella","female",1910,6,18,"England","Devon","Budleigh Salterton","",3.384,2.245,7.848,2.548,"Andrenidae","excavator",NA,"Budleigh Salterton, Devon, England",50.6310504,-3.3299844
"IGproject0342","Andrena","wilkella","male",1910,6,14,"England","Devon","Budleigh Salterton","",2.896,1.828,7.377,2.006,"Andrenidae","excavator",NA,"Budleigh Salterton, Devon, England",50.6310504,-3.3299844
"IGproject0343","Andrena","wilkella","male",1922,5,14,"England","Devon","Newton Abbot","",3.001,2.005,7.557,2.041,"Andrenidae","excavator",NA,"Newton Abbot, Devon, England",50.5296441,-3.6112097
"IGproject0344","Andrena","wilkella","female",1907,5,9,"England","Surrey","Oxshott","",3.422,2.344,7.812,2.514,"Andrenidae","excavator",NA,"Oxshott, Surrey, England",51.3361004,-0.3625418
"IGproject0345","Andrena","wilkella","male",1900,5,28,"England","Berkshire","Newbury","",3.083,2.036,7.732,2.175,"Andrenidae","excavator",NA,"Newbury, Berkshire, England",51.4020243,-1.3242212
"IGproject0346","Andrena","wilkella","male",1898,6,2,"England","Buckinghamshire","Great Missenden","",2.95,1.847,7.546,2.091,"Andrenidae","excavator",NA,"Great Missenden, Buckinghamshire, England",51.7046508,-0.7086592
"IGproject0347","Andrena","wilkella","female",1915,5,24,"England","Devon","Brixham","",3.491,2.257,8.321,2.661,"Andrenidae","excavator",NA,"Brixham, Devon, England",50.3952404,-3.514544
"IGproject0348","Andrena","wilkella","female",1915,5,20,"England","Gloucestershire","Wotton-under-Edge","",3.621,2.375,8.266,2.769,"Andrenidae","excavator",NA,"Wotton-under-Edge, Gloucestershire, England",51.6378241,-2.3547251
