"label_no","genus","species","sex","year","month","day","country","county","city_town_village","specific_location","HW_mm","intertegular_distance_mm","FW_length_mm","tibia_length_mm","family","ecology","interocular_distance_mm","location_string","latitude","longitude"
"IGproject0476","Andrena","chrysosceles","female",1899,6,NA,"England","Cambridgeshire","Wicken","",2.785,1.736,7.62,2.152,"Andrenidae","excavator",NA,"Wicken, Cambridgeshire, England",52.3126328,0.2994755
"IGproject0477","Andrena","chrysosceles","female",1906,5,28,"Wales","Bridgend","Porthcawl","",2.824,1.72,7.786,2.26,"Andrenidae","excavator",NA,"Porthcawl, Bridgend, Wales",51.4795563,-3.7040704
"IGproject0478","Andrena","chrysosceles","female",1990,5,26,"England","Wiltshire","Wroughton","Clouts Wood",3.285,2.098,7.831,2.487,"Andrenidae","excavator",NA,"Clouts Wood, Wroughton, Wiltshire, England",51.51489206,-1.804044057
"IGproject0479","Andrena","chrysosceles","male",1990,4,28,"England","Wiltshire","Swindon","Coate Water Country Park",2.658,1.447,6.921,1.928,"Andrenidae","excavator",NA,"Coate Water Country Park, Swindon, Wiltshire, England",51.53925894,-1.74822582
"IGproject0480","Andrena","chrysosceles","male",1990,3,31,"England","Wiltshire","Swindon","Coate Water Country Park",2.43,1.382,6.546,1.763,"Andrenidae","excavator",NA,"Coate Water Country Park, Swindon, Wiltshire, England",51.53925894,-1.74822582
"IGproject0481","Andrena","chrysosceles","male",2004,5,19,"England","Surrey","Guildford","Pewley Down",2.461,1.366,6.81,1.78,"Andrenidae","excavator",NA,"Pewley Down, Guildford, Surrey, England",51.230904,-0.557229
"IGproject0482","Andrena","chrysosceles","male",2007,4,17,"England","Surrey","Godalming","Mare Hill",2.551,1.427,6.773,1.812,"Andrenidae","excavator",NA,"Mare Hill, Godalming, Surrey, England",51.15338723,-0.662571471
"IGproject0483","Andrena","chrysosceles","female",1981,6,29,"England","Oxfordshire","Wendlebury","",2.769,1.683,7.341,2.113,"Andrenidae","excavator",NA,"Wendlebury, Oxfordshire, England",51.872327,-1.186175
"IGproject0484","Andrena","chrysosceles","male",2003,4,5,"England","Oxfordshire","Oxford","Shotover",2.556,1.481,6.933,1.785,"Andrenidae","excavator",NA,"Shotover, Oxford, Oxfordshire, England",51.7561128,-1.1551229
"IGproject0485","Andrena","chrysosceles","female",2003,4,5,"England","Oxfordshire","Oxford","Shotover",2.799,1.782,7.554,2.198,"Andrenidae","excavator",NA,"Shotover, Oxford, Oxfordshire, England",51.7561128,-1.1551229
"IGproject0486","Andrena","chrysosceles","female",2007,6,6,"England","Surrey","Grayswood","Holmens Grove",2.906,1.873,8.188,2.111,"Andrenidae","excavator",NA,"Holmens Grove, Grayswood, Surrey, England",51.10405232,-0.691504886
"IGproject0487","Andrena","chrysosceles","female",2002,4,20,"England","Oxfordshire","Oxford","Shotover",2.964,1.861,8.011,2.318,"Andrenidae","excavator",NA,"Shotover, Oxford, Oxfordshire, England",51.7561128,-1.1551229
"IGproject0488","Andrena","chrysosceles","female",2005,6,21,"England","Surrey","Wrecclesham","",3.058,1.849,8.339,2.418,"Andrenidae","excavator",NA,"Wrecclesham, Surrey, England",51.1979493,-0.8159703
"IGproject0489","Andrena","chrysosceles","female",1926,6,13,"England","Greater London","London","South Norwood",2.972,1.775,8.065,2.255,"Andrenidae","excavator",NA,"South Norwood, London, Greater London, England",51.3980951,-0.0768216
"IGproject0490","Andrena","chrysosceles","male",1984,4,26,"England","Greater London","London","Lewisham",2.268,1.279,6.25,1.714,"Andrenidae","excavator",NA,"Lewisham, London, Greater London, England",51.4624292,-0.0101787
"IGproject0491","Andrena","chrysosceles","male",1984,5,9,"England","Greater London","London","Lewisham",2.476,1.442,6.648,1.744,"Andrenidae","excavator",NA,"Lewisham, London, Greater London, England",51.4624292,-0.0101787
"IGproject0492","Andrena","chrysosceles","male",1996,4,27,"England","Northamptonshire","Marston St Lawrence","",2.641,1.488,7.017,1.899,"Andrenidae","excavator",NA,"Marston St Lawrence, Northamptonshire, England",52.0766064,-1.2171139
"IGproject0493","Andrena","chrysosceles","male",1996,4,27,"England","Northamptonshire","Marston St Lawrence","",2.138,1.206,5.317,1.482,"Andrenidae","excavator",NA,"Marston St Lawrence, Northamptonshire, England",52.0766064,-1.2171139
"IGproject0494","Andrena","chrysosceles","male",1996,4,27,"England","Northamptonshire","Marston St Lawrence","",2.484,1.332,6.637,1.779,"Andrenidae","excavator",NA,"Marston St Lawrence, Northamptonshire, England",52.0766064,-1.2171139
"IGproject0495","Andrena","chrysosceles","male",1996,4,27,"England","Northamptonshire","Marston St Lawrence","",2.946,1.682,7.737,2.023,"Andrenidae","excavator",NA,"Marston St Lawrence, Northamptonshire, England",52.0766064,-1.2171139
"IGproject0496","Andrena","chrysosceles","male",1996,4,27,"England","Northamptonshire","Marston St Lawrence","",2.393,1.291,6.193,1.691,"Andrenidae","excavator",NA,"Marston St Lawrence, Northamptonshire, England",52.0766064,-1.2171139
"IGproject0497","Andrena","chrysosceles","male",1996,4,27,"England","Northamptonshire","Marston St Lawrence","",2.2,1.23,6.04,1.655,"Andrenidae","excavator",NA,"Marston St Lawrence, Northamptonshire, England",52.0766064,-1.2171139
"IGproject0498","Andrena","chrysosceles","male",1996,4,27,"England","Northamptonshire","Brackley","",2.412,1.336,6.623,1.738,"Andrenidae","excavator",NA,"Brackley, Northamptonshire, England",52.0278975,-1.1484657
"IGproject0499","Andrena","chrysosceles","male",1996,4,27,"England","Northamptonshire","Brackley","",2.467,1.475,6.675,1.781,"Andrenidae","excavator",NA,"Brackley, Northamptonshire, England",52.0278975,-1.1484657
"IGproject0500","Andrena","chrysosceles","male",1996,4,27,"England","Northamptonshire","Brackley","",2.38,1.364,6.569,1.716,"Andrenidae","excavator",NA,"Brackley, Northamptonshire, England",52.0278975,-1.1484657
"IGproject0501","Andrena","chrysosceles","female",1901,5,27,"England","Kent","Faversham","Huntingfield",2.515,1.497,7.319,1.927,"Andrenidae","excavator",NA,"Huntingfield, Faversham, Kent, England",51.25792226,0.822018012
"IGproject0502","Andrena","chrysosceles","female",1901,6,1,"England","Kent","Faversham","Huntingfield",2.591,1.593,7.399,2.05,"Andrenidae","excavator",NA,"Huntingfield, Faversham, Kent, England",51.25792226,0.822018012
"IGproject0503","Andrena","chrysosceles","female",1901,6,1,"England","Kent","Faversham","Huntingfield",2.844,1.702,7.953,2.15,"Andrenidae","excavator",NA,"Huntingfield, Faversham, Kent, England",51.25792226,0.822018012
"IGproject0504","Andrena","chrysosceles","female",1901,6,1,"England","Kent","Faversham","Huntingfield",2.526,1.546,7.354,2.027,"Andrenidae","excavator",NA,"Huntingfield, Faversham, Kent, England",51.25792226,0.822018012
"IGproject0505","Andrena","chrysosceles","female",1901,6,1,"England","Kent","Faversham","Huntingfield",2.701,1.718,7.545,2.164,"Andrenidae","excavator",NA,"Huntingfield, Faversham, Kent, England",51.25792226,0.822018012
"IGproject0506","Andrena","chrysosceles","female",1900,NA,NA,"England","Kent","Faversham","",2.859,1.772,7.867,2.213,"Andrenidae","excavator",NA,"Faversham, Kent, England",51.3158434,0.8911283
"IGproject0507","Andrena","chrysosceles","female",1900,3,8,"England","Kent","Faversham","Huntingfield",2.861,1.714,7.959,2.19,"Andrenidae","excavator",NA,"Huntingfield, Faversham, Kent, England",51.25792226,0.822018012
"IGproject0508","Andrena","chrysosceles","female",1897,NA,NA,"England","Hampshire","","New Forest",2.887,1.702,8.001,2.235,"Andrenidae","excavator",NA,"New Forest, Hampshire, England",50.8557268,-1.5956844
"IGproject0509","Andrena","chrysosceles","female",1893,NA,NA,"England","Hampshire","","New Forest",2.817,1.664,7.753,2.214,"Andrenidae","excavator",NA,"New Forest, Hampshire, England",50.8557268,-1.5956844
"IGproject0510","Andrena","chrysosceles","female",1901,5,6,"England","Kent","Faversham","",2.545,1.431,7.474,2.026,"Andrenidae","excavator",NA,"Faversham, Kent, England",51.3158434,0.8911283
"IGproject0511","Andrena","chrysosceles","female",1900,NA,NA,"England","Kent","Faversham","Huntingfield",2.888,1.692,7.808,2.28,"Andrenidae","excavator",NA,"Huntingfield, Faversham, Kent, England",51.25792226,0.822018012
"IGproject0512","Andrena","chrysosceles","female",1901,6,2,"England","Kent","Faversham","Huntingfield",2.852,1.671,7.713,2.133,"Andrenidae","excavator",NA,"Huntingfield, Faversham, Kent, England",51.25792226,0.822018012
"IGproject0513","Hylaeus","communis","female",1948,7,17,"England","Dorset","Witchampton","",1.69,1.35,5.013,1.048,"Colletidae","cavity nester",NA,"Witchampton, Dorset, England",50.8579978,-2.0168718
"IGproject0514","Hylaeus","communis","female",1952,8,22,"England","Devon","Dawlish Warren","",1.616,1.19,4.419,0.965,"Colletidae","cavity nester",NA,"Dawlish Warren, Devon, England",50.5986475,-3.4437159
"IGproject0515","Hylaeus","communis","female",1953,8,6,"England","Devon","Bovey Tracey","Chudleigh Knighton Heath",1.597,1.223,4.682,1.001,"Colletidae","cavity nester",NA,"Chudleigh Knighton Heath, Bovey Tracey, Devon, England",50.58100978,-3.64619059
"IGproject0516","Hylaeus","communis","female",1953,8,6,"England","Devon","Bovey Tracey","Chudleigh Knighton Heath",1.69,1.356,5.126,1.07,"Colletidae","cavity nester",NA,"Chudleigh Knighton Heath, Bovey Tracey, Devon, England",50.58100978,-3.64619059
"IGproject0517","Hylaeus","communis","female",1949,7,7,"England","Devon","Bideford","",1.696,1.32,5.272,1.133,"Colletidae","cavity nester",NA,"Bideford, Devon, England",51.0181448,-4.2064223
"IGproject0518","Hylaeus","communis","male",1949,6,18,"England","Devon","Ottery Saint Mary","",1.491,1.071,4.291,0.978,"Colletidae","cavity nester",NA,"Ottery Saint Mary, Devon, England",50.75134852,-3.280071864
"IGproject0519","Hylaeus","communis","male",1952,7,21,"England","Devon","Kenton","",1.598,1.202,4.529,1.015,"Colletidae","cavity nester",NA,"Kenton, Devon, England",50.6341028,-3.4920314
"IGproject0520","Hylaeus","communis","female",1962,8,18,"England","Dorset","Morden","",1.469,1.139,4.425,0.961,"Colletidae","cavity nester",NA,"Morden, Dorset, England",50.7627893,-2.1325452
"IGproject0521","Hylaeus","communis","female",1971,7,11,"England","Cornwall","Morwenstow","",1.525,1.145,4.51,0.955,"Colletidae","cavity nester",NA,"Morwenstow, Cornwall, England",50.9031662,-4.524249
"IGproject0522","Hylaeus","communis","male",1940,6,19,"England","Dorset","Weymouth","",1.402,0.998,4.054,0.907,"Colletidae","cavity nester",NA,"Weymouth, Dorset, England",50.6096257,-2.4543424
"IGproject0523","Hylaeus","communis","male",1928,6,13,"England","Dorset","Weymouth","Cranford Ave",1.409,1.044,4.241,0.927,"Colletidae","cavity nester",NA,"Cranford Ave, Weymouth, Dorset, England",50.6234113,-2.4511577
"IGproject0524","Hylaeus","communis","male",1970,6,21,"England","Oxfordshire","Oxford","Holywell Road",1.378,1.008,4.005,0.874,"Colletidae","cavity nester",NA,"Holywell Road, Oxford, Oxfordshire, England",51.7482606,-1.2781435
"IGproject0525","Hylaeus","communis","male",1968,6,23,"England","Devon","Paignton","",1.539,1.167,4.336,0.936,"Colletidae","cavity nester",NA,"Paignton, Devon, England",50.4377018,-3.5632704
"IGproject0526","Hylaeus","communis","female",1977,9,3,"England","Devon","Kelly","",1.661,1.26,4.765,1.03,"Colletidae","cavity nester",NA,"Kelly, Devon, England",50.6140691,-4.2571527
"IGproject0527","Hylaeus","communis","female",1981,8,2,"England","Devon","Chudleigh","",1.569,1.202,4.659,1.009,"Colletidae","cavity nester",NA,"Chudleigh, Devon, England",50.6156543,-3.5869448
"IGproject0528","Hylaeus","communis","male",1973,7,9,"England","Devon","Meavy","",1.462,1.122,4.317,0.905,"Colletidae","cavity nester",NA,"Meavy, Devon, England",50.4796082,-4.0590464
"IGproject0529","Hylaeus","communis","female",1962,7,23,"England","Devon","Wembury","",1.6,1.244,4.802,1.042,"Colletidae","cavity nester",NA,"Wembury, Devon, England",50.3287157,-4.0840935
"IGproject0530","Hylaeus","communis","male",1940,6,19,"England","Dorset","Weymouth","",1.358,0.948,3.764,0.857,"Colletidae","cavity nester",NA,"Weymouth, Dorset, England",50.6096257,-2.4543424
"IGproject0531","Hylaeus","communis","female",1937,7,25,"England","Dorset","Bexington","",1.666,1.263,5.008,1.046,"Colletidae","cavity nester",NA,"Bexington, Dorset, England",50.6802203,-2.6614154
"IGproject0532","Hylaeus","communis","female",1939,8,13,"England","Dorset","Morden","",1.537,1.221,4.673,1.036,"Colletidae","cavity nester",NA,"Morden, Dorset, England",50.7627893,-2.1325452
"IGproject0533","Hylaeus","communis","female",1935,8,9,"England","Devon","Braunton","Braunton Burrows",1.629,1.264,4.89,1.075,"Colletidae","cavity nester",NA,"Braunton Burrows, Braunton, Devon, England",51.0930822,-4.2087025
"IGproject0534","Hylaeus","communis","female",1935,7,16,"England","Devon","Plymouth","Elfordleigh",1.614,1.285,4.789,1.053,"Colletidae","cavity nester",NA,"Elfordleigh, Plymouth, Devon, England",50.4069908,-4.0491626
"IGproject0535","Hylaeus","communis","female",1938,8,12,"England","Dorset","Chamouth","Charmouth Cliffs",1.613,1.259,4.712,1.024,"Colletidae","cavity nester",NA,"Charmouth Cliffs, Chamouth, Dorset, England",50.7390555,-2.90104243
"IGproject0536","Hylaeus","communis","female",1935,7,16,"England","Devon","Plymouth","Elfordleigh",1.608,1.206,4.662,0.995,"Colletidae","cavity nester",NA,"Elfordleigh, Plymouth, Devon, England",50.4069908,-4.0491626
"IGproject0537","Hylaeus","communis","female",1935,8,9,"England","Devon","Braunton","Braunton Burrows",1.635,1.268,4.88,1.052,"Colletidae","cavity nester",NA,"Braunton Burrows, Braunton, Devon, England",51.0930822,-4.2087025
"IGproject0538","Hylaeus","communis","female",1935,8,9,"England","Devon","Braunton","Braunton Burrows",1.729,1.371,5.059,1.147,"Colletidae","cavity nester",NA,"Braunton Burrows, Braunton, Devon, England",51.0930822,-4.2087025
"IGproject0539","Hylaeus","communis","female",1939,7,23,"England","Dorset","Weymouth","Two Mile Coppice",1.525,1.131,4.403,0.986,"Colletidae","cavity nester",NA,"Two Mile Coppice, Weymouth, Dorset, England",50.6386572,-2.4610685
"IGproject0540","Hylaeus","communis","female",1988,8,6,"England","Wiltshire","Swindon","",1.528,1.164,4.532,0.973,"Colletidae","cavity nester",NA,"Swindon, Wiltshire, England",51.6057801,-1.841922
"IGproject0541","Hylaeus","communis","female",1984,6,24,"England","Kent","Farningham","Farningham Woods",1.471,1.114,4.332,0.961,"Colletidae","cavity nester",NA,"Farningham Woods, Farningham, Kent, England",51.3916478,0.2121137
"IGproject0542","Hylaeus","communis","female",1984,8,14,"England","Greater London","London","Lesnes Abbey Woods",1.716,1.423,5.057,1.146,"Colletidae","cavity nester",NA,"Lesnes Abbey Woods, London, Greater London, England",51.4859646,0.1341078
"IGproject0543","Nomada","goodeniana","male",1900,4,24,"England","Essex","Theydon Bois","",2.593,1.568,8.153,2.22,"Apidae","kleptoparasite",NA,"Theydon Bois, Essex, England",51.6717759,0.1033213
"IGproject0544","Nomada","goodeniana","male",1903,5,18,"Wales","Gwynedd","Criccieth","",2.673,1.673,8.172,2.262,"Apidae","kleptoparasite",NA,"Criccieth, Gwynedd, Wales",52.9206106,-4.2332414
"IGproject0545","Nomada","goodeniana","male",1900,5,6,"England","Essex","Theydon Bois","",2.441,1.559,7.665,2.143,"Apidae","kleptoparasite",NA,"Theydon Bois, Essex, England",51.6717759,0.1033213
"IGproject0546","Nomada","goodeniana","male",1903,7,20,"England","Dorset","Lyme Regis","",2.649,1.703,8.201,2.313,"Apidae","kleptoparasite",NA,"Lyme Regis, Dorset, England",50.7252897,-2.934559
"IGproject0547","Nomada","goodeniana","male",1950,5,12,"England","Devon","Woodbury","",2.492,1.535,7.668,2.279,"Apidae","kleptoparasite",NA,"Woodbury, Devon, England",50.6759768,-3.4061001
"IGproject0548","Nomada","goodeniana","female",1949,4,24,"England","Devon","Exeter","",3.108,2.085,9.593,2.786,"Apidae","kleptoparasite",NA,"Exeter, Devon, England",50.7256138,-3.5269209
"IGproject0549","Nomada","goodeniana","female",1953,5,8,"England","Devon","Chudleigh","",2.77,1.68,8.42,2.376,"Apidae","kleptoparasite",NA,"Chudleigh, Devon, England",50.6156543,-3.5869448
"IGproject0550","Nomada","goodeniana","male",1950,5,13,"England","Devon","Dartmoor","Mardon Down",2.734,1.679,8.362,2.315,"Apidae","kleptoparasite",NA,"Mardon Down, Dartmoor, Devon, England",50.67620946,-3.744863051
"IGproject0551","Nomada","goodeniana","male",1900,5,16,"England","Essex","Theydon Bois","",3.053,2.198,9.636,2.666,"Apidae","kleptoparasite",NA,"Theydon Bois, Essex, England",51.6717759,0.1033213
"IGproject0552","Nomada","goodeniana","male",1900,4,26,"England","East Sussex","Polegate","",2.664,1.73,8.214,2.253,"Apidae","kleptoparasite",NA,"Polegate, East Sussex, England",50.8276836,0.2446652
"IGproject0553","Nomada","goodeniana","female",1903,5,18,"Wales","Gwynedd","Criccieth","",3.094,1.948,9.252,2.564,"Apidae","kleptoparasite",NA,"Criccieth, Gwynedd, Wales",52.9206106,-4.2332414
"IGproject0554","Nomada","goodeniana","female",1898,5,22,"England","Surrey","Godstone","",3.206,2.12,9.706,2.772,"Apidae","kleptoparasite",NA,"Godstone, Surrey, England",51.221863,-0.0565382
"IGproject0555","Nomada","goodeniana","male",1900,5,16,"England","Essex","Theydon Bois","",3.019,1.966,9.067,2.565,"Apidae","kleptoparasite",NA,"Theydon Bois, Essex, England",51.6717759,0.1033213
"IGproject0556","Nomada","goodeniana","female",1961,4,5,"England","Bristol","Bristol","Westbury on Trym",3.075,2.069,9.262,2.76,"Apidae","kleptoparasite",NA,"Westbury on Trym, Bristol, Bristol, England",51.4936347,-2.6179454
"IGproject0557","Nomada","goodeniana","male",1911,5,13,"England","Oxfordshire","Enslow","",2.946,1.94,9.09,2.377,"Apidae","kleptoparasite",NA,"Enslow, Oxfordshire, England",51.860764,-1.303454
"IGproject0558","Nomada","goodeniana","female",1912,5,20,"England","Oxfordshire","Wolvercote","",3.075,2.123,9.55,2.82,"Apidae","kleptoparasite",NA,"Wolvercote, Oxfordshire, England",51.7849516,-1.2862119
"IGproject0559","Nomada","goodeniana","female",1922,8,17,"England","Oxfordshire","Tubney","",3.149,2.139,8.972,2.625,"Apidae","kleptoparasite",NA,"Tubney, Oxfordshire, England",51.6852443,-1.3699399
"IGproject0560","Nomada","goodeniana","male",1932,5,1,"England","Oxfordshire","Wolvercote","",2.8,1.818,9.078,2.385,"Apidae","kleptoparasite",NA,"Wolvercote, Oxfordshire, England",51.7849516,-1.2862119
"IGproject0561","Nomada","goodeniana","male",1930,5,4,"England","Oxfordshire","Yarnton","",2.544,1.648,8.045,2.074,"Apidae","kleptoparasite",NA,"Yarnton, Oxfordshire, England",51.8046148,-1.308937
"IGproject0562","Nomada","goodeniana","female",1926,5,21,"England","Oxfordshire","Yarnton","",2.905,1.957,9.046,2.686,"Apidae","kleptoparasite",NA,"Yarnton, Oxfordshire, England",51.8046148,-1.308937
"IGproject0563","Nomada","goodeniana","male",1922,8,14,"England","Oxfordshire","Tubney","",2.904,1.779,8.473,2.471,"Apidae","kleptoparasite",NA,"Tubney, Oxfordshire, England",51.6852443,-1.3699399
"IGproject0564","Nomada","goodeniana","female",1926,4,18,"England","Oxfordshire","Tubney","",2.656,1.686,8.078,2.26,"Apidae","kleptoparasite",NA,"Tubney, Oxfordshire, England",51.6852443,-1.3699399
"IGproject0565","Nomada","goodeniana","female",1927,5,25,"England","Oxfordshire","Yarnton","",2.856,1.927,9.057,2.686,"Apidae","kleptoparasite",NA,"Yarnton, Oxfordshire, England",51.8046148,-1.308937
"IGproject0566","Nomada","goodeniana","female",1936,6,8,"England","Oxfordshire","Oxford","Wytham",3.064,2.21,9.647,2.829,"Apidae","kleptoparasite",NA,"Wytham, Oxford, Oxfordshire, England",51.7535169,-1.2131856
"IGproject0567","Nomada","goodeniana","male",1930,5,4,"England","Oxfordshire","Yarnton","",3.017,2.067,9.268,2.383,"Apidae","kleptoparasite",NA,"Yarnton, Oxfordshire, England",51.8046148,-1.308937
"IGproject0568","Nomada","goodeniana","female",1910,5,22,"England","Oxfordshire","Enslow","",2.908,2.047,8.965,2.584,"Apidae","kleptoparasite",NA,"Enslow, Oxfordshire, England",51.860764,-1.303454
"IGproject0569","Nomada","goodeniana","female",1926,6,6,"England","Oxfordshire","Oxford","Waterperry Wood",2.776,1.909,8.539,2.513,"Apidae","kleptoparasite",NA,"Waterperry Wood, Oxford, Oxfordshire, England",51.77601288,-1.127008027
"IGproject0570","Nomada","goodeniana","male",1930,4,NA,"England","Oxfordshire","Yarnton","",2.94,2.095,9.329,2.567,"Apidae","kleptoparasite",NA,"Yarnton, Oxfordshire, England",51.8046148,-1.308937
"IGproject0571","Nomada","goodeniana","female",1926,4,18,"England","Oxfordshire","Tubney","",2.899,1.885,8.753,2.464,"Apidae","kleptoparasite",NA,"Tubney, Oxfordshire, England",51.6852443,-1.3699399
"IGproject0572","Nomada","goodeniana","female",1983,6,22,"England","Oxfordshire","Ardley","",3.105,2.089,9.685,2.8,"Apidae","kleptoparasite",NA,"Ardley, Oxfordshire, England",51.9428336,-1.2117153
"IGproject0573","Nomada","goodeniana","male",1997,5,13,"England","Kent","Westwood","",2.777,1.81,8.721,2.375,"Apidae","kleptoparasite",NA,"Westwood, Kent, England",51.3611657,1.3945309
"IGproject0574","Nomada","goodeniana","female",1949,5,29,"England","Devon","Exeter","",2.999,1.915,8.594,2.603,"Apidae","kleptoparasite",NA,"Exeter, Devon, England",50.7256138,-3.5269209
"IGproject0575","Nomada","goodeniana","male",1929,5,19,"England","Cambridgeshire","Wicken","",2.731,1.767,8.544,2.444,"Apidae","kleptoparasite",NA,"Wicken, Cambridgeshire, England",52.3126328,0.2994755
"IGproject0576","Nomada","goodeniana","male",1918,4,27,"England","Devon","Paignton","",2.505,1.609,7.672,2.194,"Apidae","kleptoparasite",NA,"Paignton, Devon, England",50.4377018,-3.5632704
"IGproject0577","Nomada","goodeniana","male",1918,4,NA,"England","Oxfordshire","Oxford","",2.839,2.063,8.945,2.549,"Apidae","kleptoparasite",NA,"Oxford, Oxfordshire, England",51.7520131,-1.2578499
"IGproject0578","Nomada","goodeniana","male",1914,4,4,"England","Devon","Dawlish Warren","",2.567,1.731,8.044,2.193,"Apidae","kleptoparasite",NA,"Dawlish Warren, Devon, England",50.5986475,-3.4437159
"IGproject0579","Nomada","goodeniana","male",1930,7,17,"England","Devon","Sidmouth","",2.665,1.906,7.941,2.235,"Apidae","kleptoparasite",NA,"Sidmouth, Devon, England",50.6790033,-3.237657
"IGproject0580","Nomada","goodeniana","male",1918,4,27,"England","Devon","Paignton","",2.464,1.553,7.69,2.123,"Apidae","kleptoparasite",NA,"Paignton, Devon, England",50.4377018,-3.5632704
"IGproject0581","Colletes","succintus","female",1927,8,15,"England","Dorset","Warmwell","Warmwell Heath",3.268,2.661,8.2,2.117,"Colletidae","excavator",NA,"Warmwell Heath, Warmwell, Dorset, England",50.68094,-2.35113
"IGproject0582","Colletes","succintus","male",1928,8,31,"England","Cornwall","The Lizard","",2.967,2.009,7.219,1.813,"Colletidae","excavator",NA,"The Lizard, Cornwall, England",49.9602035,-5.2021162
"IGproject0583","Colletes","succintus","male",1961,8,6,"Wales","Gwynedd","Criccieth","",3.106,2.516,7.483,1.942,"Colletidae","excavator",NA,"Criccieth, Gwynedd, Wales",52.9206106,-4.2332414
"IGproject0584","Colletes","succintus","male",1989,6,16,"England","Cornwall","","Holywell Beach",2.836,1.849,5.866,1.651,"Colletidae","excavator",NA,"Holywell Beach, Cornwall, England",50.3935678,-5.1460548
"IGproject0585","Colletes","succintus","male",1934,8,17,"England","Dorset","Swanage","South Haven Point",2.848,1.923,6.356,1.809,"Colletidae","excavator",NA,"South Haven Point, Swanage, Dorset, England",50.6787269,-1.94390688
"IGproject0586","Colletes","succintus","male",1971,8,20,"England","Devon","South Brent","Shipley Bridge",3.197,2.564,7.62,1.997,"Colletidae","excavator",NA,"Shipley Bridge, South Brent, Devon, England",50.4508303,-3.8593753
"IGproject0587","Colletes","succintus","female",1975,7,30,"England","Devon","Throwleigh","Shilstone Tor",3.491,2.804,8.744,2.288,"Colletidae","excavator",NA,"Shilstone Tor, Throwleigh, Devon, England",50.69539973,-3.900621165
"IGproject0588","Colletes","succintus","female",1972,9,20,"England","Devon","Belstone","",3.625,3.038,8.971,2.363,"Colletidae","excavator",NA,"Belstone, Devon, England",50.7251852,-3.9570494
"IGproject0589","Colletes","succintus","male",1934,8,17,"England","Dorset","Swanage","South Haven Point",3.393,2.556,7.866,2.062,"Colletidae","excavator",NA,"South Haven Point, Swanage, Dorset, England",50.6787269,-1.94390688
"IGproject0590","Colletes","succintus","female",1934,9,8,"England","Dorset","Swanage","South Haven Point",3.236,2.526,7.77,2.16,"Colletidae","excavator",NA,"South Haven Point, Swanage, Dorset, England",50.6787269,-1.94390688
"IGproject0591","Colletes","succintus","male",1907,8,28,"England","Dorset","Bournemouth","",3.139,2.401,7.593,2.023,"Colletidae","excavator",NA,"Bournemouth, Dorset, England",50.8346583,-2.1412149
"IGproject0592","Colletes","succintus","female",1914,8,10,"England","Devon","Bovey Tracey","",3.368,2.76,8.734,2.249,"Colletidae","excavator",NA,"Bovey Tracey, Devon, England",50.6046632,-3.6856762
"IGproject0593","Colletes","succintus","female",1919,8,NA,"England","Devon","Dartmoor","",3.492,2.814,8.67,2.29,"Colletidae","excavator",NA,"Dartmoor, Devon, England",50.5657349,-3.9009713
"IGproject0594","Colletes","succintus","female",1917,8,9,"England","Cumbria","Port Carlisle","",3.508,2.898,8.802,2.484,"Colletidae","excavator",NA,"Port Carlisle, Cumbria, England",54.94599961,-3.183912362
"IGproject0595","Colletes","succintus","male",1917,8,9,"England","Cumbria","Port Carlisle","",3.072,2.272,7.274,2.023,"Colletidae","excavator",NA,"Port Carlisle, Cumbria, England",54.94599961,-3.183912362
"IGproject0596","Colletes","succintus","male",1900,7,31,"England","Surrey","Oxshott","",2.892,2.143,6.829,1.746,"Colletidae","excavator",NA,"Oxshott, Surrey, England",51.3361004,-0.3625418
"IGproject0597","Colletes","succintus","female",1934,9,8,"England","Dorset","Swanage","South Haven Point",3.178,2.541,7.77,2.119,"Colletidae","excavator",NA,"South Haven Point, Swanage, Dorset, England",50.6787269,-1.94390688
"IGproject0598","Colletes","succintus","female",1914,8,10,"England","Devon","Bovey Tracey","",3.134,2.394,7.784,2.084,"Colletidae","excavator",NA,"Bovey Tracey, Devon, England",50.6046632,-3.6856762
"IGproject0599","Colletes","succintus","female",1939,8,15,"England","Devon","Meavy","",3.315,2.576,8.234,2.263,"Colletidae","excavator",NA,"Meavy, Devon, England",50.4796082,-4.0590464
"IGproject0600","Colletes","succintus","female",1968,9,2,"England","Devon","Mary Tavy","",3.412,2.729,8.275,2.318,"Colletidae","excavator",NA,"Mary Tavy, Devon, England",50.5995789,-4.1107209
"IGproject0601","Colletes","succintus","male",1937,8,2,"England","Dorset","Swanage","South Haven Point",3.095,2.345,7.06,1.966,"Colletidae","excavator",NA,"South Haven Point, Swanage, Dorset, England",50.6787269,-1.94390688
"IGproject0602","Colletes","succintus","male",1937,8,2,"England","Dorset","Swanage","South Haven Point",3.117,2.36,7.359,1.964,"Colletidae","excavator",NA,"South Haven Point, Swanage, Dorset, England",50.6787269,-1.94390688
"IGproject0603","Colletes","succintus","male",1981,8,11,"England","Devon","Dartmoor","Burrator Reservoir",2.954,2.337,6.644,1.806,"Colletidae","excavator",NA,"Burrator Reservoir, Dartmoor, Devon, England",50.49923423,-4.040083663
