label_no,genus,species,sex,year,month,day,country,county,city_town_village,specific_location,HW_mm,intertegular_distance_mm,FW_length_mm,tibia_length_mm,family,ecology,Source,interocular_distance_mm
IGproject0991,Nomada,flava,female,1947,5,1,England,Devon,Sheepstor,,2.517,1.734,8.097,2.259,Apidae,kleptoparasite,OUMNH,
IGproject0992,Nomada,flava,female,1947,5,1,England,Devon,Sheepstor,,2.438,1.663,8.08,2.315,Apidae,kleptoparasite,OUMNH,
IGproject0993,Nomada,flava,female,1947,5,11,England,Devon,Sheepstor,,2.358,1.628,7.71,2.274,Apidae,kleptoparasite,OUMNH,
IGproject0994,Nomada,flava,female,1947,5,1,England,Devon,Sheepstor,,2.517,1.703,8.122,2.372,Apidae,kleptoparasite,OUMNH,
IGproject0995,Nomada,flava,female,1947,5,11,England,Devon,Sheepstor,,2.452,1.69,8.006,2.332,Apidae,kleptoparasite,OUMNH,
IGproject0996,Nomada,flava,female,1947,5,11,England,Devon,Dewerstone,,2.477,1.708,8.242,2.309,Apidae,kleptoparasite,OUMNH,
IGproject0997,Nomada,flava,female,1946,5,4,England,Devon,Plymouth,"Dewerstone Forest, Near Shaugh Prior",2.192,1.428,7.067,2.11,Apidae,kleptoparasite,OUMNH,
IGproject0998,Nomada,flava,female,1947,5,11,England,Devon,Sheepstor,,2.402,1.684,8.11,2.33,Apidae,kleptoparasite,OUMNH,
IGproject0999,Nomada,flava,female,1947,5,11,England,Devon,Sheepstor,,2.5,1.733,8.285,2.444,Apidae,kleptoparasite,OUMNH,
IGproject1000,Nomada,flava,female,1947,5,11,England,Devon,Sheepstor,,2.149,1.405,7.08,1.972,Apidae,kleptoparasite,OUMNH,
IGproject1001,Nomada,flava,female,1943,5,43,England,Hampshire,,New Forest,2.069,1.35,6.699,1.974,Apidae,kleptoparasite,OUMNH,
IGproject1002,Nomada,flava,female,1947,5,11,England,Devon,Sheepstor,,2.056,1.277,6.701,1.946,Apidae,kleptoparasite,OUMNH,
IGproject1003,Nomada,flava,female,1979,5,14,England,Devon,Sheepstor,,2.531,1.755,8.368,2.342,Apidae,kleptoparasite,OUMNH,
IGproject1004,Nomada,flava,female,1943,5,16,England,Hampshire,Lyndhurst,,2.462,1.687,7.925,2.285,Apidae,kleptoparasite,OUMNH,
IGproject1005,Nomada,flava,female,1936,5,3,England,Devon,Dartmoor,Hexworthy,2.5,1.76,8.277,2.421,Apidae,kleptoparasite,OUMNH,
IGproject1006,Nomada,flava,female,1930,4,25,England,Devon,Plymouth,"Dewerstone Forest, Near Shaugh Prior",2.457,1.77,8.239,2.322,Apidae,kleptoparasite,OUMNH,
IGproject1007,Nomada,flava,female,1930,4,25,England,Devon,Plymouth,"Dewerstone Forest, Near Shaugh Prior",2.448,1.655,8.038,2.244,Apidae,kleptoparasite,OUMNH,
IGproject1008,Nomada,flava,female,1930,4,25,England,Devon,Plymouth,"Dewerstone Forest, Near Shaugh Prior",2.477,1.73,8.152,2.373,Apidae,kleptoparasite,OUMNH,
IGproject1009,Nomada,flava,female,1947,5,4,England,Devon,Plymouth,"Dewerstone Forest, Near Shaugh Prior",2.389,1.563,7.689,2.177,Apidae,kleptoparasite,OUMNH,
IGproject1010,Nomada,flava,female,1946,5,4,England,Devon,Plymouth,"Dewerstone Forest, Near Shaugh Prior",2.31,1.555,7.805,2.116,Apidae,kleptoparasite,OUMNH,
IGproject1011,Nomada,flava,male,1918,4,27,England,Devon,Paignton,,2.368,1.438,7.542,2.085,Apidae,kleptoparasite,OUMNH,
IGproject1012,Nomada,flava,male,1918,5,19,England,Devon,Paignton,,2.847,1.92,9.326,2.556,Apidae,kleptoparasite,OUMNH,
IGproject1013,Nomada,flava,male,1916,5,,England,Devon,Paignton,,2.37,1.49,7.554,2.094,Apidae,kleptoparasite,OUMNH,
IGproject1014,Nomada,flava,male,1915,6,3,England,Devon,Brixham,Churston Ferrers,2.892,2.001,9.355,2.522,Apidae,kleptoparasite,OUMNH,
IGproject1015,Nomada,flava,male,1916,5,,England,Devon,Paignton,,2.818,1.854,9.021,2.353,Apidae,kleptoparasite,OUMNH,
IGproject1016,Nomada,flava,male,1914,4,25,England,Devon,Chudleigh,Ugbrooke,2.376,1.448,7.726,2.137,Apidae,kleptoparasite,OUMNH,
IGproject1017,Nomada,flava,male,1897,5,,Wales,Monmouthshire,Raglan,,2.837,1.969,9.287,2.507,Apidae,kleptoparasite,OUMNH,
IGproject1018,Nomada,flava,male,1916,5,,England,Devon,Paignton,,2.034,1.201,6.312,1.754,Apidae,kleptoparasite,OUMNH,
IGproject1019,Nomada,flava,male,1914,4,25,England,Devon,Chudleigh,Ugbrooke,2.232,1.404,7.367,1.932,Apidae,kleptoparasite,OUMNH,
IGproject1020,Nomada,flava,male,1915,5,31,England,Devon,Newton Abbot,,2.757,1.87,9.134,2.495,Apidae,kleptoparasite,OUMNH,
IGproject1021,Nomada,flava,male,1918,5,19,England,Devon,Brixham,Churston Ferrers,2.709,1.814,8.921,2.37,Apidae,kleptoparasite,OUMNH,
IGproject1022,Nomada,flava,male,1897,5,,Wales,Monmouthshire,Raglan,,2.958,1.988,9.583,2.657,Apidae,kleptoparasite,OUMNH,
IGproject1023,Nomada,flava,male,1914,4,25,England,Devon,Chudleigh,Ugbrooke,2.694,1.823,9.146,2.451,Apidae,kleptoparasite,OUMNH,
IGproject1024,Nomada,flava,male,1916,5,,England,Devon,Paignton,,2.347,1.486,7.379,2.013,Apidae,kleptoparasite,OUMNH,
IGproject1025,Nomada,flava,male,1913,5,13,England,Devon,Newton Abbot,,2.738,1.844,8.974,2.403,Apidae,kleptoparasite,OUMNH,
IGproject1026,Nomada,flava,male,1897,5,,Wales,Monmouthshire,Raglan,,2.912,1.937,9.408,2.526,Apidae,kleptoparasite,OUMNH,
IGproject1027,Nomada,flava,female,1914,5,20,England,Devon,Bovey Tracey,,2.557,1.782,8.76,2.592,Apidae,kleptoparasite,OUMNH,
IGproject1028,Nomada,flava,male,1992,5,13,England,Oxfordshire,Oxford,Wolfson College,2.46,1.601,8.051,2.271,Apidae,kleptoparasite,OUMNH,
IGproject1029,Nomada,flava,male,1992,5,13,England,Oxfordshire,Oxford,Wolfson College,2.926,1.949,9.483,2.551,Apidae,kleptoparasite,OUMNH,
IGproject1030,Nomada,flava,female,2002,5,16,England,Oxfordshire,Oxford,Shotover,2.782,2.018,9.386,2.609,Apidae,kleptoparasite,OUMNH,
IGproject1031,Nomada,flava,male,1992,4,29,England,Oxfordshire,Oxford,Wolfson College,2.818,1.896,8.989,2.456,Apidae,kleptoparasite,OUMNH,
IGproject1032,Nomada,flava,female,1963,6,13,Wales,Gwynedd,Conwy,,2.794,1.929,9.525,2.678,Apidae,kleptoparasite,OUMNH,
IGproject1033,Nomada,flava,female,1999,5,29,England,Oxfordshire,Eynsham,,2.867,2.074,9.2,2.762,Apidae,kleptoparasite,OUMNH,
IGproject1034,Nomada,flava,female,1999,5,26,England,Worcestershire,Droitwich,Porters Mill,2.876,1.968,9.515,2.789,Apidae,kleptoparasite,OUMNH,
IGproject1035,Nomada,flava,female,1948,5,15,England,Devon,Woodbury,,2.14,1.31,7.252,2.032,Apidae,kleptoparasite,OUMNH,
IGproject1036,Nomada,flava,male,1950,5,12,England,Devon,Woodbury,,2.383,1.511,7.838,2.015,Apidae,kleptoparasite,OUMNH,
IGproject1037,Nomada,flava,female,1950,5,6,England,Devon,Exeter,Exwick,2.811,1.945,9.548,2.84,Apidae,kleptoparasite,OUMNH,
IGproject1038,Nomada,flava,male,1950,5,6,England,Devon,Exeter,Exwick,2.814,1.947,9.168,2.544,Apidae,kleptoparasite,OUMNH,
IGproject1039,Nomada,flava,female,1950,5,6,England,Devon,Exeter,Exwick,2.673,1.836,9.051,2.572,Apidae,kleptoparasite,OUMNH,
IGproject1040,Nomada,flava,female,1949,5,7,England,Devon,Bovey Tracey,Chudleigh Knighton Heath,2.789,1.894,9.295,2.721,Apidae,kleptoparasite,OUMNH,
IGproject1041,Nomada,flava,female,1955,5,22,England,Devon,Torquay,Coast Path,2.872,2.046,9.542,2.708,Apidae,kleptoparasite,OUMNH,
IGproject1042,Nomada,flava,female,1978,6,19,England,Oxfordshire,Abingdon,Dry Sandford Pit,2.892,2.099,9.718,2.791,Apidae,kleptoparasite,OUMNH,
IGproject1043,Nomada,flava,female,1972,6,3,England,Oxfordshire,Cumnor,Hill End,2.859,1.944,9.196,2.634,Apidae,kleptoparasite,OUMNH,
IGproject1044,Nomada,flava,female,1955,5,20,England,Devon,Dawlish Warren,,2.302,1.483,7.801,2.28,Apidae,kleptoparasite,OUMNH,
IGproject1045,Nomada,flava,female,1915,5,7,England,Surrey,Cobham,,2.089,1.298,7.009,2.083,Apidae,kleptoparasite,OUMNH,
IGproject1046,Nomada,flava,female,1961,5,3,England,Bristol,Bristol,Coombe Dingle,2.803,1.905,9.305,2.754,Apidae,kleptoparasite,OUMNH,
IGproject1047,Nomada,flava,female,1982,5,13,England,Oxfordshire,,Bernwood Forest,2.527,1.671,8.251,2.45,Apidae,kleptoparasite,OUMNH,
IGproject1048,Nomada,flava,female,1982,5,13,England,Oxfordshire,,Bernwood Forest,2.537,1.711,8.671,2.418,Apidae,kleptoparasite,OUMNH,
IGproject1049,Nomada,flava,female,1982,5,13,England,Oxfordshire,,Bernwood Forest,2.435,1.659,8.085,2.377,Apidae,kleptoparasite,OUMNH,
IGproject1050,Nomada,flava,female,1982,5,13,England,Oxfordshire,,Bernwood Forest,2.264,1.511,7.535,2.158,Apidae,kleptoparasite,OUMNH,
IGproject1051,Nomada,flava,female,1982,5,13,England,Oxfordshire,,Bernwood Forest,2.618,1.822,8.701,2.505,Apidae,kleptoparasite,OUMNH,
IGproject1052,Nomada,flava,female,1982,5,13,England,Oxfordshire,,Bernwood Forest,2.706,1.923,9.055,2.63,Apidae,kleptoparasite,OUMNH,
IGproject1053,Nomada,flava,female,1982,5,13,England,Oxfordshire,,Bernwood Forest,2.663,1.83,8.845,2.617,Apidae,kleptoparasite,OUMNH,
IGproject1054,Nomada,flava,female,1982,5,13,England,Oxfordshire,,Bernwood Forest,2.584,1.762,8.426,2.401,Apidae,kleptoparasite,OUMNH,
IGproject1055,Nomada,flava,female,1949,5,1,England,Devon,Sheepstor,,2.443,1.633,7.95,2.301,Apidae,kleptoparasite,OUMNH,
IGproject1056,Nomada,flava,female,1947,5,11,England,Devon,Sheepstor,,2.34,1.645,7.648,2.272,Apidae,kleptoparasite,OUMNH,
IGproject1057,Nomada,flava,female,1949,5,1,England,Devon,Sheepstor,,2.414,1.655,8.059,2.349,Apidae,kleptoparasite,OUMNH,
IGproject1058,Nomada,flava,female,1947,5,11,England,Devon,Sheepstor,,2.442,1.642,8.132,2.319,Apidae,kleptoparasite,OUMNH,
IGproject1059,Nomada,flava,female,1949,5,1,England,Devon,Sheepstor,,2.519,1.731,8.136,2.396,Apidae,kleptoparasite,OUMNH,
IGproject1060,Nomada,flava,male,1947,5,11,England,Devon,Sheepstor,,2.602,1.797,8.316,2.265,Apidae,kleptoparasite,OUMNH,
IGproject1061,Nomada,flava,male,1949,5,1,England,Devon,Sheepstor,,2.573,1.834,8.064,2.189,Apidae,kleptoparasite,OUMNH,
IGproject1062,Nomada,flava,male,1930,4,25,England,Devon,Plymouth,Shaugh Bridge,2.414,1.679,8.004,2.154,Apidae,kleptoparasite,OUMNH,
IGproject1063,Nomada,flava,male,1947,5,11,England,Devon,Sheepstor,,2.472,1.696,8.147,2.055,Apidae,kleptoparasite,OUMNH,
IGproject1064,Nomada,flava,male,1955,5,23,England,Devon,Sheepstor,,2.213,1.479,7.228,1.949,Apidae,kleptoparasite,OUMNH,
IGproject1065,Nomada,flava,male,1949,4,24,England,Devon,Dartmoor,,2.159,1.341,7.093,1.82,Apidae,kleptoparasite,OUMNH,
IGproject1066,Nomada,flava,male,1949,5,1,England,Devon,Sheepstor,,2.235,1.507,7.498,2.03,Apidae,kleptoparasite,OUMNH,
IGproject1067,Nomada,flava,male,1948,4,24,England,Devon,Sheepstor,,2.466,1.743,7.977,2.089,Apidae,kleptoparasite,OUMNH,
IGproject1068,Nomada,flava,female,1941,6,2,England,Hampshire,Burley,,2.54,1.664,8.665,2.556,Apidae,kleptoparasite,OUMNH,
IGproject1069,Nomada,flava,female,1941,6,2,England,Hampshire,Burley,,2.64,1.744,8.46,2.449,Apidae,kleptoparasite,OUMNH,
IGproject1070,Nomada,flava,female,1941,6,2,England,Hampshire,Burley,,2.634,1.8,8.81,2.617,Apidae,kleptoparasite,OUMNH,
IGproject1071,Nomada,flava,female,1941,6,2,England,Hampshire,Burley,,2.563,1.683,8.562,2.382,Apidae,kleptoparasite,OUMNH,
IGproject1072,Nomada,flava,male,1904,6,5,England,Hampshire,Tadley,Pamber Forest,2.443,1.623,8.035,2.186,Apidae,kleptoparasite,OUMNH,
IGproject1073,Nomada,flava,female,1893,,,England,Hampshire,,New Forest,2.68,1.765,8.818,2.475,Apidae,kleptoparasite,OUMNH,
IGproject1074,Nomada,flava,male,1906,5,27,England,Hampshire,Headley,,2.888,1.938,9.486,2.658,Apidae,kleptoparasite,OUMNH,
IGproject1075,Nomada,flava,female,1893,,,England,Hampshire,,New Forest,2.589,1.668,8.539,2.569,Apidae,kleptoparasite,OUMNH,
IGproject1076,Nomada,flava,female,1892,,,England,Hampshire,,New Forest,2.87,1.997,9.729,2.894,Apidae,kleptoparasite,OUMNH,
IGproject1077,Nomada,flava,female,1892,,,England,Hampshire,,New Forest,2.762,1.817,9.333,2.696,Apidae,kleptoparasite,OUMNH,
IGproject1078,Andrena,chrysosceles,female,1900,6,17,England,Oxfordshire,Oxford,Shotover,2.944,1.797,7.917,2.269,Andrenidae,excavator,OUMNH,
IGproject1079,Andrena,chrysosceles,male,1926,5,4,England,Greater London,London,,2.304,1.227,5.953,1.651,Andrenidae,excavator,OUMNH,
IGproject1080,Andrena,chrysosceles,male,1926,5,4,England,Greater London,London,,2.819,1.567,7.482,2.022,Andrenidae,excavator,OUMNH,
IGproject1081,Andrena,chrysosceles,female,1933,5,29,England,Oxfordshire,,Bagley Wood,2.871,1.813,7.877,2.2,Andrenidae,excavator,OUMNH,
IGproject1082,Andrena,chrysosceles,female,1931,6,13,England,Oxfordshire,,Bagley Wood,2.838,1.699,7.76,2.164,Andrenidae,excavator,OUMNH,
IGproject1083,Andrena,chrysosceles,male,1926,5,4,England,Greater London,London,,2.487,1.333,6.598,1.806,Andrenidae,excavator,OUMNH,
IGproject1084,Andrena,chrysosceles,female,1925,6,,England,Oxfordshire,,Bagley Wood,2.66,1.617,7.579,2.133,Andrenidae,excavator,OUMNH,
IGproject1085,Andrena,chrysosceles,female,1925,7,3,England,Oxfordshire,,Bagley Wood,2.874,1.781,7.975,2.231,Andrenidae,excavator,OUMNH,
IGproject1086,Andrena,chrysosceles,male,1925,7,4,England,Oxfordshire,,Bagley Wood,2.33,1.289,6.212,1.65,Andrenidae,excavator,OUMNH,
IGproject1087,Andrena,chrysosceles,female,1924,6,24,England,Oxfordshire,Wolvercote,,2.862,1.801,7.878,2.164,Andrenidae,excavator,OUMNH,
IGproject1088,Andrena,chrysosceles,male,1925,5,28,England,Oxfordshire,,Bagley Wood,2.436,1.36,6.483,1.77,Andrenidae,excavator,OUMNH,
IGproject1089,Andrena,chrysosceles,male,1926,5,4,England,Greater London,London,,2.494,1.356,6.584,1.745,Andrenidae,excavator,OUMNH,
IGproject1090,Andrena,chrysosceles,female,1936,6,1,England,Oxfordshire,Oxford,Lye Valley,3.113,1.963,8.379,2.421,Andrenidae,excavator,OUMNH,
IGproject1091,Andrena,chrysosceles,female,1999,6,19,England,Worcestershire,Eldersfield,,2.739,1.684,7.563,2.192,Andrenidae,excavator,OUMNH,
IGproject1092,Andrena,chrysosceles,female,1999,6,19,England,Worcestershire,Eldersfield,,2.719,1.667,7.142,2.022,Andrenidae,excavator,OUMNH,
IGproject1093,Andrena,chrysosceles,female,1999,6,19,England,Worcestershire,Eldersfield,,2.8,1.657,7.475,2.107,Andrenidae,excavator,OUMNH,
IGproject1094,Andrena,chrysosceles,female,1998,5,28,England,Warwickshie,,Baddesley Clinton,2.905,1.738,7.994,2.365,Andrenidae,excavator,OUMNH,
IGproject1095,Andrena,chrysosceles,male,1925,5,15,England,Oxfordshire,Oxford,Hinksey,2.394,1.38,6.26,1.669,Andrenidae,excavator,OUMNH,
IGproject1096,Andrena,chrysosceles,male,1925,5,30,England,Oxfordshire,,Bagley Wood,2.627,1.454,7.119,1.847,Andrenidae,excavator,OUMNH,
IGproject1097,Andrena,chrysosceles,male,1925,5,30,England,Oxfordshire,,Bagley Wood,2.304,1.281,6.292,1.625,Andrenidae,excavator,OUMNH,
IGproject1098,Andrena,chrysosceles,male,1925,5,12,England,Cambridgeshire,Wicken,,2.657,1.498,6.996,1.895,Andrenidae,excavator,OUMNH,
IGproject1099,Andrena,chrysosceles,female,1926,5,4,England,Greater London,London,,2.728,1.669,7.426,2.186,Andrenidae,excavator,OUMNH,
IGproject1100,Andrena,chrysosceles,female,1926,5,4,England,Greater London,London,,2.78,1.625,7.475,2.113,Andrenidae,excavator,OUMNH,
IGproject1101,Andrena,chrysosceles,male,1926,5,4,England,Greater London,London,,2.704,1.548,7.166,1.903,Andrenidae,excavator,OUMNH,
IGproject1102,Andrena,chrysosceles,male,1926,5,4,England,Greater London,London,,2.438,1.372,6.582,1.738,Andrenidae,excavator,OUMNH,
IGproject1103,Andrena,chrysosceles,male,1926,5,4,England,Greater London,London,,2.856,1.664,7.135,1.92,Andrenidae,excavator,OUMNH,
IGproject1104,Andrena,chrysosceles,male,1926,5,4,England,Greater London,London,,2.816,1.627,7.2,1.916,Andrenidae,excavator,OUMNH,
IGproject1105,Andrena,chrysosceles,male,1926,5,4,England,Greater London,London,,2.238,1.16,5.912,1.578,Andrenidae,excavator,OUMNH,
IGproject1106,Andrena,chrysosceles,male,1925,4,21,England,Cambridgeshire,Wicken,Wicken Fen,2.483,1.456,7.158,1.92,Andrenidae,excavator,OUMNH,
IGproject1107,Andrena,chrysosceles,male,1926,5,4,England,Greater London,London,,2.644,1.4,7.108,1.965,Andrenidae,excavator,OUMNH,
IGproject1108,Andrena,chrysosceles,male,1926,5,4,England,Greater London,London,,2.513,1.452,6.683,1.797,Andrenidae,excavator,OUMNH,
IGproject1109,Andrena,chrysosceles,male,1936,5,4,England,Oxfordshire,Woodeaton,,2.503,1.432,6.667,1.756,Andrenidae,excavator,OUMNH,
IGproject1110,Andrena,chrysosceles,male,1936,5,4,England,Oxfordshire,Woodeaton,,2.442,1.369,6.899,1.908,Andrenidae,excavator,OUMNH,
IGproject1111,Andrena,chrysosceles,male,1936,5,4,England,Oxfordshire,Woodeaton,,2.635,1.424,6.617,1.786,Andrenidae,excavator,OUMNH,
IGproject1112,Andrena,chrysosceles,female,1939,5,9,England,Oxfordshire,Woodeaton,,2.653,1.623,7.393,2.044,Andrenidae,excavator,OUMNH,
IGproject1113,Andrena,chrysosceles,female,1904,5,18,England,Gloucestershire,Tewkesbury,,2.724,1.617,7.599,2.152,Andrenidae,excavator,OUMNH,
IGproject1114,Andrena,chrysosceles,female,1936,5,18,England,Oxfordshire,Oxford,Waterperry Wood,2.919,1.792,7.911,2.26,Andrenidae,excavator,OUMNH,
IGproject1115,Andrena,chrysosceles,female,1949,4,18,England,Oxfordshire,Chastleton,,2.77,1.681,7.485,2.146,Andrenidae,excavator,OUMNH,
IGproject1116,Andrena,chrysosceles,male,1923,7,7,England,Oxfordshire,Wolvercote,,2.221,1.228,5.892,1.617,Andrenidae,excavator,OUMNH,
IGproject1117,Andrena,chrysosceles,male,1900,4,20,England,Oxfordshire,Abingdon,Dry Sandford Pit,2.239,1.349,6.509,1.831,Andrenidae,excavator,OUMNH,
IGproject1118,Andrena,chrysosceles,female,1991,6,10,England,Northamptonshire,Oundle,,3.062,1.956,8.456,2.351,Andrenidae,excavator,OUMNH,
IGproject1119,Andrena,chrysosceles,male,1991,6,1,England,Wiltshire,,Flisteridge Wood,2.642,1.509,7.055,1.858,Andrenidae,excavator,OUMNH,
IGproject1120,Andrena,chrysosceles,male,1991,4,19,England,Wiltshire,Swindon,,2.357,1.359,6.699,1.672,Andrenidae,excavator,OUMNH,
IGproject1121,Nomada,ruficornis,male,1917,5,3,England,Surrey,Guildford,Merrow,2.585,1.717,8.173,2.101,Apidae,kleptoparasite,OUMNH,
IGproject1122,Nomada,ruficornis,female,1980,6,6,England,Oxfordshire,,Bernwood Forest,2.634,1.885,7.744,2.242,Apidae,kleptoparasite,OUMNH,
IGproject1123,Nomada,ruficornis,female,1980,6,6,England,Oxfordshire,,Bernwood Forest,2.639,1.892,8.032,2.317,Apidae,kleptoparasite,OUMNH,
IGproject1124,Nomada,ruficornis,female,1980,6,6,England,Oxfordshire,,Bernwood Forest,2.579,1.697,7.979,2.329,Apidae,kleptoparasite,OUMNH,
IGproject1125,Nomada,ruficornis,female,1981,5,9,England,Oxfordshire,,Bernwood Forest,2.385,1.608,7.05,2.055,Apidae,kleptoparasite,OUMNH,
IGproject1126,Nomada,ruficornis,male,1991,5,27,England,Dorset,Swanage,,2.409,1.521,7.188,1.993,Apidae,kleptoparasite,OUMNH,
IGproject1127,Nomada,ruficornis,female,1917,5,13,England,Surrey,Cobham,,2.706,1.889,8.407,2.435,Apidae,kleptoparasite,OUMNH,
IGproject1128,Nomada,ruficornis,male,1901,7,14,Wales,Gwynedd,Criccieth,,2.817,1.916,8.588,2.376,Apidae,kleptoparasite,OUMNH,
IGproject1129,Nomada,ruficornis,female,1901,7,14,Wales,Gwynedd,Criccieth,,2.75,1.795,8.426,2.457,Apidae,kleptoparasite,OUMNH,
IGproject1130,Nomada,ruficornis,male,1989,5,7,England,Wiltshire,Swindon,Coate Water Country Park,2.691,1.848,8.384,2.177,Apidae,kleptoparasite,OUMNH,
IGproject1131,Nomada,ruficornis,female,1989,5,19,England,Wiltshire,Swindon,Coate Water Country Park,2.222,1.364,6.725,1.848,Apidae,kleptoparasite,OUMNH,
IGproject1132,Nomada,ruficornis,male,1989,5,7,England,Wiltshire,Swindon,Coate Water Country Park,2.635,1.79,8.059,2.225,Apidae,kleptoparasite,OUMNH,
IGproject1133,Nomada,ruficornis,male,1989,5,7,England,Wiltshire,Swindon,Coate Water Country Park,2.606,1.72,8.044,2.036,Apidae,kleptoparasite,OUMNH,
IGproject1134,Nomada,ruficornis,female,1935,4,28,England,Dorset,Swanage,South Haven Point,2.704,1.775,8.362,2.316,Apidae,kleptoparasite,OUMNH,
IGproject1135,Nomada,ruficornis,male,1973,5,,England,Devon,Exeter,,2.008,1.243,6.273,1.698,Apidae,kleptoparasite,OUMNH,
IGproject1136,Nomada,ruficornis,male,1982,4,20,England,Devon,Dartmoor,Burrator Reservoir,2.411,1.567,7.35,1.943,Apidae,kleptoparasite,OUMNH,
IGproject1137,Nomada,ruficornis,male,1958,5,26,England,Herefordshire,Abbey Dore,,2.332,1.511,7.34,1.991,Apidae,kleptoparasite,OUMNH,
IGproject1138,Nomada,ruficornis,female,1968,5,12,England,Oxfordshire,Oxford,,2.31,1.42,7.03,1.98,Apidae,kleptoparasite,OUMNH,
IGproject1139,Nomada,ruficornis,female,2006,5,4,England,Surrey,,Holmen's Grove,2.712,1.913,8.561,2.398,Apidae,kleptoparasite,OUMNH,
IGproject1140,Nomada,ruficornis,female,1990,5,26,England,Wiltshire,Wroughton,Clouts Wood,2.749,1.789,8.405,2.238,Apidae,kleptoparasite,OUMNH,
IGproject1141,Nomada,ruficornis,male,1979,5,14,England,Derbyshire,Dronfield,,2.399,1.563,7.223,2.036,Apidae,kleptoparasite,OUMNH,
IGproject1142,Nomada,ruficornis,female,1912,5,,England,Hampshire,,New Forest,2.717,1.881,8.076,2.299,Apidae,kleptoparasite,OUMNH,
IGproject1143,Nomada,ruficornis,female,1917,5,13,England,Surrey,Cobham,,2.539,1.732,7.879,2.209,Apidae,kleptoparasite,OUMNH,
IGproject1144,Nomada,ruficornis,male,1918,4,,England,Oxfordshire,Oxford,,2.246,1.504,6.66,1.91,Apidae,kleptoparasite,OUMNH,
IGproject1145,Nomada,ruficornis,male,1915,5,,England,Gloucestershire,Wotton-under-Edge,,2.468,1.581,7.539,2.072,Apidae,kleptoparasite,OUMNH,
IGproject1146,Nomada,ruficornis,female,1929,4,27,England,Dorset,Badbury,,2.743,1.967,8.46,2.377,Apidae,kleptoparasite,OUMNH,
IGproject1147,Nomada,ruficornis,male,1916,5,,England,Kent,Deal,,2.636,1.789,8.122,2.217,Apidae,kleptoparasite,OUMNH,
IGproject1148,Nomada,ruficornis,male,1954,4,24,England,Devon,Lustleigh,,2.452,1.584,7.501,2.069,Apidae,kleptoparasite,OUMNH,
IGproject1149,Nomada,ruficornis,female,1968,6,16,England,Oxfordshire,Oxford,Waterperry Wood,2.701,1.89,8.056,2.368,Apidae,kleptoparasite,OUMNH,
